Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.10348,-0.89814,-0.0765943,0.179397,64.6999,276.572,141.328,121.641,84.25,98.7188,445.938,31.692,27.278,18.893,22.137,18.893
2,-0.000299631,-0.89899,-0.0514266,0.180523,64.0256,269.981,142.672,127.234,89.6406,97.7188,457.265,31.201,27.825,19.604,21.37,19.604
3,-0.11172,-0.89632,-0.0263919,0.181048,64.5894,262.895,137.688,126.969,91.2031,92.3125,448.173,30.722,28.33,20.35,20.598,20.35
4,-0.220501,-0.88327,0.000616769,0.181657,65.5575,255.983,130.188,124.266,91.2031,85.0156,430.673,30.229,28.854,21.177,19.74,19.74
5,0.30405,-0.79072,-0.128658,0.15314,57.9044,291.033,178.891,141.25,100.656,134.453,555.25,32.218,25.439,18.128,24.215,18.128
6,0.20278,-0.79325,-0.103853,0.154604,54.9607,284.34,188.0,153.609,111.531,138.594,591.734,31.771,25.959,18.848,23.422,18.848
7,-0.214611,0.84694,0.000572155,-0.23007,60.8924,104.219,93.1094,96.125,149.797,152.531,491.562,18.942,19.555,30.474,31.03,18.942
8,-0.3352,0.84108,0.0252423,-0.231603,64.8791,111.729,77.3281,85.5781,131.781,129.328,424.015,18.237,20.183,31.079,30.501,18.237
9,0.200861,-0.89331,-0.103136,0.180621,66.293,282.672,132.656,109.703,74.4062,93.7969,410.562,32.311,26.72,18.123,22.846,18.123
10,0.56962,-0.32867,-0.180074,0.0514203,41.1202,330.015,234.625,164.422,146.766,213.25,759.063,30.91,21.661,19.335,28.094,19.335
11,0.65315,-0.33197,-0.205437,0.0509621,47.1109,333.058,217.062,144.797,128.781,197.984,688.624,31.521,21.027,18.701,28.751,18.701
12,-0.333951,-0.85642,0.0262375,0.179798,66.8133,248.697,120.281,118.25,89.2344,76.5938,404.359,29.746,29.244,22.068,18.942,18.942
13,0.40835,-0.79746,-0.154019,0.154496,63.6283,297.115,149.531,115.281,78.7656,115.172,458.75,32.595,25.129,17.17,25.106,17.17
14,0.10808,-0.79681,-0.0774528,0.154268,53.5241,277.724,190.672,162.922,119.688,139.391,612.673,31.121,26.592,19.535,22.751,19.535
15,0.01154,-0.79436,-0.0515736,0.153624,52.6028,270.832,190.75,170.641,126.469,138.672,626.532,30.445,27.236,20.186,22.133,20.186
16,0.0799405,0.85053,-0.0765261,-0.231103,58.6801,84.6306,110.656,94.2188,151.844,176.188,532.907,20.765,17.68,28.494,33.062,17.68
17,-0.01975,0.85647,-0.0507515,-0.232007,58.9478,91.321,106.844,96.7344,154.891,171.688,530.157,20.153,18.246,29.216,32.384,18.246
18,-0.113231,0.85502,-0.0249485,-0.230333,59.5967,97.5438,102.312,98.9375,156.016,165.688,522.953,19.564,18.919,29.834,31.683,18.919
19,0.368299,-0.34286,-0.127741,0.051436,30.2111,317.049,264.734,204.625,184.75,238.688,892.797,29.652,22.92,20.693,26.735,20.693
20,0.472941,-0.32923,-0.154009,0.0505939,35.1873,325.157,254.547,187.688,168.422,231.219,841.876,30.236,22.294,20.006,27.465,20.006
21,0.758799,-0.32626,-0.231811,0.0508502,55.6867,336.734,186.969,119.625,104.5,172.422,583.516,32.042,20.501,17.909,29.549,17.909
22,-0.76189,-0.455621,0.128112,0.0780629,62.5895,210.88,121.297,143.578,133.594,92.9219,491.391,24.684,29.219,27.187,18.91,18.91
