Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0007,0.0022,0,-2.44249e-15,107.65,0.132704,-0.0410311,-0.0238947
2,0,0,-0.0007,0.0022,60,0,107.65,0.132704,-0.04071,-0.0240406
3,-0,0,0.0037,-0.0026,120,0,324.904,0.259443,-0.0411618,-0.0234023
4,-0,-0,-0.0013,-0.0072,180,0,259.765,0.419181,-0.0414446,-0.0229212
5,-0,-0,0.0082,-0.0074,240,0,317.936,0.632729,-0.0423777,-0.0231746
6,0,-0,-0.0012,0.0018,300,0,123.69,0.123541,-0.0416467,-0.0245691
7,0.0174524,1.08216e-18,0.0175,0.0013,3.55271e-15,1,4.24845,1.00542,-0.0445146,-0.0244619
8,0.0087262,0.0151142,0.0078,0.0197,60,1,68.3995,1.21402,-0.0424649,-0.0272853
9,-0.0087262,0.0151142,-0.011,0.011,120,1,135,0.891313,-0.0392342,-0.0267526
10,-0.0174524,-1.52574e-09,-0.015,-0.0021,180,1,187.97,0.867955,-0.0379928,-0.0225682
11,-0.0087262,-0.0151142,-0.006,-0.0199,240,1,253.222,1.19091,-0.0397938,-0.020574
12,0.0087262,-0.0151142,0.0102,-0.0151,300,1,304.039,1.04418,-0.0437984,-0.0210925
13,0.0348995,2.164e-18,0.0328,0.0057,3.55271e-15,2,9.85843,1.90783,-0.0477816,-0.0245838
14,0.0174497,0.0302239,0.017,0.0287,60,2,59.3603,1.91162,-0.0439343,-0.0303578
15,-0.0174497,0.0302239,-0.0167,0.024,120,2,124.831,1.6755,-0.0375277,-0.0292945
16,-0.0348995,-3.05101e-09,-0.0398,-0.0061,180,2,188.714,2.30766,-0.0340308,-0.021909
17,-0.0174497,-0.0302239,-0.0111,-0.0335,240,2,251.668,2.02246,-0.038541,-0.0167544
18,0.0174497,-0.0302239,0.0227,-0.0298,300,2,307.298,2.14685,-0.0458948,-0.0179436
19,0.052336,3.24517e-18,0.0565,0.0013,3.55271e-15,3,1.31808,3.23979,-0.0514772,-0.0241771
20,0.026168,0.0453243,0.023,0.043,60,3,61.8584,2.79512,-0.0462992,-0.0334996
21,-0.026168,0.0453243,-0.0288,0.0399,120,3,125.822,2.82057,-0.0363122,-0.0323332
22,-0.052336,-4.57535e-09,-0.0556,-0.0038,180,3,183.91,3.19476,-0.0309954,-0.0222872
23,-0.026168,-0.0453243,-0.0273,-0.0496,240,3,241.171,3.24564,-0.0365864,-0.0136424
24,0.026168,-0.0453243,0.028,-0.0428,300,3,303.193,2.93171,-0.0468519,-0.0149826
25,0.0697565,4.32536e-18,0.068,-0.0036,3.55271e-15,4,356.97,3.9046,-0.0553195,-0.0246711
26,0.0348782,0.0604109,0.0415,0.0612,60,4,55.8586,4.24053,-0.0486693,-0.0362888
27,-0.0348782,0.0604109,-0.04,0.0575,120,4,124.824,4.01654,-0.0342595,-0.03579
28,-0.0697565,-6.0983e-09,-0.0708,-0.0082,180,4,186.607,4.08711,-0.0274324,-0.0227474
29,-0.0348782,-0.0604109,-0.0323,-0.0632,240,4,242.93,4.07001,-0.0341903,-0.0100716
30,0.0348782,-0.0604109,0.0338,-0.0564,300,4,300.934,3.77009,-0.0487909,-0.011892
31,0.0871557,5.40423e-18,0.083,0.0018,3.55271e-15,5,1.24236,4.76214,-0.0592918,-0.025081
32,0.0435779,0.0754791,0.0435,0.0724,60,5,59.0013,4.84517,-0.0508092,-0.0399205
33,-0.0435779,0.0754791,-0.0391,0.0774,120,5,116.801,4.97469,-0.0335093,-0.0390422
34,-0.0871557,-7.6194e-09,-0.0873,0.0024,180,5,178.425,5.0102,-0.0236927,-0.0232752
35,-0.0435779,-0.0754791,-0.0443,-0.0756,240,5,239.631,5.02691,-0.0326632,-0.00703973
36,0.0435779,-0.0754791,0.0481,-0.0741,300,5,302.989,5.06825,-0.0506964,-0.00873454
37,0.104528,6.48145e-18,0.1049,0.0039,3.55271e-15,6,2.12918,6.02558,-0.063422,-0.0249698
38,0.0522642,0.0905243,0.0483,0.0957,60,6,63.2198,6.1538,-0.0524334,-0.0428697
39,-0.0522642,0.0905243,-0.0532,0.0925,120,6,119.905,6.12554,-0.0318462,-0.0424266
40,-0.104528,-9.13817e-09,-0.1001,-0.0011,180,6,180.63,5.74529,-0.0205315,-0.0228461
41,-0.0522642,-0.0905243,-0.0513,-0.0933,240,6,241.196,6.11205,-0.0309191,-0.00345905
42,0.0522642,-0.0905243,0.0586,-0.0928,300,6,302.271,6.30111,-0.0527644,-0.00545734
43,0.121869,7.5567e-18,0.125,0.005,3.55271e-15,7,2.29061,7.18652,-0.0677526,-0.0244484
44,0.0609347,0.105542,0.0578,0.1067,60,7,61.5553,6.97001,-0.0544659,-0.0462654
45,-0.0609347,0.105542,-0.0558,0.1009,120,7,118.944,6.62102,-0.0301016,-0.0455336
46,-0.121869,-1.06542e-08,-0.1211,-0.0047,180,7,182.223,6.96086,-0.0170043,-0.0225052
47,-0.0609347,-0.105542,-0.0661,-0.1064,240,7,238.15,7.19579,-0.0289094,-0.00107408
48,0.0609347,-0.105542,0.0654,-0.1022,300,7,302.616,6.96911,-0.0546026,-0.00238584
49,0.139173,8.62964e-18,0.1369,0.0029,3.55271e-15,8,1.21353,7.87028,-0.0718047,-0.025249
50,0.0695865,0.120527,0.0653,0.1254,60,8,62.4925,8.12789,-0.0557251,-0.0496219
51,-0.0695866,0.120527,-0.0743,0.1195,120,8,121.872,8.08923,-0.0281371,-0.048838
52,-0.139173,-1.21669e-08,-0.1354,-0.0013,180,8,180.55,7.7821,-0.0133805,-0.0228202
53,-0.0695865,-0.120527,-0.0678,-0.124,240,8,241.331,8.12453,-0.0279286,0.00204939
54,0.0695865,-0.120527,0.0664,-0.1167,300,8,299.639,7.71627,-0.0561969,-0.000178971
55,0.156434,9.69996e-18,0.1583,0.0015,3.55271e-15,9,0.5429,9.10865,-0.0756907,-0.0248523
56,0.0782172,0.135476,0.0758,0.1378,60,9,61.186,9.04859,-0.0579563,-0.0527038
57,-0.0782172,0.135476,-0.0805,0.1326,120,9,121.261,8.9239,-0.0263418,-0.0520849
58,-0.156434,-1.36759e-08,-0.1573,-0.0059,180,9,182.148,9.05664,-0.00918309,-0.0227932
59,-0.0782172,-0.135476,-0.0729,-0.1376,240,9,242.086,8.95846,-0.0261889,0.00559593
60,0.0782172,-0.135476,0.0783,-0.13,300,9,301.061,8.72888,-0.0585801,0.00278386
61,0.173648,1.07673e-17,0.1704,-0.0028,3.55271e-15,10,359.059,9.81242,-0.0795693,-0.0247063
62,0.0868241,0.150384,0.0843,0.1565,60,10,61.6905,10.2393,-0.060255,-0.0560995
63,-0.0868241,0.150384,-0.0849,0.1469,120,10,120.026,9.76857,-0.0253518,-0.0553239
64,-0.173648,-1.51808e-08,-0.1747,-0.0052,180,10,181.705,10.0657,-0.00498409,-0.0228788
65,-0.0868241,-0.150384,-0.0909,-0.1465,240,10,238.181,9.92795,-0.0238712,0.00815661
66,0.0868241,-0.150384,0.0918,-0.1442,300,10,302.481,9.84255,-0.0601808,0.00625449
67,0.190809,1.18314e-17,0.1932,0.0036,3.55271e-15,11,1.0675,11.1416,-0.0841533,-0.024277
68,0.0954045,0.165245,0.0931,0.1669,60,11,60.8464,11.0176,-0.0621793,-0.0587582
69,-0.0954045,0.165245,-0.097,0.1711,120,11,119.55,11.3431,-0.0232803,-0.0587049
70,-0.190809,-1.66811e-08,-0.1926,-0.0046,180,11,181.368,11.1078,-0.000708311,-0.0220782
71,-0.0954045,-0.165245,-0.0953,-0.1608,240,11,239.346,10.773,-0.0226715,0.0109973
72,0.0954045,-0.165245,0.0923,-0.1626,300,11,299.581,10.7761,-0.0625714,0.00976739
73,0.207912,1.28919e-17,0.2067,0.0057,3.55271e-15,12,1.5796,11.9336,-0.0873419,-0.0250133
74,0.103956,0.180057,0.1,0.1837,60,12,61.4376,12.0728,-0.0640745,-0.0625266
75,-0.103956,0.180057,-0.1039,0.1751,120,12,120.684,11.7479,-0.0215575,-0.0613794
76,-0.207912,-1.81762e-08,-0.2103,-0.0038,180,12,181.035,12.1419,0.00339685,-0.0222243
77,-0.103956,-0.180057,-0.0983,-0.1751,240,12,240.69,11.5841,-0.021418,0.0143447
78,0.103956,-0.180057,0.1076,-0.177,300,12,301.296,11.9548,-0.0656675,0.0129815
79,0.224951,1.39484e-17,0.2285,0.0083,3.55271e-15,13,2.08029,13.2176,-0.0918162,-0.0246082
80,0.112476,0.194813,0.1076,0.2023,60,13,61.9922,13.2462,-0.0661602,-0.0653605
81,-0.112476,0.194813,-0.1112,0.1972,120,13,119.418,13.0847,-0.0197686,-0.0649759
82,-0.224951,-1.96658e-08,-0.229,-0.0022,180,13,180.55,13.2388,0.00679851,-0.0223778
83,-0.112475,-0.194813,-0.1105,-0.1908,240,13,239.923,12.7377,-0.0196847,0.0176618
84,0.112476,-0.194813,0.1172,-0.1926,300,13,301.321,13.0297,-0.0674588,0.015775
85,0.241922,1.50007e-17,0.2424,0.0045,3.55271e-15,14,1.06354,14.0307,-0.0956848,-0.0244518
86,0.120961,0.209511,0.1115,0.2167,60,14,62.7725,14.1052,-0.0678932,-0.0681398
87,-0.120961,0.209511,-0.1191,0.2078,120,14,119.819,13.8577,-0.0178232,-0.0673509
88,-0.241922,-2.11495e-08,-0.2383,-0.0023,180,14,180.553,13.7869,0.00931417,-0.0220435
89,-0.120961,-0.209511,-0.116,-0.2141,240,14,241.551,14.0935,-0.0183768,0.0209489
90,0.120961,-0.209511,0.1246,-0.2107,300,14,300.598,14.1691,-0.0692137,0.0191488
91,0.258819,1.60485e-17,0.2576,0.0013,3.55271e-15,15,0.289145,14.9279,-0.0998174,-0.0242966
92,0.12941,0.224144,0.1266,0.2336,60,15,61.5444,15.4086,-0.0705044,-0.0718107
93,-0.12941,0.224144,-0.1221,0.225,120,15,118.487,14.8325,-0.0161673,-0.0703808
94,-0.258819,-2.26267e-08,-0.2575,-0.0017,180,15,180.378,14.9221,0.0126812,-0.0227323
95,-0.12941,-0.224144,-0.1244,-0.2246,240,15,241.019,14.8773,-0.0166297,0.024163
96,0.12941,-0.224144,0.1303,-0.2251,300,15,300.065,15.0756,-0.0708865,0.0224261
97,0.275637,1.70913e-17,0.2788,0.0027,3.55271e-15,16,0.554856,16.1894,-0.103266,-0.0246155
98,0.137819,0.238709,0.132,0.2397,60,16,61.1589,15.8811,-0.0724072,-0.0746231
99,-0.137819,0.238709,-0.1345,0.2398,120,16,119.287,15.9587,-0.014147,-0.0733301
100,-0.275637,-2.4097e-08,-0.272,0.0031,180,16,179.347,15.7844,0.0159214,-0.0224912
101,-0.137819,-0.238709,-0.1338,-0.2344,240,16,240.281,15.6583,-0.0146528,0.0273603
102,0.137819,-0.238709,0.1446,-0.2393,300,16,301.143,16.2361,-0.073746,0.0253214
103,0.292372,1.8129e-17,0.2905,0.0028,3.55271e-15,17,0.552231,16.8887,-0.107083,-0.0246656
104,0.146186,0.253201,0.142,0.2601,60,17,61.3679,17.2378,-0.0743656,-0.0774641
105,-0.146186,0.253201,-0.1468,0.2536,120,17,120.065,17.0391,-0.0117508,-0.0764813
106,-0.292372,-2.55599e-08,-0.2855,-0.0017,180,17,180.341,16.589,0.0196472,-0.022906
107,-0.146186,-0.253201,-0.1386,-0.257,240,17,241.662,16.9772,-0.0133183,0.0302717
108,0.146186,-0.253201,0.1513,-0.2579,300,17,300.398,17.3979,-0.0753446,0.0290027
109,0.309017,1.91611e-17,0.3108,0.0065,3.55271e-15,18,1.1981,18.1115,-0.110872,-0.0246798
110,0.154508,0.267617,0.1502,0.2685,60,18,60.7772,17.918,-0.0765469,-0.0802771
111,-0.154509,0.267617,-0.1552,0.2658,120,18,120.281,17.9263,-0.00999292,-0.0798017
112,-0.309017,-2.70151e-08,-0.3056,-0.0011,180,18,180.206,17.7944,0.0233999,-0.0230839
113,-0.154508,-0.267617,-0.1518,-0.2713,240,18,240.772,18.1123,-0.0105406,0.0337015
114,0.154508,-0.267617,0.1565,-0.2629,300,18,300.765,17.8157,-0.0769978,0.0319336
115,0.325568,2.01874e-17,0.3288,0.002,3.55271e-15,19,0.34851,19.1963,-0.114954,-0.0245453
116,0.162784,0.28195,0.161,0.28,60,19,60.1011,18.8437,-0.0787475,-0.0840215
117,-0.162784,0.28195,-0.1555,0.2794,120,19,119.098,18.6482,-0.00851004,-0.082689
118,-0.325568,-2.84621e-08,-0.3275,-0.006,180,19,181.05,19.1204,0.0276969,-0.0227842
119,-0.162784,-0.28195,-0.1568,-0.2842,240,19,241.113,18.9405,-0.00923512,0.0368777
120,0.162784,-0.28195,0.1683,-0.276,300,19,301.374,18.8606,-0.079744,0.0345917
121,0.34202,2.12075e-17,0.345,0.001,3.55271e-15,20,0.166074,20.1819,-0.118577,-0.0244369
122,0.17101,0.296198,0.1678,0.2966,60,20,60.5012,19.9242,-0.0808568,-0.0868287
123,-0.17101,0.296198,-0.1767,0.2914,120,20,121.232,19.9249,-0.00511564,-0.0856948
124,-0.34202,-2.99004e-08,-0.3409,-0.001,180,20,180.168,19.9318,0.0309171,-0.0223001
125,-0.17101,-0.296198,-0.1658,-0.2939,240,20,240.571,19.7211,-0.00715727,0.0403897
126,0.17101,-0.296198,0.1766,-0.2947,300,20,300.932,20.0941,-0.0821062,0.0383372
127,0.358368,2.22212e-17,0.3591,0.0052,3.55271e-15,21,0.829622,21.0472,-0.122328,-0.0250185
128,0.179184,0.310356,0.1729,0.3113,60,21,60.9516,20.8604,-0.0822276,-0.0900438
129,-0.179184,0.310356,-0.1804,0.3043,120,21,120.661,20.7172,-0.00303692,-0.0885768
130,-0.358368,-3.13295e-08,-0.355,-0.0043,180,21,180.694,20.795,0.0352178,-0.0218878
131,-0.179184,-0.310356,-0.1792,-0.3088,240,21,239.873,20.9179,-0.00468931,0.0432212
132,0.179184,-0.310356,0.1831,-0.3097,300,21,300.592,21.0865,-0.0834577,0.0419352
133,0.374607,2.32281e-17,0.3769,-0.0028,3.55271e-15,22,359.574,22.1424,-0.126029,-0.024542
134,0.187303,0.324419,0.1832,0.3236,60,22,60.4845,21.8303,-0.0848688,-0.0929011
135,-0.187303,0.324419,-0.1888,0.3233,120,22,120.284,21.9867,-0.00199504,-0.0924043
136,-0.374607,-3.27491e-08,-0.3773,-0.0105,180,22,181.594,22.1756,0.0388032,-0.0220146
137,-0.187303,-0.324419,-0.188,-0.3228,240,22,239.783,21.9351,-0.00251305,0.0460836
138,0.187303,-0.324419,0.1905,-0.325,300,22,300.377,22.1304,-0.0856602,0.0452118
139,0.390731,2.42279e-17,0.3959,-0.001,3.55271e-15,23,359.855,23.3222,-0.129666,-0.0238799
140,0.195366,0.338383,0.1984,0.3413,60,23,59.8303,23.252,-0.0873315,-0.0959565
