id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.2816,0.2048,NaN,NaN
1,NaN,NaN,-0.256,0.2048,NaN,NaN
2,NaN,NaN,-0.2304,0.2048,NaN,NaN
3,NaN,NaN,-0.2048,0.2048,NaN,NaN
4,NaN,NaN,-0.1792,0.2048,NaN,NaN
5,NaN,NaN,-0.1536,0.2048,NaN,NaN
6,NaN,NaN,-0.128,0.2048,NaN,NaN
7,NaN,NaN,-0.1024,0.2048,NaN,NaN
8,NaN,NaN,-0.0768,0.2048,NaN,NaN
9,NaN,NaN,-0.0512,0.2048,NaN,NaN
10,NaN,NaN,-0.0256,0.2048,NaN,NaN
11,NaN,NaN,-0.0,0.2048,NaN,NaN
12,NaN,NaN,0.0256,0.2048,NaN,NaN
13,NaN,NaN,0.0512,0.2048,NaN,NaN
14,NaN,NaN,0.0768,0.2048,NaN,NaN
15,NaN,NaN,0.1024,0.2048,NaN,NaN
16,NaN,NaN,0.128,0.2048,NaN,NaN
17,NaN,NaN,0.1536,0.2048,NaN,NaN
18,NaN,NaN,0.1792,0.2048,NaN,NaN
19,NaN,NaN,-0.2816,0.1792,NaN,NaN
20,NaN,NaN,-0.256,0.1792,NaN,NaN
21,NaN,NaN,-0.2304,0.1792,NaN,NaN
22,NaN,NaN,-0.2048,0.1792,NaN,NaN
23,NaN,NaN,-0.1792,0.1792,NaN,NaN
24,NaN,NaN,-0.1536,0.1792,NaN,NaN
25,NaN,NaN,-0.128,0.1792,NaN,NaN
26,0.20086,-0.89331,-0.1024,0.1792,66.293,282.6722
27,0.10348,-0.89814,-0.0768,0.1792,64.6999,276.5724
28,-0.0003,-0.89899,-0.0512,0.1792,64.0256,269.9809
29,-0.11172,-0.89632,-0.0256,0.1792,64.5894,262.8951
30,-0.2205,-0.88327,-0.0,0.1792,65.5575,255.9831
31,-0.33395,-0.85642,0.0256,0.1792,66.8133,248.6973
32,NaN,NaN,0.0512,0.1792,NaN,NaN
33,NaN,NaN,0.0768,0.1792,NaN,NaN
34,NaN,NaN,0.1024,0.1792,NaN,NaN
35,NaN,NaN,0.128,0.1792,NaN,NaN
36,NaN,NaN,0.1536,0.1792,NaN,NaN
37,NaN,NaN,0.1792,0.1792,NaN,NaN
38,NaN,NaN,-0.2816,0.1536,NaN,NaN
39,NaN,NaN,-0.256,0.1536,NaN,NaN
40,NaN,NaN,-0.2304,0.1536,NaN,NaN
41,NaN,NaN,-0.2048,0.1536,NaN,NaN
42,NaN,NaN,-0.1792,0.1536,NaN,NaN
43,0.40835,-0.79746,-0.1536,0.1536,63.6283,297.1153
44,0.30405,-0.79072,-0.128,0.1536,57.9044,291.0329
45,0.20278,-0.79325,-0.1024,0.1536,54.9607,284.3395
46,0.10808,-0.79681,-0.0768,0.1536,53.5241,277.7245
47,0.01154,-0.79436,-0.0512,0.1536,52.6028,270.8323
48,-0.10546,-0.8091,-0.0256,0.1536,54.6808,262.5738
49,-0.2111,-0.81296,-0.0,0.1536,57.1318,255.4436
50,-0.32373,-0.80411,0.0256,0.1536,60.0923,248.0706
51,-0.4433,-0.77492,0.0512,0.1536,63.2218,240.2279
52,NaN,NaN,0.0768,0.1536,NaN,NaN
53,NaN,NaN,0.1024,0.1536,NaN,NaN
54,NaN,NaN,0.128,0.1536,NaN,NaN
55,NaN,NaN,0.1536,0.1536,NaN,NaN
56,NaN,NaN,0.1792,0.1536,NaN,NaN
57,NaN,NaN,-0.2816,0.128,NaN,NaN
58,NaN,NaN,-0.256,0.128,NaN,NaN
59,NaN,NaN,-0.2304,0.128,NaN,NaN
60,NaN,NaN,-0.2048,0.128,NaN,NaN
61,0.51685,-0.68285,-0.1792,0.128,58.9146,307.1221
62,0.4291,-0.66741,-0.1536,0.128,52.5091,302.7383
63,0.33162,-0.67008,-0.128,0.128,48.3871,296.3306
64,0.22212,-0.67494,-0.1024,0.128,45.2797,288.2162
65,0.12352,-0.68331,-0.0768,0.128,43.9782,280.2465
66,0.0269,-0.68081,-0.0512,0.128,42.9485,272.2627
67,-0.08733,-0.67837,-0.0256,0.128,43.1545,262.6644
68,-0.19619,-0.6788,-0.0,0.128,44.9576,253.8794
69,-0.30611,-0.68086,0.0256,0.128,48.2888,245.7916
70,-0.43357,-0.68455,0.0512,0.128,54.1256,237.6513
71,-0.55965,-0.67576,0.0768,0.128,61.3323,230.3692
72,NaN,NaN,0.1024,0.128,NaN,NaN
73,NaN,NaN,0.128,0.128,NaN,NaN
74,NaN,NaN,0.1536,0.128,NaN,NaN
75,NaN,NaN,0.1792,0.128,NaN,NaN
76,NaN,NaN,-0.2816,0.1024,NaN,NaN
77,NaN,NaN,-0.256,0.1024,NaN,NaN
78,NaN,NaN,-0.2304,0.1024,NaN,NaN
79,0.62849,-0.56736,-0.2048,0.1024,57.8543,317.9263
80,0.53994,-0.55408,-0.1792,0.1024,50.6831,314.2595
81,0.44951,-0.55457,-0.1536,0.1024,45.5505,309.0267
82,0.34842,-0.56338,-0.128,0.1024,41.4843,301.7345
83,0.23759,-0.57086,-0.1024,0.1024,38.1942,292.5969
84,0.13682,-0.57645,-0.0768,0.1024,36.3321,283.352
85,0.03719,-0.57322,-0.0512,0.1024,35.0594,273.7121
86,-0.08052,-0.57313,-0.0256,0.1024,35.3633,262.0028
87,-0.19157,-0.56781,-0.0,0.1024,36.8166,251.3564
88,-0.30046,-0.56489,0.0256,0.1024,39.7788,241.9919
89,-0.41105,-0.55933,0.0512,0.1024,43.9577,233.6879
90,-0.53738,-0.55991,0.0768,0.1024,50.9017,226.1763
91,-0.67437,-0.56169,0.1024,0.1024,61.3602,219.7913
92,NaN,NaN,0.128,0.1024,NaN,NaN
93,NaN,NaN,0.1536,0.1024,NaN,NaN
94,NaN,NaN,0.1792,0.1024,NaN,NaN
95,NaN,NaN,-0.2816,0.0768,NaN,NaN
96,NaN,NaN,-0.256,0.0768,NaN,NaN
97,0.75276,-0.46319,-0.2304,0.0768,62.1105,328.3951
98,0.63599,-0.44444,-0.2048,0.0768,50.8861,325.0535
99,0.55297,-0.44357,-0.1792,0.0768,45.145,321.2648
100,0.46167,-0.44486,-0.1536,0.0768,39.8757,316.0623
101,0.35339,-0.45687,-0.128,0.0768,35.2815,307.722
102,0.24423,-0.4602,-0.1024,0.0768,31.3988,297.9551
103,0.13912,-0.47,-0.0768,0.0768,29.3509,286.4888
104,0.03333,-0.4643,-0.0512,0.0768,27.7422,274.106
105,-0.08567,-0.46316,-0.0256,0.0768,28.1003,259.5205
106,-0.19324,-0.46026,-0.0,0.0768,29.9458,247.2249
107,-0.31031,-0.45481,0.0256,0.0768,33.4072,235.6949
108,-0.41534,-0.44497,0.0512,0.0768,37.495,226.9725
109,-0.52425,-0.43474,0.0768,0.0768,42.9262,219.6676
110,-0.67517,-0.45647,0.1024,0.0768,54.587,214.0619
111,-0.76189,-0.45562,0.128,0.0768,62.5895,210.88
112,NaN,NaN,0.1536,0.0768,NaN,NaN
113,NaN,NaN,0.1792,0.0768,NaN,NaN
114,NaN,NaN,-0.2816,0.0512,NaN,NaN
115,NaN,NaN,-0.256,0.0512,NaN,NaN
116,0.7588,-0.32626,-0.2304,0.0512,55.6867,336.7338
117,0.65315,-0.33197,-0.2048,0.0512,47.1109,333.0576
118,0.56962,-0.32867,-0.1792,0.0512,41.1202,330.0151
119,0.47294,-0.32923,-0.1536,0.0512,35.1873,325.1569
120,0.3683,-0.34286,-0.128,0.0512,30.2111,317.0487
