Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,1.9377e-17,0,-0.0043,-0.0002,0,1.11022e-15,182.663,0.246288,-0.0490131,0.0263016
2,0,0,-0.0033,-0.0007,60,0,191.976,0.192814,-0.0485695,0.0264475
3,-0,0,-0.0005,-0.0045,120,0,263.66,0.259443,-0.0487887,0.0265536
4,-0,-0,-0.0005,-0.0045,180,0,263.66,0.259443,-0.0494182,0.0271892
5,-0,-0,0.0038,0.0007,240,0,10.4375,0.221173,-0.0492936,0.0265427
6,0,-0,0.0038,0.0007,300,0,10.4375,0.221173,-0.0495668,0.0263601
7,0.0174524,1.08216e-18,0.0167,0.0062,3.55271e-15,1,20.3678,1.02067,-0.0524264,0.0262589
8,0.0087262,0.0151142,0.0087,0.0148,60,1,59.5514,0.983773,-0.0510265,0.023745
9,-0.0087262,0.0151142,-0.0094,0.0141,120,1,123.69,0.97096,-0.0471148,0.0237876
10,-0.0174524,-1.52574e-09,-0.0197,-0.0046,180,1,193.143,1.1591,-0.0452908,0.026868
11,-0.0087262,-0.0151142,-0.0068,-0.0174,240,1,248.654,1.07046,-0.0478174,0.0295781
12,0.0087262,-0.0151142,0.0118,-0.0173,300,1,304.297,1.19992,-0.0515909,0.0293241
13,0.0348995,2.164e-18,0.0408,0.0016,3.55271e-15,2,2.24574,2.34009,-0.0561602,0.0262203
14,0.0174497,0.0302239,0.0146,0.029,60,2,63.2771,1.86057,-0.0525135,0.0202093
15,-0.0174497,0.0302239,-0.0241,0.0286,120,2,130.119,2.14338,-0.0447821,0.020578
16,-0.0348995,-3.05101e-09,-0.034,0.0004,180,2,179.326,1.94853,-0.0415002,0.0271718
17,-0.0174497,-0.0302239,-0.0155,-0.0274,240,2,240.503,1.80396,-0.0457588,0.0321871
18,0.0174497,-0.0302239,0.0211,-0.0286,300,2,306.419,2.03682,-0.053115,0.0321741
19,0.052336,3.24517e-18,0.0488,-0.0001,3.55271e-15,3,359.883,2.79715,-0.0595224,0.026604
20,0.026168,0.0453243,0.0229,0.0453,60,3,63.1825,2.90953,-0.0539822,0.0170225
21,-0.026168,0.0453243,-0.023,0.0447,120,3,117.228,2.88147,-0.0431777,0.0171178
22,-0.052336,-4.57535e-09,-0.0523,-0.0016,180,3,181.752,2.99931,-0.0383258,0.0270165
23,-0.026168,-0.0453243,-0.0257,-0.0374,240,3,235.504,2.60091,-0.0434108,0.0356264
24,0.026168,-0.0453243,0.0295,-0.0464,300,3,302.447,3.15194,-0.0546661,0.0360106
25,0.0697565,4.32536e-18,0.0678,-0.0001,3.55271e-15,4,359.915,3.88766,-0.0637806,0.0268542
26,0.0348782,0.0604109,0.0378,0.0598,60,4,57.7027,4.05681,-0.0559696,0.014079
27,-0.0348782,0.0604109,-0.0363,0.0587,120,4,121.733,3.95755,-0.0414408,0.0145766
28,-0.0697565,-6.0983e-09,-0.0748,0.0024,180,4,178.162,4.29195,-0.0344807,0.0267349
29,-0.0348782,-0.0604109,-0.0383,-0.0606,240,4,237.707,4.11099,-0.0416218,0.0387771
30,0.0348782,-0.0604109,0.0337,-0.0604,300,4,299.159,3.96605,-0.0565897,0.0392142
31,0.0871557,5.40423e-18,0.0867,-0.0055,3.55271e-15,5,356.37,4.98382,-0.0671816,0.0268317
32,0.0435779,0.0754791,0.0423,0.0832,60,5,63.0506,5.35551,-0.0579579,0.0103819
33,-0.0435779,0.0754791,-0.0501,0.0723,120,5,124.72,5.04636,-0.039532,0.0110062
34,-0.0871557,-7.6194e-09,-0.0882,-0.0023,180,5,181.494,5.06179,-0.0306665,0.0268783
35,-0.0435779,-0.0754791,-0.0432,-0.0743,240,5,239.825,4.93042,-0.0399724,0.0423097
36,0.0435779,-0.0754791,0.0431,-0.0702,300,5,301.548,4.7251,-0.0584822,0.0419097
