id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.2816,0.2304,NaN,NaN
1,NaN,NaN,-0.256,0.2304,NaN,NaN
2,NaN,NaN,-0.2304,0.2304,NaN,NaN
3,NaN,NaN,-0.2048,0.2304,NaN,NaN
4,NaN,NaN,-0.1792,0.2304,NaN,NaN
5,NaN,NaN,-0.1536,0.2304,NaN,NaN
6,NaN,NaN,-0.128,0.2304,NaN,NaN
7,NaN,NaN,-0.1024,0.2304,NaN,NaN
8,NaN,NaN,-0.0768,0.2304,NaN,NaN
9,NaN,NaN,-0.0512,0.2304,NaN,NaN
10,NaN,NaN,-0.0256,0.2304,NaN,NaN
11,NaN,NaN,0.0,0.2304,NaN,NaN
12,NaN,NaN,0.0256,0.2304,NaN,NaN
13,NaN,NaN,0.0512,0.2304,NaN,NaN
14,NaN,NaN,0.0768,0.2304,NaN,NaN
15,NaN,NaN,0.1024,0.2304,NaN,NaN
16,NaN,NaN,0.128,0.2304,NaN,NaN
17,NaN,NaN,0.1536,0.2304,NaN,NaN
18,NaN,NaN,-0.2816,0.2048,NaN,NaN
19,NaN,NaN,-0.256,0.2048,NaN,NaN
20,NaN,NaN,-0.2304,0.2048,NaN,NaN
21,NaN,NaN,-0.2048,0.2048,NaN,NaN
22,NaN,NaN,-0.1792,0.2048,NaN,NaN
23,0.40794,-0.74144,-0.1536,0.2048,57.8067,298.8196
24,0.30472,-0.74907,-0.128,0.2048,53.967,292.1364
25,0.20681,-0.75642,-0.1024,0.2048,51.6451,285.2913
26,0.10085,-0.76195,-0.0768,0.2048,50.2279,277.5397
27,-0.00334,-0.76188,-0.0512,0.2048,49.6309,269.7488
28,-0.10593,-0.7633,-0.0256,0.2048,50.4092,262.099
29,-0.20948,-0.75923,0.0,0.2048,51.9617,254.5752
30,-0.31733,-0.76542,0.0256,0.2048,55.9545,247.4819
31,NaN,NaN,0.0512,0.2048,NaN,NaN
32,NaN,NaN,0.0768,0.2048,NaN,NaN
33,NaN,NaN,0.1024,0.2048,NaN,NaN
34,NaN,NaN,0.128,0.2048,NaN,NaN
35,NaN,NaN,0.1536,0.2048,NaN,NaN
36,NaN,NaN,-0.2816,0.1792,NaN,NaN
37,NaN,NaN,-0.256,0.1792,NaN,NaN
38,NaN,NaN,-0.2304,0.1792,NaN,NaN
39,NaN,NaN,-0.2048,0.1792,NaN,NaN
40,0.51927,-0.63621,-0.1792,0.1792,55.2072,309.2211
41,0.4227,-0.64728,-0.1536,0.1792,50.6309,303.1462
42,0.31833,-0.65712,-0.128,0.1792,46.9002,295.847
43,0.21334,-0.66294,-0.1024,0.1792,44.1406,287.8386
44,0.10668,-0.6668,-0.0768,0.1792,42.4759,279.0896
45,0.00062,-0.66744,-0.0512,0.1792,41.8698,270.0532
46,-0.10747,-0.66515,-0.0256,0.1792,42.3592,260.8219
47,-0.21452,-0.6585,0.0,0.1792,43.8332,251.9559
