Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,0.00438222,-0.0265103,2.52554,225.0,261.875,263.984,278.562,275.938,1080.359,24.24,24.435,25.784,25.541,24.24
2,0.0311593,0.0311593,-0.00850929,-0.0380755,2.52561,45.0,262.938,258.125,278.953,283.359,1083.375,24.27,23.826,25.749,26.155,23.826
3,-0.0311593,0.0311594,0.00394633,-0.0385018,2.52561,135.0,260.828,262.625,283.938,281.438,1088.829,23.955,24.12,26.077,25.848,23.955
4,0.0311594,-0.0311593,-0.0078419,-0.0261109,2.52561,315.0,267.25,262.5,277.188,280.969,1087.907,24.566,24.129,25.479,25.827,24.129
5,0.0934769,0.031159,-0.0225497,-0.0387554,5.65472,18.4349,266.562,254.297,275.344,287.516,1083.719,24.597,23.465,25.407,26.53,23.465
6,0.031159,0.0934769,-0.00885543,-0.0528441,5.65472,71.565,258.922,254.141,282.75,287.562,1083.375,23.9,23.458,26.099,26.543,23.458
7,-0.0311589,0.0934769,0.00472881,-0.052709,5.65472,108.435,255.594,257.734,286.719,283.734,1083.781,23.584,23.781,26.455,26.18,23.584
8,-0.0934769,0.031159,0.0182793,-0.039759,5.65472,161.565,255.562,264.828,287.016,276.469,1083.875,23.579,24.433,26.481,25.507,23.579
9,-0.0934769,-0.0311589,0.0186049,-0.0260642,5.65472,198.435,259.375,269.016,283.609,273.062,1085.062,23.904,24.793,26.138,25.166,23.904
10,-0.0311589,-0.0934769,0.00489434,-0.0119192,5.65472,251.565,266.984,269.266,276.109,273.078,1085.437,24.597,24.807,25.438,25.158,24.597
11,0.031159,-0.0934769,-0.00922634,-0.012249,5.65472,288.435,270.781,265.344,272.422,277.0,1085.547,24.944,24.443,25.095,25.517,24.443
12,0.0934769,-0.0311589,-0.0225304,-0.0253503,5.65472,341.565,271.0,258.25,272.531,284.25,1086.031,24.953,23.779,25.094,26.173,23.779
13,0.0934768,0.0934768,-0.0236628,-0.0528508,7.59652,45.0,262.047,249.547,277.812,290.875,1080.281,24.257,23.1,25.717,26.926,23.1
14,-0.0934768,0.0934769,0.0183636,-0.0532992,7.59652,135.0,251.375,260.531,290.125,279.422,1081.453,23.244,24.091,26.827,25.838,23.244
15,-0.0934768,-0.0934768,0.0187312,-0.0121508,7.59652,225.0,262.562,272.234,279.281,268.672,1082.749,24.25,25.143,25.794,24.814,24.25
16,0.0934768,-0.0934768,-0.0233203,-0.0108366,7.59652,315.0,273.938,260.906,267.188,279.375,1081.407,25.332,24.127,24.707,25.834,24.127
17,0.155794,0.0311589,-0.0361684,-0.0387808,9.14188,11.3099,268.438,248.969,269.844,289.312,1076.563,24.935,23.126,25.065,26.874,23.126
18,0.0311589,0.155794,-0.0087928,-0.0667731,9.14188,78.6901,253.609,248.875,284.828,289.562,1076.874,23.55,23.111,26.45,26.889,23.111
19,-0.0311588,0.155794,0.00471349,-0.0666125,9.14188,101.31,250.359,252.438,288.781,285.781,1077.359,23.238,23.431,26.805,26.526,23.238
20,-0.155794,0.0311589,0.0327146,-0.0396462,9.14188,168.69,250.344,267.047,289.328,270.781,1077.5,23.234,24.784,26.852,25.13,23.234
21,-0.155794,-0.0311588,0.0324455,-0.0257066,9.14188,191.31,253.688,270.406,284.969,266.781,1075.844,23.58,25.134,26.488,24.797,23.58
22,-0.0311589,-0.155794,0.00466563,0.00248543,9.14188,258.69,268.312,270.531,269.484,266.688,1075.015,24.959,25.165,25.068,24.808,24.808
23,0.0311589,-0.155794,-0.00907889,0.00294882,9.14188,281.31,272.422,266.984,265.953,270.281,1075.64,25.327,24.821,24.725,25.127,24.725
24,0.155794,-0.0311588,-0.0364743,-0.0255291,9.14188,348.69,271.609,251.453,265.734,284.734,1073.53,25.301,23.423,24.753,26.523,23.423
25,0.155794,0.0934767,-0.0367774,-0.0533988,10.468,30.9638,262.859,243.469,271.75,291.703,1069.781,24.571,22.759,25.402,27.268,22.759
26,0.0934767,0.155794,-0.0232572,-0.0672865,10.468,59.0362,255.219,243.266,278.75,291.656,1068.891,23.877,22.759,26.078,27.286,22.759
27,-0.0934766,0.155794,0.0190032,-0.0669573,10.468,120.964,244.531,253.75,290.438,279.359,1068.078,22.894,23.758,27.193,26.155,22.894
28,-0.155794,0.0934768,0.0324415,-0.053483,10.468,149.036,244.312,260.344,290.125,271.562,1066.343,22.911,24.415,27.207,25.467,22.911
29,-0.155794,-0.0934767,0.0325745,-0.0113462,10.468,210.964,255.328,272.25,278.766,260.922,1067.266,23.924,25.509,26.12,24.448,23.924
30,-0.0934767,-0.155794,0.0189182,0.00289923,10.468,239.036,262.625,272.469,271.172,260.828,1067.094,24.611,25.534,25.412,24.443,24.443
31,0.0934767,-0.155794,-0.0231788,0.00269589,10.468,300.964,273.797,260.859,260.0,271.781,1066.437,25.674,24.461,24.38,25.485,24.38
32,0.155794,-0.0934767,-0.0371327,-0.0114288,10.468,329.036,273.531,252.891,259.844,278.75,1065.016,25.683,23.745,24.398,26.173,23.745
33,0.218112,0.0311589,-0.0507341,-0.038835,12.7282,8.13011,266.891,240.484,260.609,287.766,1055.75,25.28,22.778,24.685,27.257,22.778
34,0.155794,0.155795,-0.0368164,-0.0673188,12.7282,45.0,255.078,236.547,271.156,291.438,1054.219,24.196,22.438,25.721,27.645,22.438
35,0.0311589,0.218112,-0.00915936,-0.0809225,12.7282,81.8699,244.641,239.828,282.469,287.312,1054.25,23.205,22.749,26.793,27.253,22.749
36,-0.0311588,0.218112,0.00493311,-0.0801298,12.7282,98.1301,241.438,243.672,286.297,283.328,1054.735,22.891,23.103,27.144,26.862,22.891
37,-0.155794,0.155795,0.0327956,-0.0671896,12.7282,135.0,238.172,254.25,290.953,272.406,1055.781,22.559,24.082,27.558,25.801,22.559
38,-0.218112,0.031159,0.0464934,-0.0394906,12.7282,171.87,242.234,265.688,287.703,261.984,1057.609,22.904,25.122,27.203,24.771,22.904
39,-0.218112,-0.0311588,0.0463982,-0.0252543,12.7282,188.13,245.656,269.375,283.516,258.203,1056.75,23.246,25.491,26.829,24.434,23.246
40,-0.155795,-0.155794,0.033416,0.00333569,12.7282,225.0,256.656,274.422,272.578,254.969,1058.625,24.244,25.922,25.748,24.085,24.085
41,-0.0311589,-0.218112,0.00537682,0.0174599,12.7282,261.87,267.797,270.328,261.406,258.25,1057.781,25.317,25.556,24.713,24.414,24.414
42,0.0311589,-0.218112,-0.00880069,0.0174832,12.7282,278.13,271.891,266.438,257.984,261.844,1058.157,25.695,25.179,24.381,24.745,24.381
43,0.155794,-0.155795,-0.0371005,0.00358751,12.7282,315.0,275.969,255.109,254.438,272.844,1058.36,26.075,24.104,24.041,25.78,24.041
44,0.218112,-0.0311589,-0.0509577,-0.0246808,12.7282,351.87,271.438,244.141,257.547,284.125,1057.251,25.674,23.092,24.36,26.874,23.092
45,-0.218112,-0.0934766,0.0465251,-0.0113233,13.7272,203.199,248.094,272.375,278.547,253.844,1052.86,23.564,25.87,26.456,24.11,23.564
46,-0.0934766,-0.218112,0.0190382,0.0173465,13.7272,246.801,262.75,272.875,263.641,253.719,1052.985,24.953,25.914,25.037,24.095,24.095
47,0.218112,0.0934768,-0.0512376,-0.0526426,13.7272,23.1986,260.75,234.422,261.484,288.719,1045.375,24.943,22.425,25.013,27.619,22.425
48,0.0934767,0.218112,-0.023731,-0.0808414,13.7272,66.8014,245.547,233.766,275.328,288.297,1042.938,23.544,22.414,26.399,27.643,22.414
49,-0.0934767,0.218112,0.0192371,-0.0806398,13.7272,113.199,234.969,243.688,286.969,275.656,1041.282,22.565,23.403,27.559,26.473,22.565
50,-0.218112,0.0934768,0.0464103,-0.0539533,13.7272,156.801,235.578,258.266,287.969,262.203,1044.016,22.565,24.738,27.583,25.115,22.565
51,0.0934768,-0.218112,-0.0236232,0.0168011,13.7272,293.199,272.078,258.891,250.969,262.453,1044.391,26.051,24.789,24.03,25.13,24.03
52,0.218112,-0.0934767,-0.0518176,-0.0102554,13.7272,336.801,271.344,243.625,249.719,275.922,1040.61,26.075,23.412,23.997,26.515,23.412
53,-0.218112,-0.155794,0.04694,0.0028522,15.5476,215.538,246.094,270.328,268.797,244.688,1029.907,23.895,26.248,26.099,23.758,23.758
54,-0.155794,-0.218112,0.032879,0.0178815,15.5476,234.462,253.344,270.531,261.062,244.406,1029.343,24.612,26.282,25.362,23.744,23.744
55,0.218112,0.155794,-0.0514969,-0.0669398,15.5476,35.5377,250.906,225.844,258.797,286.359,1021.906,24.553,22.1,25.325,28.022,22.1
56,0.155794,0.218112,-0.0374297,-0.0812177,15.5476,54.4623,243.359,225.141,265.688,285.641,1019.829,23.863,22.076,26.052,28.009,22.076
57,-0.155794,0.218112,0.0334327,-0.0813693,15.5476,125.538,225.844,241.266,284.219,265.641,1016.97,22.208,23.724,27.948,26.121,22.208
