Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0012,-0.0033,0,-2.44249e-15,250.017,0.200769,-0.0162701,-0.00759876
2,0,0,-0.0012,-0.0033,60,0,250.017,0.200769,-0.016219,-0.00854029
3,-0,0,-0.0018,0.0043,120,0,112.714,0.266879,-0.0152997,-0.00890217
4,-0,-0,-0.0053,0.0006,180,0,173.541,0.305828,-0.0147654,-0.00893774
5,-0,-0,-0.0053,0.0006,240,0,173.541,0.305828,-0.0145996,-0.00816129
6,0,-0,-0.0008,-0.0029,300,0,254.578,0.172459,-0.0155954,-0.00772142
7,0.0174524,1.08216e-18,0.0138,-0.0031,3.55271e-15,1,347.339,0.810359,-0.0204279,-0.00791732
8,0.0087262,0.0151142,0.0092,0.0163,60,1,60.5589,1.07247,-0.0189932,-0.0125364
9,-0.0087262,0.0151142,-0.0137,0.0159,120,1,130.749,1.20268,-0.0138753,-0.0127629
10,-0.0174524,-1.52574e-09,-0.0173,0.0041,180,1,166.667,1.01876,-0.0106803,-0.00932839
11,-0.0087262,-0.0151142,-0.0128,-0.0152,240,1,229.899,1.13866,-0.0126118,-0.00443442
12,0.0087262,-0.0151142,0.0098,-0.015,300,1,303.158,1.0266,-0.0175002,-0.00435252
13,0.0348995,2.164e-18,0.0364,-0.0028,3.55271e-15,2,355.601,2.09219,-0.0244233,-0.00751948
14,0.0174497,0.0302239,0.0198,0.0361,60,2,61.2563,2.35974,-0.0204492,-0.0163083
15,-0.0174497,0.0302239,-0.0145,0.0313,120,2,114.856,1.97685,-0.0117372,-0.016498
16,-0.0348995,-3.05101e-09,-0.0362,-0.0001,180,2,180.158,2.07453,-0.00669856,-0.00882177
17,-0.0174497,-0.0302239,-0.0202,-0.0311,240,2,236.996,2.12523,-0.0106779,-0.00100058
18,0.0174497,-0.0302239,0.0139,-0.0349,300,2,291.716,2.15286,-0.0195656,-0.000642722
19,0.052336,3.24517e-18,0.0563,0.0005,3.55271e-15,3,0.50883,3.22756,-0.0287798,-0.00830818
20,0.026168,0.0453243,0.0215,0.046,60,3,64.949,2.91054,-0.0222881,-0.0197627
21,-0.026168,0.0453243,-0.0312,0.0434,120,3,125.712,3.06395,-0.00905102,-0.0196805
22,-0.052336,-4.57535e-09,-0.0521,-0.0016,180,3,181.759,2.98786,-0.00293213,-0.00859316
23,-0.026168,-0.0453243,-0.0249,-0.0423,240,3,239.517,2.81348,-0.00878545,0.00253091
24,0.026168,-0.0453243,0.0236,-0.0462,300,3,297.059,2.97375,-0.0219266,0.00301983
25,0.0697565,4.32536e-18,0.0663,-0.004,3.55271e-15,4,356.547,3.80843,-0.032424,-0.00831913
26,0.0348782,0.0604109,0.0326,0.0581,60,4,60.7031,3.81993,-0.0243852,-0.0234734
27,-0.0348782,0.0604109,-0.0388,0.0598,120,4,122.977,4.08778,-0.0070345,-0.0234826
28,-0.0697565,-6.0983e-09,-0.0746,-0.0012,180,4,180.922,4.27879,0.00192508,-0.00880248
29,-0.0348782,-0.0604109,-0.0319,-0.0582,240,4,241.272,3.80545,-0.00693984,0.00579057
30,0.0348782,-0.0604109,0.0323,-0.0621,300,4,297.48,4.01386,-0.0237807,0.00667632
31,0.0871557,5.40423e-18,0.0881,-0.0003,3.55271e-15,5,359.805,5.05435,-0.0370403,-0.00813225
32,0.0435779,0.0754791,0.0417,0.075,60,5,60.9259,4.92279,-0.0268757,-0.0271139
33,-0.0435779,0.0754791,-0.0497,0.0727,120,5,124.358,5.05226,-0.005105,-0.0268943
34,-0.0871557,-7.6194e-09,-0.0905,-0.0007,180,5,180.443,5.19252,0.0058723,-0.00905374
35,-0.0435779,-0.0754791,-0.043,-0.0787,240,5,241.349,5.14525,-0.00433274,0.00981195
36,0.0435779,-0.0754791,0.0414,-0.0785,300,5,297.807,5.09158,-0.0260018,0.0103201
37,0.104528,6.48145e-18,0.1061,-0.0002,3.55271e-15,6,359.892,6.09056,-0.0407603,-0.00845231
38,0.0522642,0.0905243,0.0516,0.0916,60,6,60.6066,6.03488,-0.0288638,-0.030724
39,-0.0522642,0.0905243,-0.0536,0.0857,120,6,122.023,5.80144,-0.00268201,-0.0303412
40,-0.104528,-9.13817e-09,-0.1069,-0.0002,180,6,180.107,6.13667,0.00989566,-0.00834106
41,-0.0522642,-0.0905243,-0.0542,-0.0829,240,6,236.823,5.6842,-0.00252907,0.0127351
42,0.0522642,-0.0905243,0.0499,-0.0866,300,6,299.951,5.73617,-0.0278381,0.0135222
43,0.121869,7.5567e-18,0.1237,-0.0005,3.55271e-15,7,359.768,7.10575,-0.044894,-0.00841198
44,0.0609347,0.105542,0.061,0.1082,60,7,60.587,7.13518,-0.0308663,-0.0343612
45,-0.0609347,0.105542,-0.0571,0.1071,120,7,118.064,6.97122,-0.00141281,-0.0342381
46,-0.121869,-1.06542e-08,-0.119,-0.0037,180,7,181.781,6.8377,0.0135562,-0.00865671
47,-0.0609347,-0.105542,-0.0623,-0.1071,240,7,239.813,7.11734,-0.00039039,0.0166667
