id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
21,0.10998,-0.70573,278.8576,45.5816,-0.0512,0.1792,0
22,0.00216,-0.70562,270.1754,44.8799,-0.0256,0.1792,1
23,-0.10032,-0.70631,261.9161,45.5121,0.0,0.1792,2
24,-0.20171,-0.70166,253.9614,46.8929,0.0256,0.1792,3
34,0.31994,-0.603,297.9495,43.0488,-0.1024,0.1536,4
202,-0.00527,0.60867,90.4961,37.495,-0.0256,-0.128,5
20,0.21759,-0.71082,287.0199,48.0199,-0.0768,0.1792,6
86,-0.46656,-0.28416,211.3437,33.1124,0.0768,0.0768,7
85,-0.35839,-0.29613,219.5662,27.7041,0.0512,0.0768,8
36,0.1009,-0.60621,279.4499,37.9192,-0.0512,0.1536,9
35,0.20628,-0.60553,288.8119,39.7696,-0.0768,0.1536,10
41,-0.42667,-0.58376,233.8369,46.3081,0.0768,0.1536,11
49,0.31576,-0.50533,301.9996,36.5748,-0.1024,0.128,12
201,0.10314,0.60277,80.2902,37.7002,-0.0512,-0.128,13
203,-0.11333,0.61371,100.4626,38.6152,0.0,-0.128,14
205,-0.32825,0.6231,117.7803,44.7709,0.0512,-0.128,15
87,-0.57179,-0.27191,205.433,39.2829,0.1024,0.0768,16
84,-0.24849,-0.30551,230.8764,23.1916,0.0256,0.0768,17
37,-0.00779,-0.61176,269.2704,37.7205,-0.0256,0.1536,18
40,-0.32208,-0.59424,241.5422,42.525,0.0512,0.1536,19
48,0.43294,-0.49472,311.1899,41.1025,-0.128,0.128,20
73,-0.66197,-0.35938,208.4973,48.8711,0.128,0.1024,21
50,0.20587,-0.5092,292.0135,33.315,-0.0768,0.128,22
199,0.34127,0.61768,61.0792,44.8851,-0.1024,-0.128,23
200,0.21554,0.59651,70.1334,39.3649,-0.0768,-0.128,24
94,0.33037,-0.19381,329.6022,22.5211,-0.1024,0.0512,25
204,-0.22354,0.61427,109.997,40.8196,0.0256,-0.128,26
88,-0.67147,-0.2534,200.6756,45.8644,0.128,0.0768,27
83,-0.13495,-0.31288,246.6687,19.9221,0.0,0.0768,28
38,-0.11652,-0.61008,259.1872,38.3971,0.0,0.1536,29
39,-0.21968,-0.60192,249.9497,39.8481,0.0256,0.1536,30
