Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,0.002,-0.0059,0,-2.44249e-15,288.726,0.35718,-0.0298262,0.00966993
2,0,0,0.0021,0.0021,60,0,45,0.170174,-0.0299253,0.00815118
3,-0,0,-0.0065,0.0016,120,0,166.171,0.383595,-0.0289498,0.00785962
4,-0,-0,-0.0065,0.0016,180,0,166.171,0.383595,-0.0284276,0.00856624
5,-0,-0,-0.0062,-0.0063,240,0,225.458,0.50629,-0.0282305,0.0095415
6,0,-0,0.002,-0.0059,300,0,288.726,0.35718,-0.0296138,0.00993694
7,0.0174524,1.08216e-18,0.02,-0.005,3.55271e-15,1,345.964,1.18134,-0.033698,0.00941166
8,0.0087262,0.0151142,0.011,0.0187,60,1,59.5345,1.24317,-0.0323671,0.00441692
9,-0.0087262,0.0151142,-0.0146,0.0172,120,1,130.326,1.29271,-0.027245,0.00461418
10,-0.0174524,-1.52574e-09,-0.0222,0.0012,180,1,176.906,1.27395,-0.0248231,0.0084067
11,-0.0087262,-0.0151142,-0.0171,-0.0192,240,1,228.311,1.47326,-0.026492,0.0123894
12,0.0087262,-0.0151142,0.0082,-0.0182,300,1,294.254,1.14381,-0.0311976,0.0131269
13,0.0348995,2.164e-18,0.0361,-0.0043,3.55271e-15,2,353.207,2.08347,-0.0367831,0.00960847
14,0.0174497,0.0302239,0.0179,0.0354,60,2,63.1766,2.2734,-0.0334988,0.00198553
15,-0.0174497,0.0302239,-0.0154,0.0333,120,2,114.819,2.10254,-0.0257772,0.00166167
16,-0.0348995,-3.05101e-09,-0.0301,0.0009,180,2,178.287,1.72567,-0.021584,0.0083629
17,-0.0174497,-0.0302239,-0.0198,-0.0317,240,2,238.011,2.14192,-0.0250876,0.015367
18,0.0174497,-0.0302239,0.0182,-0.0344,300,2,297.882,2.23038,-0.0329385,0.0160916
19,0.052336,3.24517e-18,0.0541,-0.0039,3.55271e-15,3,355.877,3.10929,-0.0412211,0.00998135
20,0.026168,0.0453243,0.0266,0.0531,60,3,63.3918,3.40479,-0.03576,-0.00173399
21,-0.026168,0.0453243,-0.0278,0.0464,120,3,120.927,3.10066,-0.0241324,-0.00168629
22,-0.052336,-4.57535e-09,-0.052,0.006,180,3,173.418,3.00055,-0.0176089,0.00830233
23,-0.026168,-0.0453243,-0.0252,-0.0508,240,3,243.616,3.25083,-0.0232061,0.0189279
24,0.026168,-0.0453243,0.029,-0.0454,300,3,302.569,3.08813,-0.0343568,0.0190122
