id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.256,0.1536,NaN,NaN
1,NaN,NaN,-0.2304,0.1536,NaN,NaN
2,NaN,NaN,-0.2048,0.1536,NaN,NaN
3,NaN,NaN,-0.1792,0.1536,NaN,NaN
4,NaN,NaN,-0.1536,0.1536,NaN,NaN
5,NaN,NaN,-0.128,0.1536,NaN,NaN
6,NaN,NaN,-0.1024,0.1536,NaN,NaN
7,NaN,NaN,-0.0768,0.1536,NaN,NaN
8,NaN,NaN,-0.0512,0.1536,NaN,NaN
9,NaN,NaN,-0.0256,0.1536,NaN,NaN
10,NaN,NaN,0.0,0.1536,NaN,NaN
11,NaN,NaN,0.0256,0.1536,NaN,NaN
12,NaN,NaN,0.0512,0.1536,NaN,NaN
13,NaN,NaN,0.0768,0.1536,NaN,NaN
14,NaN,NaN,0.1024,0.1536,NaN,NaN
15,NaN,NaN,0.128,0.1536,NaN,NaN
16,NaN,NaN,0.1536,0.1536,NaN,NaN
17,NaN,NaN,-0.256,0.128,NaN,NaN
18,NaN,NaN,-0.2304,0.128,NaN,NaN
19,NaN,NaN,-0.2048,0.128,NaN,NaN
20,NaN,NaN,-0.1792,0.128,NaN,NaN
21,NaN,NaN,-0.1536,0.128,NaN,NaN
22,0.3511,-0.75793,-0.128,0.128,56.6473,294.8552
23,0.24176,-0.7574,-0.1024,0.128,52.6599,287.7029
24,0.13097,-0.76375,-0.0768,0.128,50.7958,279.7306
25,0.02086,-0.76667,-0.0512,0.128,50.0811,271.5586
26,-0.08483,-0.76497,-0.0256,0.128,50.3233,263.6721
27,-0.19233,-0.75996,0.0,0.128,51.6209,255.7978
28,-0.2988,-0.75063,0.0256,0.128,53.8927,248.2942
29,-0.4012,-0.74586,0.0512,0.128,57.8779,241.7241
30,NaN,NaN,0.0768,0.128,NaN,NaN
31,NaN,NaN,0.1024,0.128,NaN,NaN
32,NaN,NaN,0.128,0.128,NaN,NaN
33,NaN,NaN,0.1536,0.128,NaN,NaN
34,NaN,NaN,-0.256,0.1024,NaN,NaN
35,NaN,NaN,-0.2304,0.1024,NaN,NaN
36,NaN,NaN,-0.2048,0.1024,NaN,NaN
37,NaN,NaN,-0.1792,0.1024,NaN,NaN
38,0.46481,-0.65306,-0.1536,0.1024,53.2816,305.441
39,0.35563,-0.65955,-0.128,0.1024,48.5314,298.3336
40,0.24533,-0.66673,-0.1024,0.1024,45.2702,290.2016
41,0.13857,-0.67016,-0.0768,0.1024,43.1834,281.6825
42,0.02589,-0.67373,-0.0512,0.1024,42.3942,272.2007
43,-0.08477,-0.67082,-0.0256,0.1024,42.5439,262.7978
44,-0.19574,-0.66378,0.0,0.1024,43.7917,253.5699
45,-0.30404,-0.65664,0.0256,0.1024,46.3536,245.1547
46,-0.41258,-0.64323,0.0512,0.1024,49.8339,237.3231
47,-0.51219,-0.6344,0.0768,0.1024,54.6224,231.0839
48,-0.61594,-0.6242,0.1024,0.1024,61.2743,225.3816
49,NaN,NaN,0.128,0.1024,NaN,NaN
50,NaN,NaN,0.1536,0.1024,NaN,NaN
51,NaN,NaN,-0.256,0.0768,NaN,NaN
52,NaN,NaN,-0.2304,0.0768,NaN,NaN
53,NaN,NaN,-0.2048,0.0768,NaN,NaN
54,0.57401,-0.5475,-0.1792,0.0768,52.4902,316.3541
55,0.47151,-0.55519,-0.1536,0.0768,46.7519,310.3405
56,0.36086,-0.56327,-0.128,0.0768,41.986,302.6457
57,0.25124,-0.56843,-0.1024,0.0768,38.4241,293.8449
58,0.14211,-0.57438,-0.0768,0.0768,36.2777,283.8967
59,0.02898,-0.57603,-0.0512,0.0768,35.2229,272.8801
60,-0.08701,-0.57374,-0.0256,0.0768,35.4717,261.3766
61,-0.20139,-0.5681,0.0,0.0768,37.0664,250.4807
62,-0.3158,-0.55859,0.0256,0.0768,39.9172,240.5183
63,-0.41964,-0.54997,0.0512,0.0768,43.7715,232.6555
64,-0.51985,-0.53311,0.0768,0.0768,48.126,225.7215
65,-0.62483,-0.52332,0.1024,0.0768,54.5905,219.9475
66,NaN,NaN,0.128,0.0768,NaN,NaN
67,NaN,NaN,0.1536,0.0768,NaN,NaN
68,NaN,NaN,-0.256,0.0512,NaN,NaN
69,NaN,NaN,-0.2304,0.0512,NaN,NaN
70,0.69772,-0.43598,-0.2048,0.0512,55.3595,328.0002
