Idx,elevation,azimuth,X,Y,x_light,y_light
1,45,0,0.707107,0,-0.20335,-0.053491
2,45,0,0.707107,0,-0.203341,-0.053221
3,45,0,0.707107,0,-0.203577,-0.054362
4,45,0,0.707107,0,-0.203903,-0.0530296
5,45,0,0.707107,0,-0.203738,-0.0536031
6,45.8161,0,0.717107,0,-0.205669,-0.0532866
7,45.8161,0,0.717107,0,-0.205751,-0.054033
8,45.8161,0,0.717107,0,-0.206462,-0.0538565
9,45.8161,0,0.717107,0,-0.206196,-0.0533374
10,45.8161,0,0.717107,0,-0.205445,-0.053057
11,46.6444,0,0.727107,0,-0.2077,-0.0538053
12,46.6444,0,0.727107,0,-0.208304,-0.052839
13,46.6444,0,0.727107,0,-0.208522,-0.053325
14,46.6444,0,0.727107,0,-0.208357,-0.0533757
15,46.6444,0,0.727107,0,-0.207693,-0.0529301
16,47.4855,0,0.737107,0,-0.209973,-0.0530288
17,47.4855,0,0.737107,0,-0.210568,-0.0532295
18,47.4855,0,0.737107,0,-0.211447,-0.053413
19,47.4855,0,0.737107,0,-0.210689,-0.0534437
20,47.4855,0,0.737107,0,-0.210657,-0.0539938
21,48.3404,0,0.747107,0,-0.213345,-0.0530551
22,48.3404,0,0.747107,0,-0.212279,-0.0534256
23,48.3404,0,0.747107,0,-0.213396,-0.0531307
24,48.3404,0,0.747107,0,-0.213187,-0.0536464
25,48.3404,0,0.747107,0,-0.213433,-0.0534706
26,49.2098,0,0.757107,0,-0.215095,-0.0537673
27,49.2098,0,0.757107,0,-0.214879,-0.0533503
28,49.2098,0,0.757107,0,-0.215187,-0.0524007
29,49.2098,0,0.757107,0,-0.214592,-0.0535332
30,49.2098,0,0.757107,0,-0.215322,-0.054092
31,50.0948,0,0.767107,0,-0.217672,-0.0531416
32,50.0948,0,0.767107,0,-0.217577,-0.0536967
33,50.0948,0,0.767107,0,-0.218391,-0.0532547
34,50.0948,0,0.767107,0,-0.216896,-0.0525794
35,50.0948,0,0.767107,0,-0.217112,-0.0535663
36,50.9964,0,0.777107,0,-0.219549,-0.0531932
37,50.9964,0,0.777107,0,-0.220199,-0.053621
38,50.9964,0,0.777107,0,-0.220348,-0.052842
39,50.9964,0,0.777107,0,-0.219286,-0.0538414
40,50.9964,0,0.777107,0,-0.220432,-0.0534543
41,51.9159,0,0.787107,0,-0.222648,-0.0534953
42,51.9159,0,0.787107,0,-0.222057,-0.0523491
43,51.9159,0,0.787107,0,-0.222304,-0.05351
44,51.9159,0,0.787107,0,-0.222388,-0.0535564
45,51.9159,0,0.787107,0,-0.221761,-0.0535341
46,52.8547,0,0.797107,0,-0.224046,-0.0535322
47,52.8547,0,0.797107,0,-0.224561,-0.0532659
48,52.8547,0,0.797107,0,-0.224729,-0.0536816
49,52.8547,0,0.797107,0,-0.224472,-0.0542459
50,52.8547,0,0.797107,0,-0.224353,-0.0527513
51,53.8142,0,0.807107,0,-0.226328,-0.0528202
52,53.8142,0,0.807107,0,-0.226382,-0.0530023
53,53.8142,0,0.807107,0,-0.226061,-0.0525268
54,53.8142,0,0.807107,0,-0.226242,-0.0527964
55,53.8142,0,0.807107,0,-0.226411,-0.0538315
56,54.7962,0,0.817107,0,-0.22779,-0.0529175
57,54.7962,0,0.817107,0,-0.228479,-0.0533244
58,54.7962,0,0.817107,0,-0.227921,-0.0534565
59,54.7962,0,0.817107,0,-0.228501,-0.0538201
60,54.7962,0,0.817107,0,-0.228904,-0.053288
61,55.8027,0,0.827107,0,-0.229788,-0.0534076
62,55.8027,0,0.827107,0,-0.229647,-0.0532598
63,55.8027,0,0.827107,0,-0.230802,-0.0531552
64,55.8027,0,0.827107,0,-0.230431,-0.052787
65,55.8027,0,0.827107,0,-0.229766,-0.0532957
66,56.8358,0,0.837107,0,-0.230732,-0.0531608
67,56.8358,0,0.837107,0,-0.231396,-0.0536128
68,56.8358,0,0.837107,0,-0.230693,-0.0537035
69,56.8358,0,0.837107,0,-0.230688,-0.0522506
70,56.8358,0,0.837107,0,-0.231255,-0.0536096
71,57.8983,0,0.847107,0,-0.232363,-0.0528402
72,57.8983,0,0.847107,0,-0.233176,-0.0538639
73,57.8983,0,0.847107,0,-0.232013,-0.0536645
74,57.8983,0,0.847107,0,-0.233271,-0.0535024
75,57.8983,0,0.847107,0,-0.232927,-0.0532068
76,58.9933,0,0.857107,0,-0.234314,-0.0532729
77,58.9933,0,0.857107,0,-0.233404,-0.0521687
78,58.9933,0,0.857107,0,-0.234158,-0.0535785
79,58.9933,0,0.857107,0,-0.234142,-0.0530458
80,58.9933,0,0.857107,0,-0.233795,-0.0525237
81,60.1241,0,0.867107,0,-0.23484,-0.0524726
82,60.1241,0,0.867107,0,-0.235235,-0.052523
83,60.1241,0,0.867107,0,-0.233784,-0.052628
84,60.1241,0,0.867107,0,-0.234246,-0.0523528
85,60.1241,0,0.867107,0,-0.235763,-0.0519257
86,61.2953,0,0.877107,0,-0.236351,-0.0526655
87,61.2953,0,0.877107,0,-0.235923,-0.0515891
88,61.2953,0,0.877107,0,-0.235956,-0.0506053
89,61.2953,0,0.877107,0,-0.233818,-0.0519476
90,61.2953,0,0.877107,0,-0.235708,-0.0525902
91,62.5119,0,0.887107,0,-0.234936,-0.052718
92,62.5119,0,0.887107,0,-0.234676,-0.0536167
93,62.5119,0,0.887107,0,-0.235145,-0.0515826
94,62.5119,0,0.887107,0,-0.234761,-0.0520822
95,62.5119,0,0.887107,0,-0.234043,-0.0527451
96,63.7803,0,0.897107,0,-0.235046,-0.0513723
97,63.7803,0,0.897107,0,-0.234798,-0.0514304
98,63.7803,0,0.897107,0,-0.23466,-0.0514344
99,63.7803,0,0.897107,0,-0.235779,-0.0535987
100,63.7803,0,0.897107,0,-0.234372,-0.0524258
101,65.1085,0,0.907107,0,-0.233951,-0.0518103
102,65.1085,0,0.907107,0,-0.233311,-0.0522141
103,65.1085,0,0.907107,0,-0.234242,-0.0517072
104,65.1085,0,0.907107,0,-0.234856,-0.0515717
105,65.1085,0,0.907107,0,-0.233366,-0.0516593
106,66.5067,0,0.917107,0,-0.230461,-0.0515231
107,66.5067,0,0.917107,0,-0.230429,-0.0516403
108,66.5067,0,0.917107,0,-0.231039,-0.0498336
109,66.5067,0,0.917107,0,-0.230999,-0.0519572
110,66.5067,0,0.917107,0,-0.231622,-0.0525853
111,67.9882,0,0.927107,0,-0.230493,-0.0505384
112,67.9882,0,0.927107,0,-0.229608,-0.0527905
113,67.9882,0,0.927107,0,-0.230165,-0.0528457
114,67.9882,0,0.927107,0,-0.229924,-0.0520833
115,67.9882,0,0.927107,0,-0.228753,-0.052527
116,69.5712,0,0.937107,0,-0.224555,-0.0510964
117,69.5712,0,0.937107,0,-0.224868,-0.0522828
118,69.5712,0,0.937107,0,-0.225366,-0.0526044
119,69.5712,0,0.937107,0,-0.224568,-0.0515368
120,69.5712,0,0.937107,0,-0.225756,-0.0514919
121,45,90,-3.09086e-08,0.707107,-0.0381917,-0.215095
122,45,90,-3.09086e-08,0.707107,-0.0370353,-0.214392
123,45,90,-3.09086e-08,0.707107,-0.0383952,-0.214217
124,45,90,-3.09086e-08,0.707107,-0.0381665,-0.213895
125,45,90,-3.09086e-08,0.707107,-0.0377264,-0.213942
126,45.8161,90,-3.13457e-08,0.717107,-0.0371397,-0.217636
127,45.8161,90,-3.13457e-08,0.717107,-0.0376792,-0.217164
128,45.8161,90,-3.13457e-08,0.717107,-0.0373006,-0.21676
129,45.8161,90,-3.13457e-08,0.717107,-0.0370962,-0.216676
130,45.8161,90,-3.13457e-08,0.717107,-0.0374725,-0.217118
131,46.6444,90,-3.17828e-08,0.727107,-0.0369407,-0.219312
132,46.6444,90,-3.17828e-08,0.727107,-0.0383066,-0.219134
133,46.6444,90,-3.17828e-08,0.727107,-0.0378007,-0.219244
134,46.6444,90,-3.17828e-08,0.727107,-0.0379193,-0.220148
135,46.6444,90,-3.17828e-08,0.727107,-0.0374954,-0.218711
