id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
23,0.24176,-0.7574,287.7029,52.6599,-0.1024,0.128,0
24,0.13097,-0.76375,279.7306,50.7958,-0.0768,0.128,1
25,0.02086,-0.76667,271.5586,50.0811,-0.0512,0.128,2
26,-0.08483,-0.76497,263.6721,50.3233,-0.0256,0.128,3
27,-0.19233,-0.75996,255.7978,51.6209,0.0,0.128,4
28,-0.2988,-0.75063,248.2942,53.8927,0.0256,0.128,5
46,-0.41258,-0.64323,237.3231,49.8339,0.0512,0.1024,6
47,-0.51219,-0.6344,231.0839,54.6224,0.0768,0.1024,7
267,-0.37661,0.77703,115.8585,59.7104,0.0512,-0.2304,8
22,0.3511,-0.75793,294.8552,56.6473,-0.128,0.128,9
106,0.49539,-0.23977,334.1729,33.392,-0.1536,0.0,10
105,0.60015,-0.23419,338.6833,40.1075,-0.1792,0.0,11
94,-0.08548,-0.36679,256.8814,22.1244,-0.0256,0.0256,12
93,0.03594,-0.36646,275.6013,21.6058,-0.0512,0.0256,13
29,-0.4012,-0.74586,241.7241,57.8779,0.0512,0.128,14
45,-0.30404,-0.65664,245.1547,46.3536,0.0256,0.1024,15
44,-0.19574,-0.66378,253.5699,43.7917,0.0,0.1024,16
48,-0.61594,-0.6242,225.3816,61.2743,0.1024,0.1024,17
54,0.57401,-0.5475,316.3541,52.4902,-0.1792,0.0768,18
264,-0.04338,0.77462,93.2053,50.8807,-0.0256,-0.2304,19
266,-0.26725,0.768,109.187,54.4069,0.0256,-0.2304,20
109,0.16292,-0.25184,302.8996,17.4542,-0.0768,0.0,21
107,0.39172,-0.24669,327.7989,27.5761,-0.128,0.0,22
104,0.70111,-0.2265,342.0965,47.4586,-0.2048,0.0,23
95,-0.20636,-0.36135,240.2701,24.5901,0.0,0.0256,24
92,0.15326,-0.36625,292.7072,23.3922,-0.0768,0.0256,25
38,0.46481,-0.65306,305.441,53.2816,-0.1536,0.1024,26
42,0.02589,-0.67373,272.2007,42.3942,-0.0512,0.1024,27
43,-0.08477,-0.67082,262.7978,42.5439,-0.0256,0.1024,28
81,-0.5298,-0.43454,219.3585,43.2521,0.0768,0.0512,29
55,0.47151,-0.55519,310.3405,46.7519,-0.1536,0.0768,30
260,0.39554,0.76604,62.6907,59.5567,-0.128,-0.2304,31
263,0.06448,0.76849,85.2038,50.4609,-0.0512,-0.2304,32
265,-0.15506,0.77191,101.3583,51.9367,0.0,-0.2304,33
110,0.04031,-0.25334,279.0408,14.8641,-0.0512,0.0,34
108,0.27853,-0.25068,318.0124,22.0074,-0.1024,0.0,35
103,0.83429,-0.21388,345.6212,59.4594,-0.2304,0.0,36
96,-0.32322,-0.35173,227.4187,28.5345,0.0256,0.0256,37
