Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,0.00237935,-0.0221768,2.52554,225.0,250.953,249.906,263.531,260.047,1024.437,24.497,24.394,25.724,25.384,24.394
2,0.0311593,0.0311593,-0.0119823,-0.0341128,2.52561,45.0,250.766,242.969,262.078,266.531,1022.344,24.529,23.766,25.635,26.071,23.766
3,-0.0311593,0.0311594,0.00144156,-0.0344608,2.52561,135.0,249.328,247.781,267.812,264.781,1029.702,24.214,24.063,26.009,25.714,24.063
4,0.0311594,-0.0311593,-0.010979,-0.0216703,2.52561,315.0,256.328,248.391,261.844,265.234,1031.797,24.843,24.074,25.377,25.706,24.074
5,0.0934769,0.031159,-0.0252423,-0.0344048,5.65472,18.4349,257.484,243.094,262.234,274.016,1036.828,24.834,23.446,25.292,26.428,23.446
6,0.031159,0.0934769,-0.0125857,-0.0488206,5.65472,71.565,250.547,242.469,269.328,274.297,1036.641,24.169,23.39,25.981,26.46,23.39
7,-0.0311589,0.0934769,0.00212596,-0.0478115,5.65472,108.435,247.203,246.172,273.078,269.844,1036.297,23.854,23.755,26.351,26.039,23.755
8,-0.0934769,0.031159,0.0154707,-0.034264,5.65472,161.565,248.453,253.375,274.297,263.141,1039.266,23.907,24.38,26.393,25.32,23.907
9,-0.0934769,-0.0311589,0.0154063,-0.0217731,5.65472,198.435,252.031,256.922,271.375,260.234,1040.562,24.221,24.691,26.08,25.009,24.221
10,-0.0311589,-0.0934769,0.00212645,-0.0100332,5.65472,251.565,259.047,257.422,265.391,261.547,1043.407,24.827,24.671,25.435,25.067,24.671
11,0.031159,-0.0934769,-0.0121571,-0.00993576,5.65472,288.435,261.922,253.438,260.766,264.938,1041.064,25.159,24.344,25.048,25.449,24.344
12,0.0934769,-0.0311589,-0.0249354,-0.0221262,5.65472,341.565,260.203,245.625,258.75,269.969,1034.547,25.151,23.742,25.011,26.095,23.742
13,0.0934768,0.0934768,-0.0256379,-0.0474263,7.59652,45.0,251.641,237.469,262.828,274.984,1026.922,24.504,23.124,25.594,26.777,23.124
14,-0.0934768,0.0934769,0.0153641,-0.0480033,7.59652,135.0,242.594,247.781,275.234,264.594,1030.203,23.548,24.052,26.716,25.684,23.548
15,-0.0934768,-0.0934768,0.0151188,-0.00980229,7.59652,225.0,253.781,258.406,266.672,255.656,1034.515,24.531,24.978,25.777,24.713,24.531
16,0.0934768,-0.0934768,-0.0246341,-0.0101346,7.59652,315.0,263.391,248.625,255.891,266.609,1034.516,25.46,24.033,24.735,25.771,24.033
17,0.155794,0.0311589,-0.0380315,-0.0346334,9.14188,11.3099,258.734,238.422,256.984,275.844,1029.984,25.12,23.148,24.95,26.781,23.148
18,0.0311589,0.155794,-0.0116773,-0.0618441,9.14188,78.6901,245.312,237.984,271.156,275.859,1030.311,23.81,23.098,26.318,26.774,23.098
19,-0.0311588,0.155794,0.00220817,-0.0607096,9.14188,101.31,243.031,242.156,275.531,272.375,1033.093,23.525,23.44,26.67,26.365,23.44
20,-0.155794,0.0311589,0.028431,-0.03428,9.14188,168.69,244.406,256.078,276.906,259.109,1036.499,23.58,24.706,26.716,24.998,23.58
21,-0.155794,-0.0311588,0.0282403,-0.021978,9.14188,191.31,248.094,259.484,274.156,256.234,1037.968,23.902,24.999,26.413,24.686,23.902
22,-0.0311589,-0.155794,0.0021383,0.00234911,9.14188,258.69,260.828,259.203,260.719,256.875,1037.625,25.137,24.98,25.127,24.756,24.756
23,0.0311589,-0.155794,-0.0120489,0.0019502,9.14188,281.31,263.188,254.594,255.953,259.812,1033.547,25.465,24.633,24.765,25.138,24.633
24,0.155794,-0.0311588,-0.0377678,-0.0215489,9.14188,348.69,260.672,239.859,252.375,270.203,1023.109,25.478,23.444,24.667,26.41,23.444
25,0.155794,0.0934767,-0.0382984,-0.0477724,10.468,30.9638,250.156,230.406,254.938,273.844,1009.344,24.784,22.827,25.258,27.131,22.827
26,0.0934767,0.155794,-0.0254908,-0.0615654,10.468,59.0362,243.391,229.734,261.578,273.625,1008.328,24.138,22.784,25.942,27.137,22.784
