Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,0.0022,-0.0027,0,-2.44249e-15,309.174,0.199792,-0.0479391,-0.0238086
2,0,0,-0.001,0.0006,60,0,149.036,0.0656106,-0.0471338,-0.023895
3,-0,0,0.0019,0.004,120,0,64.5923,0.254109,-0.0473498,-0.0242724
4,-0,-0,0.0015,0.0036,180,0,67.3801,0.223812,-0.0471285,-0.0239871
5,-0,-0,-0.0018,0.0002,240,0,173.66,0.104678,-0.0468538,-0.0234269
6,0,-0,0.003,-0.001,300,0,341.565,0.181308,-0.0473533,-0.0233596
7,0.0174524,1.08216e-18,0.0158,-0.0026,3.55271e-15,1,350.655,0.917493,-0.0515674,-0.02362
8,0.0087262,0.0151142,0.0127,0.0146,60,1,48.9812,1.10871,-0.0494932,-0.0278826
9,-0.0087262,0.0151142,-0.0042,0.0178,120,1,103.276,1.04792,-0.0453463,-0.0278668
10,-0.0174524,-1.52574e-09,-0.0216,0.0004,180,1,178.939,1.23796,-0.042597,-0.0234335
11,-0.0087262,-0.0151142,-0.0079,-0.0133,240,1,239.29,0.88647,-0.0450876,-0.019887
12,0.0087262,-0.0151142,0.0131,-0.0128,300,1,315.664,1.04941,-0.0499515,-0.0200452
13,0.0348995,2.164e-18,0.0379,-0.0009,3.55271e-15,2,358.64,2.17268,-0.0557429,-0.0236281
14,0.0174497,0.0302239,0.0208,0.03,60,2,55.2651,2.09209,-0.0513985,-0.030488
15,-0.0174497,0.0302239,-0.0171,0.0333,120,2,117.181,2.1453,-0.0428111,-0.0313221
16,-0.0348995,-3.05101e-09,-0.0348,0.0016,180,2,177.368,1.99645,-0.0385703,-0.0235006
17,-0.0174497,-0.0302239,-0.0158,-0.0325,240,2,244.073,2.07094,-0.0430436,-0.0164348
18,0.0174497,-0.0302239,0.0178,-0.0323,300,2,298.858,2.1135,-0.0513918,-0.0168024
19,0.052336,3.24517e-18,0.0512,-0.0016,3.55271e-15,3,358.21,2.93625,-0.0594885,-0.0238005
20,0.026168,0.0453243,0.0255,0.0424,60,3,58.9767,2.836,-0.0531918,-0.0344775
21,-0.026168,0.0453243,-0.0271,0.0443,120,3,121.456,2.97684,-0.0409755,-0.0348099
22,-0.052336,-4.57535e-09,-0.0527,-0.0027,180,3,182.933,3.02485,-0.0344422,-0.0233205
23,-0.026168,-0.0453243,-0.0236,-0.0465,240,3,243.091,2.98911,-0.0413819,-0.0129397
24,0.026168,-0.0453243,0.0241,-0.046,300,3,297.651,2.97677,-0.0538473,-0.0129837
25,0.0697565,4.32536e-18,0.0677,0.0009,3.55271e-15,4,0.761642,3.88222,-0.0635949,-0.0239349
26,0.0348782,0.0604109,0.0307,0.0603,60,4,63.0184,3.8799,-0.0549593,-0.0387455
27,-0.0348782,0.0604109,-0.0373,0.0612,120,4,121.361,4.10995,-0.0383931,-0.0382405
28,-0.0697565,-6.0983e-09,-0.0698,-0.0075,180,4,186.133,4.0256,-0.0302813,-0.0233584
29,-0.0348782,-0.0604109,-0.0344,-0.0665,240,4,242.648,4.29377,-0.0391447,-0.0087855
30,0.0348782,-0.0604109,0.0334,-0.0597,300,4,299.225,3.92256,-0.0559082,-0.00924807
31,0.0871557,5.40423e-18,0.0841,0.0018,3.55271e-15,5,1.22612,4.8254,-0.067979,-0.0240451
32,0.0435779,0.0754791,0.0398,0.0752,60,5,62.1097,4.88078,-0.0573651,-0.0418596
33,-0.0435779,0.0754791,-0.0466,0.0726,120,5,122.695,4.94898,-0.0359828,-0.0418754
34,-0.0871557,-7.6194e-09,-0.0871,-0.0042,180,5,182.761,5.00261,-0.0260529,-0.023235
35,-0.0435779,-0.0754791,-0.0447,-0.0767,240,5,239.767,5.09312,-0.0367621,-0.00545287
36,0.0435779,-0.0754791,0.0417,-0.0802,300,5,297.472,5.18622,-0.0580809,-0.0055059
37,0.104528,6.48145e-18,0.1048,-0.0011,3.55271e-15,6,359.399,6.01598,-0.0716967,-0.0237789
38,0.0522642,0.0905243,0.0525,0.0935,60,6,60.6859,6.15571,-0.0592863,-0.0457189
39,-0.0522642,0.0905243,-0.056,0.0918,120,6,121.384,6.17311,-0.0343704,-0.0449737
40,-0.104528,-9.13817e-09,-0.1042,0.0005,180,6,179.725,5.98114,-0.0228205,-0.0230794
41,-0.0522642,-0.0905243,-0.0534,-0.0941,240,6,240.426,6.21132,-0.03487,-0.00200999
42,0.0522642,-0.0905243,0.0564,-0.0906,300,6,301.903,6.12631,-0.0606013,-0.00252289
43,0.121869,7.5567e-18,0.1221,0.0039,3.55271e-15,7,1.82946,7.01691,-0.0760406,-0.0246643
44,0.0609347,0.105542,0.0581,0.1048,60,7,60.9965,6.88216,-0.060944,-0.0492002
45,-0.0609347,0.105542,-0.0642,0.1063,120,7,121.13,7.13355,-0.0319974,-0.0487924
46,-0.121869,-1.06542e-08,-0.1182,-0.0043,180,7,182.083,6.79275,-0.0186052,-0.0233785
47,-0.0609347,-0.105542,-0.0646,-0.1084,240,7,239.208,7.24944,-0.0331001,0.001341
48,0.0609347,-0.105542,0.0618,-0.1048,300,7,300.528,6.98817,-0.0623731,0.000889337
49,0.139173,8.62964e-18,0.1384,0.0012,3.55271e-15,8,0.496772,7.95557,-0.0795673,-0.0243818
50,0.0695865,0.120527,0.0656,0.1188,60,8,61.093,7.79959,-0.0630554,-0.052927
51,-0.0695866,0.120527,-0.0726,0.1215,120,8,120.86,8.13685,-0.0299642,-0.0520586
52,-0.139173,-1.21669e-08,-0.1366,0.0009,180,8,179.623,7.85133,-0.0149907,-0.0236066
53,-0.0695865,-0.120527,-0.0708,-0.1233,240,8,240.135,8.17409,-0.0311433,0.00448731
54,0.0695865,-0.120527,0.0719,-0.1202,300,8,300.887,8.0515,-0.0648995,0.0046328
55,0.156434,9.69996e-18,0.1584,0.0021,3.55271e-15,9,0.759559,9.11484,-0.083581,-0.0248879
56,0.0782172,0.135476,0.0764,0.1369,60,9,60.8354,9.01979,-0.0648967,-0.056065
57,-0.0782172,0.135476,-0.0775,0.1394,120,9,119.072,9.17757,-0.0281763,-0.0560271
58,-0.156434,-1.36759e-08,-0.152,-0.0048,180,9,181.809,8.74725,-0.0115724,-0.0232944
59,-0.0782172,-0.135476,-0.0803,-0.1351,240,9,239.274,9.04225,-0.0291539,0.00849473
60,0.0782172,-0.135476,0.0794,-0.1317,300,9,301.085,8.84622,-0.0668356,0.00752003
61,0.173648,1.07673e-17,0.1727,-0.0017,3.55271e-15,10,359.436,9.94532,-0.0872447,-0.0247447
62,0.0868241,0.150384,0.082,0.1577,60,10,62.5267,10.2384,-0.0664797,-0.05981
63,-0.0868241,0.150384,-0.0885,0.1502,120,10,120.507,10.0399,-0.0259332,-0.059013
64,-0.173648,-1.51808e-08,-0.176,-0.0045,180,10,181.465,10.1402,-0.00741444,-0.0232735
65,-0.0868241,-0.150384,-0.081,-0.15,240,10,241.631,9.81532,-0.0275192,0.0111784
66,0.0868241,-0.150384,0.0862,-0.15,300,10,299.885,9.96253,-0.0684623,0.0111844
67,0.190809,1.18314e-17,0.1909,-0.0036,3.55271e-15,11,358.92,11.0073,-0.0906991,-0.0245652
68,0.0954045,0.165245,0.0888,0.1652,60,11,61.7406,10.8101,-0.0685042,-0.0628413
69,-0.0954045,0.165245,-0.1003,0.1662,120,11,121.111,11.1933,-0.0239378,-0.0624849
70,-0.190809,-1.66811e-08,-0.192,0.0007,180,11,179.791,11.0696,-0.00349925,-0.0234303
71,-0.0954045,-0.165245,-0.0954,-0.1674,240,11,240.322,11.109,-0.0257162,0.0152554
72,0.0954045,-0.165245,0.0986,-0.1678,300,11,300.439,11.2228,-0.0704701,0.0147643
73,0.207912,1.28919e-17,0.2097,0.0018,3.55271e-15,12,0.491797,12.1052,-0.0949382,-0.0251362
74,0.103956,0.180057,0.1024,0.1791,60,12,60.2413,11.906,-0.0707268,-0.066369
75,-0.103956,0.180057,-0.1078,0.1805,120,12,120.847,12.1364,-0.0219338,-0.0660422
76,-0.207912,-1.81762e-08,-0.2082,0.0014,180,12,179.615,12.0172,5.34145e-05,-0.0232086
77,-0.103956,-0.180057,-0.1024,-0.1826,240,12,240.717,12.0844,-0.0233004,0.0182143
78,0.103956,-0.180057,0.1079,-0.183,300,12,300.524,12.2655,-0.0726131,0.0182864
79,0.224951,1.39484e-17,0.2234,-0.0015,3.55271e-15,13,359.615,12.9091,-0.0986156,-0.0251483
80,0.112476,0.194813,0.1065,0.199,60,13,61.8454,13.0444,-0.0728321,-0.0701515
81,-0.112476,0.194813,-0.1149,0.1951,120,13,120.495,13.0864,-0.0200078,-0.0693789
82,-0.224951,-1.96658e-08,-0.2231,0.0022,180,13,179.435,12.8918,0.00369775,-0.0232315
83,-0.112475,-0.194813,-0.1142,-0.1934,240,13,239.439,12.9794,-0.0217913,0.0217383
84,0.112476,-0.194813,0.1121,-0.1968,300,13,299.666,13.0904,-0.0748997,0.0214225
85,0.241922,1.50007e-17,0.2404,0.0007,3.55271e-15,14,0.166834,13.9102,-0.101911,-0.0252582
86,0.120961,0.209511,0.117,0.2098,60,14,60.8527,13.8994,-0.0749327,-0.0737273
87,-0.120961,0.209511,-0.1219,0.2107,120,14,120.051,14.0886,-0.0182399,-0.0726644
88,-0.241922,-2.11495e-08,-0.2426,-0.0005,180,14,180.118,14.0401,0.00782821,-0.0228948
89,-0.120961,-0.209511,-0.1211,-0.209,240,14,239.911,13.978,-0.0202239,0.0254206
90,0.120961,-0.209511,0.128,-0.2098,300,14,301.388,14.227,-0.0773027,0.0247932
91,0.258819,1.60485e-17,0.2576,-0.0014,3.55271e-15,15,359.689,14.9279,-0.106435,-0.0247733
92,0.12941,0.224144,0.1252,0.2259,60,15,61.0036,14.9677,-0.0768499,-0.0769043
93,-0.12941,0.224144,-0.132,0.2262,120,15,120.266,15.1827,-0.0162393,-0.0763858
94,-0.258819,-2.26267e-08,-0.2544,-0.0035,180,15,180.788,14.7395,0.0106998,-0.02269
95,-0.12941,-0.224144,-0.1291,-0.2229,240,15,239.921,14.927,-0.0180396,0.0283631
96,0.12941,-0.224144,0.1298,-0.2202,300,15,300.518,14.8097,-0.0789787,0.0279652
97,0.275637,1.70913e-17,0.2713,-0.0015,3.55271e-15,16,359.683,15.7419,-0.109977,-0.0252157
98,0.137819,0.238709,0.1373,0.245,60,16,60.7334,16.3109,-0.0786925,-0.0800124
99,-0.137819,0.238709,-0.1401,0.2374,120,16,120.547,16.0012,-0.0141423,-0.0791649
