Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,-0.0234793,-0.0471311,2.52554,225.0,287.281,273.594,301.203,315.156,1177.234,24.403,23.24,25.586,26.771,23.24
2,0.0311593,0.0311593,-0.0385479,-0.0627681,2.52561,45.0,286.547,264.875,300.797,324.484,1176.703,24.352,22.51,25.563,27.576,22.51
3,-0.0311593,0.0311594,-0.0227755,-0.0630236,2.52561,135.0,282.547,269.625,306.266,320.188,1178.626,23.973,22.876,25.985,27.166,22.876
4,0.0311594,-0.0311593,-0.0396963,-0.0480842,2.52561,315.0,291.641,268.703,296.578,320.375,1177.297,24.772,22.824,25.191,27.213,22.824
5,0.0934769,0.031159,-0.0532502,-0.0627222,5.65472,18.4349,287.75,258.031,293.266,325.562,1164.609,24.708,22.156,25.181,27.955,22.156
6,0.031159,0.0934769,-0.0373808,-0.077546,5.65472,71.565,278.016,257.75,301.344,324.5,1161.61,23.934,22.189,25.942,27.935,22.189
7,-0.0311589,0.0934769,-0.0223792,-0.0776516,5.65472,108.435,275.672,263.016,307.953,321.438,1168.079,23.6,22.517,26.364,27.519,22.517
8,-0.0934769,0.031159,-0.00792304,-0.0620349,5.65472,161.565,276.719,271.734,308.359,312.641,1169.453,23.662,23.236,26.368,26.734,23.236
9,-0.0934769,-0.0311589,-0.00846756,-0.0467719,5.65472,198.435,281.531,276.062,303.938,308.375,1169.906,24.064,23.597,25.98,26.359,23.597
10,-0.0311589,-0.0934769,-0.0241461,-0.0318878,5.65472,251.565,290.547,276.094,295.078,308.891,1170.61,24.82,23.585,25.207,26.387,23.585
11,0.031159,-0.0934769,-0.0398031,-0.0327924,5.65472,288.435,294.0,270.781,289.906,313.172,1167.859,25.174,23.186,24.824,26.816,23.186
12,0.0934769,-0.0311589,-0.0540798,-0.0482123,5.65472,341.565,293.0,262.078,289.578,321.734,1166.39,25.12,22.469,24.827,27.584,22.469
13,0.0934768,0.0934768,-0.0528537,-0.077473,7.59652,45.0,282.688,253.625,297.0,329.391,1162.704,24.313,21.813,25.544,28.33,21.813
14,-0.0934768,0.0934769,-0.0075416,-0.0765969,7.59652,135.0,271.219,266.375,311.422,315.359,1164.375,23.293,22.877,26.746,27.084,22.877
15,-0.0934768,-0.0934768,-0.00884127,-0.0324358,7.59652,225.0,285.438,279.703,299.219,303.812,1168.172,24.435,23.944,25.614,26.007,23.944
16,0.0934768,-0.0934768,-0.0543874,-0.0335073,7.59652,315.0,297.031,265.656,284.875,316.828,1164.39,25.51,22.815,24.466,27.21,22.815
17,0.155794,0.0311589,-0.0675513,-0.0630831,9.14188,11.3099,288.797,251.797,286.219,327.172,1153.985,25.026,21.82,24.803,28.351,21.82
18,0.0311589,0.155794,-0.0373886,-0.092068,9.14188,78.6901,271.453,251.594,302.953,326.172,1152.172,23.56,21.836,26.294,28.309,21.836
19,-0.0311588,0.155794,-0.023226,-0.0917046,9.14188,101.31,266.703,253.906,305.953,319.781,1146.343,23.266,22.149,26.689,27.896,22.149
20,-0.155794,0.0311589,0.00602893,-0.0618816,9.14188,168.69,267.953,270.578,306.938,302.641,1148.11,23.339,23.567,26.734,26.36,23.339
21,-0.155794,-0.0311588,0.00608934,-0.0471208,9.14188,191.31,271.906,274.562,302.422,298.094,1146.984,23.706,23.938,26.367,25.989,23.706
22,-0.0311589,-0.155794,-0.0242381,-0.0177547,9.14188,258.69,289.938,275.828,286.203,300.016,1151.985,25.169,23.944,24.844,26.043,23.944
23,0.0311589,-0.155794,-0.0394979,-0.0182986,9.14188,281.31,294.484,271.344,282.266,304.656,1152.75,25.546,23.539,24.486,26.429,23.539
24,0.155794,-0.0311588,-0.0681202,-0.0486766,9.14188,348.69,293.047,255.094,281.844,322.391,1152.376,25.43,22.136,24.458,27.976,22.136
25,0.155794,0.0934767,-0.067923,-0.0779416,10.468,30.9638,284.422,247.656,290.203,331.828,1154.109,24.644,21.459,25.145,28.752,21.459
26,0.0934767,0.155794,-0.0525546,-0.091791,10.468,59.0362,275.828,247.875,298.453,331.109,1153.265,23.917,21.493,25.879,28.711,21.493
27,-0.0934766,0.155794,-0.00751696,-0.0919674,10.468,120.964,263.828,259.0,312.453,316.281,1151.562,22.91,22.491,27.133,27.465,22.491
28,-0.155794,0.0934768,0.00626844,-0.0770298,10.468,149.036,263.812,266.484,311.672,307.141,1149.109,22.958,23.19,27.123,26.729,22.958
29,-0.155794,-0.0934767,0.00504804,-0.0317538,10.468,210.964,277.719,279.719,298.906,295.094,1151.438,24.119,24.293,25.959,25.628,24.119
30,-0.0934767,-0.155794,-0.00888148,-0.0171799,10.468,239.036,285.953,280.312,290.734,295.328,1152.327,24.815,24.326,25.23,25.629,24.326
31,0.0934767,-0.155794,-0.0542463,-0.019094,10.468,300.964,298.531,266.969,278.266,309.25,1153.016,25.891,23.154,24.134,26.821,23.154
32,0.155794,-0.0934767,-0.0687176,-0.0337021,10.468,329.036,298.297,259.234,278.094,318.328,1153.953,25.85,22.465,24.099,27.586,22.465
33,0.218112,0.0311589,-0.0821734,-0.0629822,12.7282,8.13011,288.844,244.422,277.922,327.031,1138.219,25.377,21.474,24.417,28.732,21.474
34,0.155794,0.155795,-0.0677978,-0.091788,12.7282,45.0,275.391,239.828,289.0,330.359,1134.578,24.273,21.138,25.472,29.117,21.138
35,0.0311589,0.218112,-0.0367956,-0.106179,12.7282,81.8699,263.453,244.391,302.875,325.625,1136.344,23.184,21.507,26.653,28.655,21.507
36,-0.0311588,0.218112,-0.0230899,-0.105806,12.7282,98.1301,259.641,247.438,306.547,320.531,1134.157,22.893,21.817,27.029,28.262,21.817
37,-0.155794,0.155795,0.00650981,-0.0912476,12.7282,135.0,256.047,258.719,311.422,306.719,1132.907,22.601,22.837,27.489,27.074,22.601
38,-0.218112,0.031159,0.0195691,-0.0614519,12.7282,171.87,262.25,272.062,308.375,295.906,1138.593,23.033,23.895,27.084,25.989,23.033
39,-0.218112,-0.0311588,0.0198561,-0.0469065,12.7282,188.13,266.578,276.797,304.641,292.219,1140.235,23.379,24.275,26.717,25.628,23.379
40,-0.155795,-0.155794,0.00551777,-0.0175094,12.7282,225.0,279.75,282.25,292.922,289.109,1144.031,24.453,24.672,25.604,25.271,24.453
41,-0.0311589,-0.218112,-0.0243481,-0.00357861,12.7282,261.87,295.438,281.016,283.422,297.172,1157.048,25.534,24.287,24.495,25.684,24.287
42,0.0311589,-0.218112,-0.0397777,-0.00371475,12.7282,278.13,298.781,275.328,278.0,300.391,1152.5,25.925,23.89,24.121,26.064,23.89
43,0.155794,-0.155795,-0.0686693,-0.0188392,12.7282,315.0,301.828,262.109,273.188,312.406,1149.531,26.257,22.801,23.765,27.177,22.801
44,0.218112,-0.0311589,-0.0823167,-0.0481701,12.7282,351.87,296.125,250.047,276.531,324.922,1147.625,25.803,21.788,24.096,28.313,21.788
45,-0.218112,-0.0934766,0.0195734,-0.0320641,13.7272,203.199,270.359,280.562,299.75,287.672,1138.343,23.75,24.647,26.332,25.271,23.75
46,-0.0934766,-0.218112,-0.00944751,-0.00326766,13.7272,246.801,287.688,281.859,284.156,289.125,1142.828,25.173,24.663,24.864,25.299,24.663
47,0.218112,0.0934768,-0.082248,-0.0772799,13.7272,23.1986,284.516,240.75,281.688,331.562,1138.516,24.99,21.146,24.742,29.122,21.146
48,0.0934767,0.218112,-0.0530071,-0.105877,13.7272,66.8014,267.016,240.078,297.0,330.188,1134.282,23.541,21.166,26.184,29.11,21.166
49,-0.0934767,0.218112,-0.00757711,-0.105598,13.7272,113.199,256.25,251.875,311.938,316.172,1136.235,22.553,22.168,27.454,27.826,22.168
50,-0.218112,0.0934768,0.020374,-0.0769653,13.7272,156.801,257.656,267.594,313.047,299.797,1138.094,22.639,23.512,27.506,26.342,22.639
