Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,5.03803e-17,0,0,0.0051,0,2.88658e-15,90,0.292083,-0.0310103,-0.0561387
2,0,0,-0.0004,0.0038,60,0,96.009,0.218503,-0.0306843,-0.0562457
3,-0,0,-0.0008,0.0034,120,0,103.241,0.199792,-0.0299609,-0.0555092
4,-0,-0,-0.0014,-0.0046,180,0,253.072,0.275536,-0.030295,-0.0547945
5,-0,-0,-0.0014,-0.0042,240,0,251.565,0.253338,-0.0304958,-0.0545387
6,0,-0,0.0053,-0.0043,300,0,320.947,0.391171,-0.0318164,-0.0548213
7,0.0174524,1.08216e-18,0.0192,0.0027,3.55271e-15,1,8.00473,1.111,-0.0354857,-0.055582
8,0.0087262,0.0151142,0.01,0.0209,60,1,64.4303,1.32766,-0.032979,-0.0593569
9,-0.0087262,0.0151142,-0.0113,0.0189,120,1,120.875,1.26176,-0.0278905,-0.0594727
10,-0.0174524,-1.52574e-09,-0.0224,-0.0045,180,1,191.359,1.30925,-0.0255264,-0.0542338
11,-0.0087262,-0.0151142,-0.009,-0.0187,240,1,244.299,1.1891,-0.0286901,-0.0507432
12,0.0087262,-0.0151142,0.0118,-0.0181,300,1,303.102,1.23812,-0.0338385,-0.0512797
13,0.0348995,2.164e-18,0.037,0.0066,3.55271e-15,2,10.114,2.15395,-0.0397815,-0.0557154
14,0.0174497,0.0302239,0.0139,0.0315,60,2,66.1896,1.97308,-0.0345825,-0.0631668
15,-0.0174497,0.0302239,-0.0179,0.0326,120,2,118.77,2.13139,-0.0261864,-0.0629555
16,-0.0348995,-3.05101e-09,-0.0334,-0.0018,180,2,183.085,1.91683,-0.0220556,-0.0545297
17,-0.0174497,-0.0302239,-0.0202,-0.0306,240,2,236.57,2.10124,-0.0262646,-0.0475321
18,0.0174497,-0.0302239,0.0206,-0.0377,300,2,298.653,2.46228,-0.0359378,-0.0476415
19,0.052336,3.24517e-18,0.0534,0.0021,3.55271e-15,3,2.25204,3.06344,-0.0437805,-0.0560173
20,0.026168,0.0453243,0.0208,0.0452,60,3,65.2892,2.85197,-0.0364089,-0.0665377
21,-0.026168,0.0453243,-0.0272,0.0453,120,3,120.982,3.02886,-0.0237855,-0.0662389
22,-0.052336,-4.57535e-09,-0.0536,0.0015,180,3,178.397,3.07371,-0.0175927,-0.0547121
23,-0.026168,-0.0453243,-0.0263,-0.0487,240,3,241.629,3.1728,-0.0246127,-0.0438309
24,0.026168,-0.0453243,0.0285,-0.0438,300,3,303.051,2.99539,-0.0380212,-0.0438848
25,0.0697565,4.32536e-18,0.0723,0.0005,3.55271e-15,4,0.39623,4.14619,-0.0481436,-0.0557986
26,0.0348782,0.0604109,0.0326,0.0645,60,4,63.1868,4.14439,-0.0385107,-0.0705497
27,-0.0348782,0.0604109,-0.0341,0.0592,120,4,119.943,3.91742,-0.021337,-0.0697662
28,-0.0697565,-6.0983e-09,-0.068,0.002,180,4,178.315,3.90084,-0.0137092,-0.0544525
29,-0.0348782,-0.0604109,-0.0376,-0.0594,240,4,237.666,4.03124,-0.0224465,-0.040695
30,0.0348782,-0.0604109,0.0353,-0.0645,300,4,298.691,4.21663,-0.0400254,-0.0409002
31,0.0871557,5.40423e-18,0.0821,0.0034,3.55271e-15,5,2.37143,4.71335,-0.0522294,-0.0558507
32,0.0435779,0.0754791,0.0403,0.0801,60,5,63.2921,5.14441,-0.0405133,-0.0740092
33,-0.0435779,0.0754791,-0.0477,0.0753,120,5,122.353,5.11397,-0.019296,-0.0733139
34,-0.0871557,-7.6194e-09,-0.0854,0.0021,180,5,178.591,4.90053,-0.00980787,-0.0543598
35,-0.0435779,-0.0754791,-0.0469,-0.074,240,5,237.634,5.02617,-0.020731,-0.0369271
36,0.0435779,-0.0754791,0.0435,-0.0781,300,5,299.117,5.12893,-0.0419684,-0.0372688
37,0.104528,6.48145e-18,0.1053,-0.0039,3.55271e-15,6,357.879,6.0486,-0.0565029,-0.0559515
38,0.0522642,0.0905243,0.0492,0.0936,60,6,62.2717,6.06999,-0.0427903,-0.0774353
39,-0.0522642,0.0905243,-0.0563,0.0881,120,6,122.58,6.00139,-0.0174502,-0.077012
40,-0.104528,-9.13817e-09,-0.1104,0.0048,180,6,177.51,6.3444,-0.0055063,-0.0553108
41,-0.0522642,-0.0905243,-0.0544,-0.0949,240,6,240.177,6.27995,-0.0182862,-0.0327356
42,0.0522642,-0.0905243,0.0566,-0.0935,300,6,301.189,6.27479,-0.0447343,-0.0335813
43,0.121869,7.5567e-18,0.122,0.0047,3.55271e-15,7,2.20621,7.01277,-0.0601151,-0.055942
44,0.0609347,0.105542,0.0586,0.1109,60,7,62.1479,7.2056,-0.0444314,-0.0807756
45,-0.0609347,0.105542,-0.0614,0.1017,120,7,121.121,6.82271,-0.0155644,-0.0802829
46,-0.121869,-1.06542e-08,-0.1257,0.0037,180,7,178.314,7.22434,-0.00136657,-0.0545807
47,-0.0609347,-0.105542,-0.0581,-0.1054,240,7,241.135,6.91245,-0.016701,-0.0297013
48,0.0609347,-0.105542,0.0605,-0.104,300,7,300.188,6.91041,-0.0465507,-0.0301194
49,0.139173,8.62964e-18,0.1394,0.006,3.55271e-15,8,2.46458,8.02059,-0.0644523,-0.0561758
50,0.0695865,0.120527,0.064,0.1253,60,8,62.9432,8.08828,-0.0466378,-0.0842677
51,-0.0695866,0.120527,-0.0712,0.1203,120,8,120.619,8.03575,-0.0127858,-0.0836648
52,-0.139173,-1.21669e-08,-0.1405,0.0055,180,8,177.758,8.08301,0.00231335,-0.054584
53,-0.0695865,-0.120527,-0.0696,-0.1229,240,8,240.477,8.11958,-0.0144449,-0.0262923
54,0.0695865,-0.120527,0.0724,-0.1217,300,8,300.749,8.14088,-0.048392,-0.0267133
55,0.156434,9.69996e-18,0.1549,-0.001,3.55271e-15,9,359.63,8.91119,-0.0681762,-0.0557805
56,0.0782172,0.135476,0.0734,0.1346,60,9,61.3955,8.81893,-0.0487554,-0.0872776
57,-0.0782172,0.135476,-0.0789,0.1348,120,9,120.341,8.98599,-0.0111078,-0.0870245
58,-0.156434,-1.36759e-08,-0.16,0.0003,180,9,179.893,9.2069,0.00670516,-0.0547087
59,-0.0782172,-0.135476,-0.0772,-0.1384,240,9,240.847,9.11839,-0.012479,-0.0226481
60,0.0782172,-0.135476,0.0773,-0.1382,300,9,299.22,9.11111,-0.0504658,-0.0231046
61,0.173648,1.07673e-17,0.1749,0.0027,3.55271e-15,10,0.884427,10.0741,-0.0720819,-0.0561894
62,0.0868241,0.150384,0.0845,0.1536,60,10,61.1835,10.0966,-0.0509567,-0.0912832
63,-0.0868241,0.150384,-0.0901,0.1502,120,10,120.958,10.0875,-0.00906361,-0.0904285
64,-0.173648,-1.51808e-08,-0.1758,0.0028,180,10,179.088,10.1265,0.0101901,-0.0548773
65,-0.0868241,-0.150384,-0.0877,-0.149,240,10,239.519,9.95611,-0.0108395,-0.0191585
66,0.0868241,-0.150384,0.0832,-0.1487,300,10,299.228,9.81069,-0.0523221,-0.0201704
67,0.190809,1.18314e-17,0.1949,-0.0006,3.55271e-15,11,359.824,11.2389,-0.0761548,-0.0561235
68,0.0954045,0.165245,0.0912,0.1625,60,11,60.6975,10.7394,-0.0526725,-0.0941384
69,-0.0954045,0.165245,-0.1013,0.1632,120,11,121.828,11.0744,-0.00682802,-0.0938992
70,-0.190809,-1.66811e-08,-0.1917,0.0037,180,11,178.894,11.0541,0.0141388,-0.0545434
71,-0.0954045,-0.165245,-0.0953,-0.164,240,11,239.839,10.9341,-0.00855362,-0.0158498
72,0.0954045,-0.165245,0.0922,-0.1635,300,11,299.419,10.8189,-0.0548573,-0.0165456
73,0.207912,1.28919e-17,0.2075,-0.0039,3.55271e-15,12,358.923,11.978,-0.0798789,-0.0558903
74,0.103956,0.180057,0.1034,0.1834,60,12,60.5859,12.154,-0.054843,-0.0979479
75,-0.103956,0.180057,-0.1052,0.1778,120,12,120.612,11.9227,-0.00506552,-0.0968588
76,-0.207912,-1.81762e-08,-0.2076,0.0046,180,12,178.731,11.9847,0.0176646,-0.054164
77,-0.103956,-0.180057,-0.1065,-0.1754,240,12,238.735,11.8413,-0.0064431,-0.0125153
78,0.103956,-0.180057,0.1037,-0.1826,300,12,299.593,12.1219,-0.0567625,-0.0124817
79,0.224951,1.39484e-17,0.2269,-0.0013,3.55271e-15,13,359.672,13.1149,-0.0845913,-0.0560251
80,0.112476,0.194813,0.1135,0.1959,60,13,59.913,13.0855,-0.0569511,-0.100933
81,-0.112476,0.194813,-0.1165,0.1938,120,13,121.012,13.0688,-0.00278913,-0.100155
82,-0.224951,-1.96658e-08,-0.2244,0.0002,180,13,179.949,12.9676,0.0217238,-0.05438
83,-0.112475,-0.194813,-0.1094,-0.1937,240,13,240.543,12.8535,-0.00485293,-0.00867902
84,0.112476,-0.194813,0.1155,-0.1971,300,13,300.37,13.2057,-0.058961,-0.00936
85,0.241922,1.50007e-17,0.2464,0.0012,3.55271e-15,14,0.279036,14.2648,-0.0879884,-0.0558328
86,0.120961,0.209511,0.1158,0.208,60,14,60.894,13.7722,-0.0588855,-0.104644
87,-0.120961,0.209511,-0.1242,0.2065,120,14,121.025,13.944,-0.00101167,-0.103091
88,-0.241922,-2.11495e-08,-0.2416,-0.005,180,14,181.186,13.9841,0.0254193,-0.0540391
89,-0.120961,-0.209511,-0.1169,-0.2091,240,14,240.792,13.8605,-0.00275123,-0.00536064
90,0.120961,-0.209511,0.1205,-0.2087,300,14,300.001,13.945,-0.061195,-0.0058281
91,0.258819,1.60485e-17,0.2625,0.0012,3.55271e-15,15,0.261922,15.2186,-0.0920574,-0.056118
92,0.12941,0.224144,0.1323,0.2251,60,15,59.5556,15.1354,-0.060958,-0.107673
93,-0.12941,0.224144,-0.1351,0.2222,120,15,121.3,15.0729,0.00116274,-0.1069
94,-0.258819,-2.26267e-08,-0.2625,-0.0003,180,15,180.065,15.2185,0.0291012,-0.0540901
95,-0.12941,-0.224144,-0.128,-0.2284,240,15,240.733,15.1782,-0.0011533,-0.00183674
96,0.12941,-0.224144,0.1336,-0.22,300,15,301.269,14.9152,-0.06316,-0.00321635
97,0.275637,1.70913e-17,0.2763,-0.0029,3.55271e-15,16,359.399,16.0404,-0.0953916,-0.0563024
98,0.137819,0.238709,0.1351,0.2452,60,16,61.1462,16.2575,-0.0629631,-0.111454
99,-0.137819,0.238709,-0.1384,0.2358,120,16,120.41,15.8676,0.00307461,-0.110614
100,-0.275637,-2.4097e-08,-0.2756,-0.0021,180,16,180.437,15.9983,0.0331933,-0.0544173
101,-0.137819,-0.238709,-0.132,-0.2399,240,16,241.179,15.8916,0.000833813,0.00163887
102,0.137819,-0.238709,0.1363,-0.2357,300,16,300.04,15.7995,-0.0651136,0.000719011
103,0.292372,1.8129e-17,0.294,-0.002,3.55271e-15,17,359.61,17.098,-0.099646,-0.055985
104,0.146186,0.253201,0.1446,0.2566,60,17,60.5977,17.1298,-0.0647081,-0.114437
105,-0.146186,0.253201,-0.1497,0.2506,120,17,120.853,16.9722,0.00479303,-0.113871
106,-0.292372,-2.55599e-08,-0.2922,-0.0019,180,17,180.373,16.9901,0.0370102,-0.0543434
107,-0.146186,-0.253201,-0.1472,-0.2554,240,17,240.043,17.1445,0.00306243,0.00485367
108,0.146186,-0.253201,0.1451,-0.2507,300,17,300.061,16.8378,-0.0670579,0.00435103
109,0.309017,1.91611e-17,0.3074,0.0009,3.55271e-15,18,0.167749,17.9027,-0.103305,-0.0559046
110,0.154508,0.267617,0.1471,0.2693,60,18,61.3553,17.8699,-0.0671827,-0.118314
111,-0.154509,0.267617,-0.1576,0.2641,120,18,120.826,17.9116,0.00754706,-0.117141
112,-0.309017,-2.70151e-08,-0.3118,0.0007,180,18,179.871,18.1678,0.0410517,-0.0545722
113,-0.154508,-0.267617,-0.1548,-0.2628,240,18,239.5,17.7583,0.00529464,0.00761283
114,0.154508,-0.267617,0.158,-0.2656,300,18,300.748,18.0015,-0.0695276,0.00731038
115,0.325568,2.01874e-17,0.3272,-0.0029,3.55271e-15,19,359.492,19.0997,-0.10713,-0.0559234
116,0.162784,0.28195,0.1581,0.2825,60,19,60.7666,18.8887,-0.069208,-0.121685
117,-0.162784,0.28195,-0.1609,0.2834,120,19,119.586,19.0195,0.00954395,-0.120438
118,-0.325568,-2.84621e-08,-0.3262,0.0005,180,19,179.912,19.0383,0.0444299,-0.0540613
119,-0.162784,-0.28195,-0.1673,-0.2838,240,19,239.481,19.2349,0.00761568,0.0120099
120,0.162784,-0.28195,0.1627,-0.2865,300,19,299.592,19.2369,-0.0711313,0.0110037
121,0.34202,2.12075e-17,0.3421,0.0027,3.55271e-15,20,0.452193,20.0055,-0.111501,-0.0561851
122,0.17101,0.296198,0.1696,0.3028,60,20,60.7466,20.3077,-0.070851,-0.125158
123,-0.17101,0.296198,-0.1725,0.2974,120,20,120.115,20.109,0.0118501,-0.123806
124,-0.34202,-2.99004e-08,-0.3444,0.002,180,20,179.667,20.1455,0.0486514,-0.0543645
125,-0.17101,-0.296198,-0.1676,-0.2923,240,20,240.171,19.6906,0.00920003,0.0148662
