Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,8.13836e-17,0,0.0008,-0.0082,0,4.66294e-15,275.572,0.471884,-0.00348788,0.0204749
2,0,0,0.0008,-0.0082,60,0,275.572,0.471884,-0.0038125,0.0201727
3,-0,0,0.005,-0.0034,120,0,325.784,0.346615,-0.0046532,0.0196078
4,-0,-0,0.0003,0.0008,180,0,69.444,0.0484566,-0.00392513,0.0187762
5,-0,-0,-0.0037,-0.004,240,0,227.231,0.31216,-0.00293324,0.0189274
6,0,-0,-0.0037,-0.0045,300,0,230.572,0.333965,-0.00279486,0.0195934
7,0.0174524,1.08216e-18,0.0143,-0.0032,3.55271e-15,1,347.386,0.839534,-0.00662738,0.0206169
8,0.0087262,0.0151142,0.0092,0.0109,60,1,49.8344,0.817331,-0.00576007,0.0171048
9,-0.0087262,0.0151142,-0.0042,0.0055,120,1,127.367,0.396636,-0.00302854,0.0168317
10,-0.0174524,-1.52574e-09,-0.013,-0.0051,180,1,201.42,0.800153,-0.000572662,0.0192503
11,-0.0087262,-0.0151142,-0.0078,-0.0195,240,1,248.199,1.2035,-0.00159025,0.022234
12,0.0087262,-0.0151142,0.006,-0.0149,300,1,291.934,0.920261,-0.00534616,0.0223054
13,0.0348995,2.164e-18,0.0293,0.0002,3.55271e-15,2,0.391091,1.679,-0.0101732,0.0198362
14,0.0174497,0.0302239,0.0188,0.028,60,2,56.1215,1.9327,-0.00745887,0.013835
15,-0.0174497,0.0302239,-0.0145,0.0216,120,2,123.873,1.49069,-0.000601594,0.013596
16,-0.0348995,-3.05101e-09,-0.0327,0.0018,180,2,176.849,1.8767,0.00261057,0.0195416
17,-0.0174497,-0.0302239,-0.0117,-0.0279,240,2,247.249,1.7337,-0.000378415,0.0248997
18,0.0174497,-0.0302239,0.0213,-0.0297,300,2,305.647,2.09452,-0.00703715,0.0257928
19,0.052336,3.24517e-18,0.054,-0.0039,3.55271e-15,3,355.869,3.10356,-0.0142866,0.0199708
20,0.026168,0.0453243,0.0184,0.0374,60,3,63.8038,2.38884,-0.00872128,0.0109092
21,-0.026168,0.0453243,-0.0246,0.0407,120,3,121.15,2.72584,0.00086263,0.0102456
22,-0.052336,-4.57535e-09,-0.0425,0.0014,180,3,178.113,2.43711,0.00549542,0.0193021
23,-0.026168,-0.0453243,-0.0254,-0.0513,240,3,243.659,3.28163,0.00158373,0.0280396
24,0.026168,-0.0453243,0.0302,-0.0466,300,3,302.946,3.18328,-0.00871414,0.0286878
25,0.0697565,4.32536e-18,0.0702,-0.0091,3.55271e-15,4,352.614,4.05922,-0.0175129,0.0203114
26,0.0348782,0.0604109,0.0345,0.059,60,4,59.6832,3.91902,-0.0108549,0.00762893
27,-0.0348782,0.0604109,-0.0301,0.0569,120,4,117.879,3.69072,0.00253605,0.00737628
28,-0.0697565,-6.0983e-09,-0.0696,-0.0033,180,4,182.715,3.99552,0.00940094,0.0188887
29,-0.0348782,-0.0604109,-0.0345,-0.0626,240,4,241.14,4.09883,0.00369771,0.0309395
30,0.0348782,-0.0604109,0.0337,-0.0556,300,4,301.221,3.72778,-0.0102081,0.032159
31,0.0871557,5.40423e-18,0.0876,0.0022,3.55271e-15,5,1.43863,5.02714,-0.021325,0.020566
32,0.0435779,0.0754791,0.0435,0.0776,60,5,60.7264,5.10381,-0.0129448,0.00433428
33,-0.0435779,0.0754791,-0.0455,0.0808,120,5,119.385,5.32068,0.00443866,0.0038025
34,-0.0871557,-7.6194e-09,-0.0842,0.0013,180,5,179.115,4.83059,0.0134427,0.0191605
35,-0.0435779,-0.0754791,-0.0436,-0.0807,240,5,241.619,5.26284,0.00528273,0.0342292
36,0.0435779,-0.0754791,0.043,-0.0745,300,5,299.993,4.93463,-0.0122015,0.0348783
37,0.104528,6.48145e-18,0.1013,-0.0016,3.55271e-15,6,359.095,5.81477,-0.0246713,0.0202255
38,0.0522642,0.0905243,0.0481,0.0915,60,6,62.2699,5.9334,-0.0143374,0.00121553
39,-0.0522642,0.0905243,-0.0557,0.0988,120,6,119.413,6.51247,0.0064936,0.000393994
40,-0.104528,-9.13817e-09,-0.1042,0.0006,180,6,179.67,5.98117,0.0168635,0.0187339
41,-0.0522642,-0.0905243,-0.0491,-0.0888,240,6,241.061,5.82386,0.00712343,0.0371837
42,0.0522642,-0.0905243,0.0485,-0.0899,300,6,298.346,5.86287,-0.0137452,0.0381023
43,0.121869,7.5567e-18,0.1226,-0.0046,3.55271e-15,7,357.851,7.04715,-0.0282981,0.0200601
44,0.0609347,0.105542,0.0566,0.1003,60,7,60.5637,6.61331,-0.0162234,-0.00168028
45,-0.0609347,0.105542,-0.0551,0.1075,120,7,117.138,6.9382,0.00755726,-0.00299111
46,-0.121869,-1.06542e-08,-0.118,-0.0032,180,7,181.553,6.7792,0.0201403,0.0188624
