Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.275369,-0.84015,-0.0763985,0.231113,62.1443,288.147,145.516,125.281,77.875,91.25,439.922,33.078,28.478,17.702,20.742,17.702
2,0.18152,-0.84924,-0.0518684,0.231002,60.2759,282.065,153.172,138.672,86.1094,96.2031,474.156,32.304,29.246,18.161,20.289,18.161
3,0.0793402,-0.85233,-0.0237628,0.230122,58.872,275.318,157.828,150.75,94.1406,98.9844,501.703,31.458,30.048,18.764,19.73,18.764
4,-0.0224,-0.85502,3.10472e-05,0.230215,58.7944,268.499,154.672,154.891,96.75,96.9531,503.266,30.734,30.777,19.224,19.265,19.224
5,-0.12555,-0.84886,0.0245,0.229,59.1033,261.587,149.797,157.453,98.6719,94.0781,500.0,29.959,31.491,19.734,18.816,18.816
6,-0.2322,-0.84608,0.0503812,0.2309,61.326,254.654,134.766,149.062,93.1406,84.2031,461.172,29.223,32.322,20.196,18.259,18.259
7,-0.34049,-0.83238,0.0755002,0.230351,64.0698,247.753,117.812,136.812,85.7656,73.5156,413.905,28.464,33.054,20.721,17.761,17.761
8,-0.45363,-0.81245,0.102455,0.230863,68.515,240.823,92.0469,112.844,70.6719,57.3594,332.922,27.648,33.895,21.228,17.229,17.229
9,-0.12779,-0.77279,0.025183,0.204357,51.5623,260.61,182.25,191.75,126.609,120.469,621.078,29.344,30.874,20.385,19.397,19.397
10,0.37699,0.80253,-0.102238,-0.178526,62.4572,64.8381,95.9375,76.6875,111.969,135.688,420.282,22.827,18.247,26.641,32.285,18.247
11,0.282269,0.8109,-0.0760873,-0.178977,59.1624,70.8073,106.188,89.8125,130.75,150.703,477.453,22.241,18.811,27.385,31.564,18.811
12,0.37057,-0.83142,-0.102751,0.230596,65.5419,294.023,126.875,104.141,64.2969,80.1406,375.454,33.792,27.737,17.125,21.345,17.125
13,-0.23215,0.89929,0.0491435,-0.205114,68.2441,104.475,61.4688,65.7812,102.172,90.75,320.172,19.199,20.546,31.912,28.344,19.199
14,-0.129979,0.90301,0.02595,-0.203856,65.8275,98.1909,71.3125,73.2188,113.031,105.516,363.078,19.641,20.166,31.131,29.062,19.641
15,0.220691,-0.39137,-0.0510969,0.102363,26.6991,299.418,267.219,240.781,196.5,217.156,921.656,28.993,26.125,21.32,23.562,21.32
16,0.33324,-0.38323,-0.0761403,0.102023,30.5209,311.009,261.578,224.078,183.062,212.672,881.39,29.678,25.423,20.77,24.129,20.77
17,-0.13671,-0.502579,0.025974,0.12799,31.3887,254.783,242.172,254.531,197.25,186.734,880.687,27.498,28.901,22.397,21.203,21.203
18,-0.0156803,-0.50479,-0.000754055,0.127926,30.3336,268.221,251.781,250.719,194.453,194.062,891.015,28.258,28.139,21.824,21.78,21.78
19,0.56739,-0.73006,-0.1546,0.204742,67.6109,307.854,115.344,85.5,55.4375,77.1406,333.422,34.594,25.643,16.627,23.136,16.627
20,-0.0186306,-0.77538,0.00010015,0.203455,50.8598,268.624,187.828,187.688,124.375,124.172,624.063,30.098,30.075,19.93,19.897,19.897
21,-0.23541,-0.76782,0.0506539,0.205284,53.4269,252.955,167.375,185.453,122.109,110.531,585.468,28.588,31.676,20.857,18.879,18.879
22,0.46072,0.80461,-0.12821,-0.180266,67.9992,60.2045,73.9219,55.5,82.1406,104.203,315.766,23.41,17.576,26.013,33.0,17.576
23,0.72731,-0.239201,-0.179348,0.0760375,49.9635,341.795,197.141,137.297,117.766,169.406,621.61,31.715,22.087,18.945,27.253,18.945
24,0.183899,0.8146,-0.0512147,-0.178271,56.6263,77.2785,112.578,100.141,145.469,159.547,517.735,21.744,19.342,28.097,30.816,19.342
25,0.0851094,0.82031,-0.0248465,-0.180123,55.5594,84.0766,113.125,106.0,154.625,160.781,534.531,21.163,19.83,28.927,30.079,19.83
26,-0.0181297,0.82141,-0.000115594,-0.17865,55.2463,91.2644,112.0,110.047,160.266,158.375,540.688,20.714,20.353,29.641,29.291,20.353
27,-0.0259902,0.90384,0.000704838,-0.206435,64.7176,91.6471,75.6719,73.8594,114.703,112.625,376.859,20.08,19.599,30.437,29.885,19.599
28,0.106,-0.39678,-0.0254024,0.10226,24.2485,284.957,265.141,251.156,205.344,215.156,936.797,28.303,26.81,21.92,22.967,21.92
29,0.439681,-0.37451,-0.102716,0.10195,35.2792,319.576,248.188,201.641,164.641,201.953,816.423,30.399,24.698,20.166,24.736,20.166
30,-0.25397,-0.49574,0.0514572,0.127419,33.8492,242.874,227.047,251.375,194.812,175.469,848.703,26.752,29.619,22.954,20.675,20.675
31,0.10291,-0.503309,-0.0258659,0.128688,30.9121,281.556,253.953,240.703,186.219,195.641,876.516,28.973,27.461,21.245,22.32,21.245
32,0.48081,-0.74328,-0.127899,0.205312,62.2806,302.898,144.797,112.594,73.6406,96.0625,427.094,33.903,26.363,17.242,22.492,17.242
33,0.0888604,-0.77622,-0.0265152,0.205364,51.3788,276.531,188.938,179.0,118.156,124.406,610.5,30.948,29.32,19.354,20.378,19.354
34,-0.66904,-0.53632,0.153824,0.153887,59.0336,218.717,122.156,165.766,122.141,88.9844,499.047,24.478,33.217,24.475,17.831,17.831
35,-0.34755,-0.75518,0.0772507,0.20464,56.2343,245.287,150.969,176.016,116.391,99.5,542.876,27.809,32.423,21.44,18.328,18.328
36,-0.45264,0.70547,0.102805,-0.152742,56.95,122.685,100.078,121.281,166.844,134.328,522.531,19.153,23.21,31.93,25.707,19.153
37,-0.56284,0.69393,0.128784,-0.154752,63.3154,129.045,76.7969,98.1562,135.484,103.531,413.968,18.551,23.711,32.728,25.009,18.551
38,0.6421,-0.24883,-0.154078,0.0763619,43.5216,338.817,222.375,162.609,139.953,190.406,715.343,31.086,22.732,19.564,26.617,19.564
39,0.80746,-0.23181,-0.205097,0.0773718,57.1481,343.982,165.156,108.984,93.2812,141.484,508.905,32.453,21.415,18.33,27.802,18.33
40,0.89367,-0.2108,-0.231267,0.0775752,66.6637,346.728,113.797,70.9062,60.8594,97.25,342.813,33.195,20.684,17.753,28.368,17.753
41,-0.124681,0.81823,0.0251107,-0.178513,55.8606,98.664,108.484,111.828,163.094,152.969,536.375,20.225,20.849,30.407,28.519,20.225
42,0.0786006,0.89848,-0.0267224,-0.203844,64.4105,85.0004,79.6719,73.7188,113.797,118.141,385.329,20.676,19.131,29.532,30.66,19.131
43,-0.0149801,-0.399929,-8.1939e-05,0.102309,23.5913,267.855,263.125,262.375,214.312,213.641,953.453,27.597,27.518,22.477,22.407,22.407
44,0.53764,-0.36897,-0.127545,0.102798,40.6979,325.539,234.906,181.469,147.938,190.812,755.125,31.108,24.032,19.591,25.269,19.591
45,-0.36706,-0.48748,0.0762146,0.128417,37.6055,233.021,210.641,244.984,189.562,162.359,807.546,26.084,30.337,23.474,20.105,20.105
46,0.21633,-0.49675,-0.0516301,0.128032,32.807,293.533,253.531,228.156,176.812,195.531,854.03,29.686,26.715,20.703,22.895,20.703
47,0.38588,-0.75337,-0.101718,0.205104,57.8271,297.122,167.547,137.156,89.9688,111.016,505.688,33.132,27.123,17.791,21.953,17.791
48,0.18898,-0.77424,-0.0501662,0.20553,52.8417,283.717,185.922,168.344,110.781,122.688,587.735,31.634,28.643,18.849,20.875,18.849
49,-0.77704,-0.50764,0.178522,0.15165,68.1505,213.157,79.6406,113.891,84.1562,58.4062,336.094,23.696,33.887,25.039,17.378,17.378
50,-0.57002,-0.55563,0.12859,0.154429,52.7517,224.268,148.906,192.453,141.266,108.766,591.391,25.179,32.542,23.887,18.392,18.392
51,-0.45283,-0.741741,0.103347,0.206125,60.3475,238.596,126.406,155.422,102.391,83.1094,467.328,27.049,33.258,21.91,17.784,17.784
52,-0.34465,0.718239,0.0763762,-0.153183,52.8114,115.634,114.234,131.422,180.828,153.703,580.187,19.689,22.652,31.167,26.492,19.689
53,0.4484,-0.26472,-0.102896,0.0771083,31.3799,329.444,254.812,206.594,177.703,217.641,856.75,29.742,24.114,20.742,25.403,20.742
54,0.54567,-0.25581,-0.126979,0.0773335,37.0604,334.883,240.047,185.828,159.281,205.453,790.609,30.362,23.504,20.147,25.987,20.147
