id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.256,0.256,NaN,NaN
1,NaN,NaN,-0.2304,0.256,NaN,NaN
2,NaN,NaN,-0.2048,0.256,NaN,NaN
3,NaN,NaN,-0.1792,0.256,NaN,NaN
4,NaN,NaN,-0.1536,0.256,NaN,NaN
5,NaN,NaN,-0.128,0.256,NaN,NaN
6,NaN,NaN,-0.1024,0.256,NaN,NaN
7,NaN,NaN,-0.0768,0.256,NaN,NaN
8,NaN,NaN,-0.0512,0.256,NaN,NaN
9,NaN,NaN,-0.0256,0.256,NaN,NaN
10,NaN,NaN,0.0,0.256,NaN,NaN
11,NaN,NaN,0.0256,0.256,NaN,NaN
12,NaN,NaN,0.0512,0.256,NaN,NaN
13,NaN,NaN,0.0768,0.256,NaN,NaN
14,NaN,NaN,0.1024,0.256,NaN,NaN
15,NaN,NaN,0.128,0.256,NaN,NaN
16,NaN,NaN,0.1536,0.256,NaN,NaN
17,NaN,NaN,0.1792,0.256,NaN,NaN
18,NaN,NaN,0.2048,0.256,NaN,NaN
19,NaN,NaN,0.2304,0.256,NaN,NaN
20,NaN,NaN,-0.256,0.2304,NaN,NaN
21,NaN,NaN,-0.2304,0.2304,NaN,NaN
22,NaN,NaN,-0.2048,0.2304,NaN,NaN
23,NaN,NaN,-0.1792,0.2304,NaN,NaN
24,NaN,NaN,-0.1536,0.2304,NaN,NaN
25,NaN,NaN,-0.128,0.2304,NaN,NaN
26,0.37057,-0.83142,-0.1024,0.2304,65.5419,294.0229
27,0.27537,-0.84015,-0.0768,0.2304,62.1443,288.1472
28,0.18152,-0.84924,-0.0512,0.2304,60.2759,282.0651
29,0.07934,-0.85233,-0.0256,0.2304,58.872,275.3181
30,-0.0224,-0.85502,0.0,0.2304,58.7944,268.4993
31,-0.12555,-0.84886,0.0256,0.2304,59.1033,261.5867
32,-0.2322,-0.84608,0.0512,0.2304,61.326,254.6535
33,-0.34049,-0.83238,0.0768,0.2304,64.0698,247.7527
34,-0.45363,-0.81245,0.1024,0.2304,68.515,240.8233
35,NaN,NaN,0.128,0.2304,NaN,NaN
36,NaN,NaN,0.1536,0.2304,NaN,NaN
37,NaN,NaN,0.1792,0.2304,NaN,NaN
38,NaN,NaN,0.2048,0.2304,NaN,NaN
39,NaN,NaN,0.2304,0.2304,NaN,NaN
40,NaN,NaN,-0.256,0.2048,NaN,NaN
41,NaN,NaN,-0.2304,0.2048,NaN,NaN
42,NaN,NaN,-0.2048,0.2048,NaN,NaN
43,NaN,NaN,-0.1792,0.2048,NaN,NaN
44,0.56739,-0.73006,-0.1536,0.2048,67.6109,307.8537
45,0.48081,-0.74328,-0.128,0.2048,62.2806,302.8979
46,0.38588,-0.75337,-0.1024,0.2048,57.8271,297.1218
47,0.29135,-0.76426,-0.0768,0.2048,54.8762,290.8678
48,0.18898,-0.77424,-0.0512,0.2048,52.8417,283.7168
49,0.08886,-0.77622,-0.0256,0.2048,51.3788,276.5307
50,-0.01863,-0.77538,0.0,0.2048,50.8598,268.6236
51,-0.12779,-0.77279,0.0256,0.2048,51.5623,260.6104
52,-0.23541,-0.76782,0.0512,0.2048,53.4269,252.9547
53,-0.34755,-0.75518,0.0768,0.2048,56.2343,245.2871
54,-0.45283,-0.74174,0.1024,0.2048,60.3475,238.5961
55,-0.55695,-0.72164,0.128,0.2048,65.723,232.3396
56,NaN,NaN,0.1536,0.2048,NaN,NaN
57,NaN,NaN,0.1792,0.2048,NaN,NaN
58,NaN,NaN,0.2048,0.2048,NaN,NaN
59,NaN,NaN,0.2304,0.2048,NaN,NaN
60,NaN,NaN,-0.256,0.1792,NaN,NaN
61,NaN,NaN,-0.2304,0.1792,NaN,NaN
62,NaN,NaN,-0.2048,0.1792,NaN,NaN
63,0.66867,-0.62988,-0.1792,0.1792,66.7256,316.711
64,0.5868,-0.64029,-0.1536,0.1792,60.2857,312.504
65,0.49573,-0.65971,-0.128,0.1792,55.6094,306.9225
66,0.40387,-0.67086,-0.1024,0.1792,51.5405,301.0487
67,0.30412,-0.67926,-0.0768,0.1792,48.0933,294.1191
68,0.2002,-0.68818,-0.0512,0.1792,45.7834,286.2204
69,0.09239,-0.69515,-0.0256,0.1792,44.5284,277.5706
70,-0.01812,-0.69575,0.0,0.1792,44.1058,268.5081
71,-0.13225,-0.69263,0.0256,0.1792,44.8411,259.1901
72,-0.24223,-0.68327,0.0512,0.1792,46.4636,250.4798
73,-0.34852,-0.67414,0.0768,0.1792,49.3674,242.6617
74,-0.46041,-0.65922,0.1024,0.1792,53.5217,235.0689
75,-0.55843,-0.64352,0.128,0.1792,58.4336,229.0494
76,-0.66796,-0.61941,0.1536,0.1792,65.6377,222.8403
77,NaN,NaN,0.1792,0.1792,NaN,NaN
78,NaN,NaN,0.2048,0.1792,NaN,NaN
79,NaN,NaN,0.2304,0.1792,NaN,NaN
80,NaN,NaN,-0.256,0.1536,NaN,NaN
81,NaN,NaN,-0.2304,0.1536,NaN,NaN
82,0.77298,-0.52113,-0.2048,0.1536,68.787,326.0128
83,0.68777,-0.54035,-0.1792,0.1536,61.0031,321.8449
84,0.60368,-0.55241,-0.1536,0.1536,54.9132,317.5393
85,0.5132,-0.56595,-0.128,0.1536,49.8168,312.2015
86,0.41603,-0.57891,-0.1024,0.1536,45.4709,305.7027
87,0.31415,-0.58824,-0.0768,0.1536,41.826,298.1045
88,0.20735,-0.59604,-0.0512,0.1536,39.1296,289.1817
89,0.09632,-0.59973,-0.0256,0.1536,37.4029,279.1241
90,-0.0194,-0.60386,0.0,0.1536,37.1693,268.1599
91,-0.13353,-0.60197,0.0256,0.1536,38.0684,257.4931
92,-0.24727,-0.59444,0.0512,0.1536,40.0771,247.4141
93,-0.36123,-0.58681,0.0768,0.1536,43.5574,238.3843
94,-0.46403,-0.57174,0.1024,0.1536,47.4214,230.9369
95,-0.57002,-0.55563,0.128,0.1536,52.7517,224.2676
96,-0.66904,-0.53632,0.1536,0.1536,59.0336,218.7166
97,-0.77704,-0.50764,0.1792,0.1536,68.1505,213.1566
98,NaN,NaN,0.2048,0.1536,NaN,NaN
99,NaN,NaN,0.2304,0.1536,NaN,NaN
100,NaN,NaN,-0.256,0.128,NaN,NaN
101,NaN,NaN,-0.2304,0.128,NaN,NaN
102,0.78422,-0.43208,-0.2048,0.128,63.5565,331.1466
103,0.70111,-0.44445,-0.1792,0.128,56.1106,327.6284
