Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,0.00901711,0.00917125,2.52554,225.0,304.266,309.531,304.172,298.469,1216.438,25.013,25.446,25.005,24.536,24.536
2,0.0311593,0.0311593,-0.00228868,-0.00187953,2.52561,45.0,305.859,304.016,305.609,306.562,1222.046,25.028,24.878,25.008,25.086,24.878
3,-0.0311593,0.0311594,0.00938346,-0.00278552,2.52561,135.0,300.984,305.938,308.391,301.922,1217.235,24.727,25.134,25.335,24.804,24.727
4,0.0311594,-0.0311593,-0.00182173,0.00862113,2.52561,315.0,307.969,306.25,301.609,302.109,1217.937,25.286,25.145,24.764,24.805,24.764
5,0.0934769,0.031159,-0.0137735,-0.00238362,5.65472,18.4349,306.781,298.125,299.875,307.922,1212.703,25.297,24.584,24.728,25.391,24.584
6,0.031159,0.0934769,-0.00181329,-0.014262,5.65472,71.565,300.203,298.625,307.766,308.391,1214.985,24.708,24.578,25.331,25.382,24.578
7,-0.0311589,0.0934769,0.00968748,-0.0148919,5.65472,108.435,296.109,301.312,311.016,304.469,1212.906,24.413,24.842,25.642,25.102,24.413
8,-0.0934769,0.031159,0.022021,-0.00264458,5.65472,161.565,295.531,308.469,310.469,296.734,1211.203,24.4,25.468,25.633,24.499,24.4
9,-0.0934769,-0.0311589,0.0214221,0.00968786,5.65472,198.435,298.078,310.969,305.156,292.203,1206.406,24.708,25.776,25.295,24.221,24.221
10,-0.0311589,-0.0934769,0.00896826,0.0207278,5.65472,251.565,305.797,311.297,298.688,293.344,1209.126,25.291,25.746,24.703,24.261,24.261
11,0.031159,-0.0934769,-0.00242106,0.0205466,5.65472,288.435,308.859,306.969,295.0,296.031,1206.859,25.592,25.435,24.444,24.529,24.444
12,0.0934769,-0.0311589,-0.0138625,0.00921153,5.65472,341.565,309.734,300.547,295.781,303.359,1209.421,25.61,24.85,24.456,25.083,24.456
13,0.0934768,0.0934768,-0.0140907,-0.0145792,7.59652,45.0,303.906,294.906,304.203,312.328,1215.343,25.006,24.265,25.03,25.699,24.265
14,-0.0934768,0.0934769,0.0216124,-0.0144638,7.59652,135.0,294.125,306.875,316.125,302.516,1219.641,24.116,25.161,25.92,24.804,24.116
15,-0.0934768,-0.0934768,0.0213909,0.0212881,7.59652,225.0,303.562,317.109,303.625,291.172,1215.468,24.975,26.089,24.98,23.956,23.956
16,0.0934768,-0.0934768,-0.0144019,0.0210568,7.59652,315.0,315.156,305.75,293.594,301.703,1216.203,25.913,25.14,24.14,24.807,24.14
17,0.155794,0.0311589,-0.0253196,-0.00249958,9.14188,11.3099,308.953,292.766,295.188,309.547,1206.454,25.608,24.267,24.467,25.658,24.267
18,0.0311589,0.155794,-0.00191894,-0.0269689,9.14188,78.6901,293.922,292.375,309.016,309.781,1205.094,24.39,24.262,25.642,25.706,24.262
19,-0.0311588,0.155794,0.0100895,-0.0269961,9.14188,101.31,289.984,295.422,312.297,305.594,1203.297,24.099,24.551,25.953,25.396,24.099
20,-0.155794,0.0311589,0.0337633,-0.00228218,9.14188,168.69,288.953,308.75,310.547,289.891,1198.141,24.117,25.769,25.919,24.195,24.117
21,-0.155794,-0.0311588,0.0335398,0.0097516,9.14188,191.31,293.719,313.812,308.031,287.766,1203.328,24.409,26.079,25.598,23.914,23.914
22,-0.0311589,-0.155794,0.00915094,0.0326262,9.14188,258.69,307.672,312.969,293.562,287.859,1202.062,25.595,26.036,24.422,23.947,23.947
23,0.0311589,-0.155794,-0.00229483,0.0325971,9.14188,281.31,310.312,308.391,289.406,290.234,1198.343,25.895,25.735,24.151,24.22,24.151
24,0.155794,-0.0311588,-0.0257358,0.00920345,9.14188,348.69,310.969,294.703,290.0,304.625,1200.297,25.908,24.553,24.161,25.379,24.161
25,0.155794,0.0934767,-0.0258338,-0.0148955,10.468,30.9638,300.688,284.703,294.188,308.906,1188.485,25.3,23.955,24.753,25.992,23.955
26,0.0934767,0.155794,-0.0142619,-0.0268281,10.468,59.0362,293.562,284.844,301.031,309.266,1188.703,24.696,23.963,25.324,26.017,23.963
27,-0.0934766,0.155794,0.0216602,-0.0270555,10.468,120.964,282.766,294.859,311.688,298.062,1187.375,23.814,24.833,26.25,25.103,23.814
28,-0.155794,0.0934768,0.0333829,-0.0147359,10.468,149.036,282.781,301.734,311.328,290.672,1186.515,23.833,25.43,26.239,24.498,23.833
29,-0.155794,-0.0934767,0.0334737,0.0214474,10.468,210.964,293.078,313.406,300.219,280.797,1187.5,24.68,26.392,25.282,23.646,23.646
30,-0.0934767,-0.155794,0.0210998,0.0328102,10.468,239.036,299.406,312.453,292.469,280.516,1184.844,25.27,26.371,24.684,23.675,23.675
31,0.0934767,-0.155794,-0.0141786,0.0323293,10.468,300.964,311.281,301.906,283.656,291.125,1187.968,26.203,25.414,23.877,24.506,23.877
32,0.155794,-0.0934767,-0.0260194,0.020742,10.468,329.036,312.016,295.438,284.188,298.578,1190.22,26.215,24.822,23.877,25.086,23.877
33,0.218112,0.0311589,-0.0373084,-0.00242883,12.7282,8.13011,305.0,282.203,284.469,305.594,1177.266,25.907,23.971,24.164,25.958,23.971
34,0.155794,0.155795,-0.0255603,-0.0270156,12.7282,45.0,294.984,279.578,295.844,310.625,1181.031,24.977,23.672,25.05,26.301,23.672
35,0.0311589,0.218112,-0.00195333,-0.0389082,12.7282,81.8699,285.328,283.578,307.203,307.766,1183.875,24.101,23.953,25.949,25.996,23.953
36,-0.0311588,0.218112,0.00984856,-0.0384147,12.7282,98.1301,281.266,286.25,309.75,303.109,1180.375,23.829,24.251,26.242,25.679,23.829
37,-0.155794,0.155795,0.0339055,-0.0266741,12.7282,135.0,277.594,296.547,313.328,292.281,1179.75,23.53,25.136,26.559,24.775,23.53
38,-0.218112,0.031159,0.0457963,-0.00233763,12.7282,171.87,280.234,306.594,308.547,281.031,1176.406,23.821,26.062,26.228,23.889,23.821
39,-0.218112,-0.0311588,0.0462392,0.00943359,12.7282,188.13,283.547,310.828,305.219,278.047,1177.641,24.078,26.394,25.918,23.611,23.611
40,-0.155795,-0.155794,0.0332715,0.033298,12.7282,225.0,294.375,314.625,294.359,275.391,1178.75,24.973,26.691,24.972,23.363,23.363
41,-0.0311589,-0.218112,0.00964639,0.0446377,12.7282,261.87,305.906,311.703,285.219,279.609,1182.437,25.871,26.361,24.121,23.647,23.647
42,0.0311589,-0.218112,-0.00250063,0.044363,12.7282,278.13,309.234,307.438,281.562,282.719,1180.953,26.185,26.033,23.842,23.94,23.842
43,0.155794,-0.155795,-0.0260358,0.0324259,12.7282,315.0,313.734,297.188,279.141,293.406,1183.469,26.51,25.112,23.587,24.792,23.587
44,0.218112,-0.0311589,-0.0376887,0.00933962,12.7282,351.87,310.109,286.812,282.297,303.578,1182.796,26.218,24.249,23.867,25.666,23.867
45,-0.218112,-0.0934766,0.0454382,0.0215668,13.7272,203.199,285.938,313.188,299.938,273.891,1172.955,24.378,26.701,25.571,23.351,23.351
46,-0.0934766,-0.218112,0.0213345,0.0450957,13.7272,246.801,299.656,312.672,285.734,273.75,1171.812,25.572,26.683,24.384,23.361,23.361
47,0.218112,0.0934768,-0.0376008,-0.0148889,13.7272,23.1986,301.188,278.266,287.828,309.141,1176.423,25.602,23.654,24.466,26.278,23.654
48,0.0934767,0.218112,-0.013715,-0.0388282,13.7272,66.8014,286.141,277.797,300.875,308.625,1173.438,24.385,23.674,25.64,26.301,23.674
49,-0.0934767,0.218112,0.0221377,-0.0387143,13.7272,113.199,276.297,288.203,312.031,297.938,1174.469,23.525,24.539,26.568,25.368,23.525
50,-0.218112,0.0934768,0.0460537,-0.0144618,13.7272,156.801,275.5,301.625,310.938,283.125,1171.188,23.523,25.754,26.549,24.174,23.523
51,0.0934768,-0.218112,-0.0142975,0.044277,13.7272,293.199,311.172,301.672,276.797,284.078,1173.719,26.512,25.702,23.583,24.203,23.583
52,0.218112,-0.0934767,-0.0383147,0.0206535,13.7272,336.801,311.562,288.016,276.922,298.391,1174.891,26.518,24.514,23.57,25.397,23.57
53,-0.218112,-0.155794,0.0460342,0.0337295,15.5476,215.538,284.25,311.703,291.344,265.719,1153.016,24.653,27.034,25.268,23.046,23.046
54,-0.155794,-0.218112,0.0338356,0.0452542,15.5476,234.462,290.938,311.219,284.359,265.656,1152.172,25.251,27.012,24.68,23.057,23.057
55,0.218112,0.155794,-0.0374154,-0.0272542,15.5476,35.5377,292.125,270.297,286.25,307.688,1156.36,25.262,23.375,24.754,26.608,23.375
56,0.155794,0.218112,-0.0253125,-0.0387999,15.5476,54.4623,285.281,270.375,293.078,307.438,1156.172,24.675,23.385,25.349,26.591,23.385
57,-0.155794,0.218112,0.0342503,-0.0387083,15.5476,125.538,267.125,285.438,309.062,288.0,1149.625,23.236,24.829,26.884,25.052,23.236
58,-0.218112,0.155795,0.0460182,-0.0267452,15.5476,144.462,266.75,291.891,308.516,280.828,1147.985,23.236,25.426,26.875,24.463,23.236
59,0.155795,-0.218112,-0.0265085,0.0445527,15.5476,305.538,308.219,291.469,267.422,281.109,1148.219,26.843,25.384,23.29,24.482,23.29
60,0.218112,-0.155794,-0.0381325,0.0328906,15.5476,324.462,308.828,285.391,267.969,288.406,1150.594,26.841,24.804,23.29,25.066,23.29
61,0.28043,0.0311589,-0.0494906,-0.00302222,16.3889,6.3402,299.469,270.094,272.922,300.094,1142.579,26.21,23.639,23.886,26.265,23.639
62,0.0311589,0.28043,-0.00150933,-0.0513447,16.3889,83.6598,270.812,269.328,299.188,299.422,1138.75,23.782,23.651,26.273,26.294,23.651
