id,X,Y,x_light,y_light,Extrapolated
0,0.8310699462890625,-0.7701263427734375,-0.256,0.256,True
1,0.7674474716186523,-0.7931139469146729,-0.2304,0.256,True
2,0.6998411491513252,-0.8215153217315674,-0.2048,0.256,True
3,0.6264300346374512,-0.841949462890625,-0.1792,0.256,True
4,0.5432624816894531,-0.864044189453125,-0.1536,0.256,True
5,0.460463285446167,-0.8823366165161133,-0.128,0.256,True
6,0.37409400939941406,-0.8995285034179688,-0.1024,0.256,True
7,0.2865867614746094,-0.9096755981445312,-0.0768,0.256,True
8,0.194625354243538,-0.9190527177289827,-0.0512,0.256,True
9,0.10822402207642717,-0.9238458720112169,-0.0256,0.256,True
10,0.019785528289115985,-0.9253183126351882,0.0,0.256,True
11,-0.06421072994095808,-0.9257363478226455,0.0256,0.256,True
12,-0.1512971505471044,-0.9226374802364435,0.0512,0.256,True
13,-0.2376870593545099,-0.9171539284010723,0.0768,0.256,True
14,-0.32887485200374955,-0.904013170354894,0.1024,0.256,True
15,-0.4196896553039551,-0.8904199600219727,0.128,0.256,True
16,-0.5061378479003906,-0.874176025390625,0.1536,0.256,True
17,-0.5890591372597479,-0.8522012378735643,0.1792,0.256,True
18,-0.6638957869400754,-0.8301778009407182,0.2048,0.256,True
19,-0.7342268228530884,-0.8075352907180786,0.2304,0.256,True
20,-0.8023853302001953,-0.7831745147705078,0.256,0.256,True
21,0.8573818206787109,-0.7121105194091797,-0.256,0.2304,True
22,0.7878837585449219,-0.7329616546630859,-0.2304,0.2304,True
23,0.7180057180507028,-0.753385451907908,-0.2048,0.2304,True
24,0.643659106189554,-0.7779205210883928,-0.1792,0.2304,True
25,0.5623531341552734,-0.7965943813323975,-0.1536,0.2304,True
26,0.4754796028137207,-0.8151845932006836,-0.128,0.2304,True
27,0.38714,-0.83243,-0.1024,0.2304,False
28,0.29868,-0.84306,-0.0768,0.2304,False
29,0.20257,-0.85223,-0.0512,0.2304,False
30,0.11307,-0.85763,-0.0256,0.2304,False
31,0.01905,-0.85976,0.0,0.2304,False
32,-0.06851,-0.86043,0.0256,0.2304,False
33,-0.15755,-0.85681,0.0512,0.2304,False
34,-0.24705,-0.84941,0.0768,0.2304,False
35,-0.34345,-0.83826,0.1024,0.2304,False
36,-0.43198,-0.82263,0.128,0.2304,False
37,-0.5232200622558594,-0.805572509765625,0.1536,0.2304,True
38,-0.6052761077880859,-0.7863492965698242,0.1792,0.2304,True
39,-0.6814937242460204,-0.7658529647712113,0.2048,0.2304,True
40,-0.7563629150390625,-0.7444343566894531,0.2304,0.2304,True
41,-0.8256263732910156,-0.7162802219390869,0.256,0.2304,True
42,0.8777923583984375,-0.6432418823242188,-0.256,0.2048,True
43,0.8109820979334021,-0.6661303508284999,-0.2304,0.2048,True
44,0.7365850622936123,-0.6859688128425208,-0.2048,0.2048,True
45,0.6603325970836383,-0.7040690209752911,-0.1792,0.2048,True
46,0.58209,-0.72076,-0.1536,0.2048,False
47,0.49156,-0.74132,-0.128,0.2048,False
48,0.39955,-0.75539,-0.1024,0.2048,False
49,0.30694,-0.7678,-0.0768,0.2048,False
50,0.21072,-0.77734,-0.0512,0.2048,False
51,0.11203,-0.78408,-0.0256,0.2048,False
52,0.01751,-0.78613,0.0,0.2048,False
53,-0.0727,-0.78827,0.0256,0.2048,False
54,-0.1649,-0.78323,0.0512,0.2048,False
55,-0.25938,-0.77589,0.0768,0.2048,False
56,-0.35553,-0.7621,0.1024,0.2048,False
57,-0.45065,-0.75134,0.128,0.2048,False
58,-0.53985,-0.73327,0.1536,0.2048,False
59,-0.6206245970829396,-0.7149067268401428,0.1792,0.2048,True
60,-0.7006325721740723,-0.6950730085372925,0.2048,0.2048,True
61,-0.7764739990234375,-0.6709442138671875,0.2304,0.2048,True
62,-0.8474578857421875,-0.6486968994140625,0.256,0.2048,True
63,0.893859893801346,-0.5659498431992598,-0.256,0.1792,True
64,0.8294429779052734,-0.5910396575927734,-0.2304,0.1792,True
65,0.7561438928657892,-0.6109555739413439,-0.2048,0.1792,True
66,0.6763,-0.6302,-0.1792,0.1792,False
67,0.59631,-0.64401,-0.1536,0.1792,False
68,0.5053,-0.66113,-0.128,0.1792,False
69,0.41293,-0.67377,-0.1024,0.1792,False
70,0.31717,-0.68909,-0.0768,0.1792,False
71,0.21946,-0.6949,-0.0512,0.1792,False
72,0.12365,-0.70029,-0.0256,0.1792,False
73,0.0237,-0.70562,0.0,0.1792,False
74,-0.07474,-0.70396,0.0256,0.1792,False
75,-0.16921,-0.70002,0.0512,0.1792,False
76,-0.27008,-0.6956,0.0768,0.1792,False
77,-0.37066,-0.68397,0.1024,0.1792,False
78,-0.46374,-0.67037,0.128,0.1792,False
79,-0.55464,-0.65078,0.1536,0.1792,False
80,-0.63723,-0.63736,0.1792,0.1792,False
81,-0.718905321278873,-0.6162783345723066,0.2048,0.1792,True
82,-0.794492191507099,-0.5959790753686887,0.2304,0.1792,True
83,-0.8641510009765625,-0.57208251953125,0.256,0.1792,True
84,0.9145059585571289,-0.4870333671569824,-0.256,0.1536,True
85,0.8441845321355215,-0.5072289069270464,-0.2304,0.1536,True
86,0.77689,-0.53023,-0.2048,0.1536,False
87,0.69113,-0.5453,-0.1792,0.1536,False
88,0.60925,-0.56314,-0.1536,0.1536,False
89,0.52002,-0.57556,-0.128,0.1536,False
90,0.42525,-0.59047,-0.1024,0.1536,False
91,0.32892,-0.60237,-0.0768,0.1536,False
92,0.228,-0.61002,-0.0512,0.1536,False
93,0.12517,-0.61282,-0.0256,0.1536,False
94,0.02472,-0.61963,0.0,0.1536,False
95,-0.07523,-0.61988,0.0256,0.1536,False
96,-0.1771,-0.61443,0.0512,0.1536,False
97,-0.27754,-0.60722,0.0768,0.1536,False
98,-0.37981,-0.59693,0.1024,0.1536,False
99,-0.4771,-0.58566,0.128,0.1536,False
100,-0.56782,-0.56917,0.1536,0.1536,False
101,-0.65219,-0.55429,0.1792,0.1536,False
102,-0.73494,-0.53302,0.2048,0.1536,False
103,-0.8107042090553871,-0.5130069664835298,0.2304,0.1536,True
104,-0.8833770751953125,-0.49312686920166016,0.256,0.1536,True
105,0.9337387084960938,-0.4017791748046875,-0.256,0.128,True
106,0.8626556396484375,-0.42102813720703125,-0.2304,0.128,True
107,0.78853,-0.43965,-0.2048,0.128,False
108,0.70806,-0.45842,-0.1792,0.128,False
109,0.62307,-0.47215,-0.1536,0.128,False
110,0.53257,-0.48814,-0.128,0.128,False
111,0.43704,-0.5002,-0.1024,0.128,False
112,0.33747,-0.50904,-0.0768,0.128,False
113,0.23442,-0.51644,-0.0512,0.128,False
114,0.12635,-0.52257,-0.0256,0.128,False
115,0.02469,-0.5262,0.0,0.128,False
116,-0.07844,-0.52416,0.0256,0.128,False
117,-0.18154,-0.52137,0.0512,0.128,False
118,-0.28422,-0.51195,0.0768,0.128,False
119,-0.39047,-0.50687,0.1024,0.128,False
120,-0.48747,-0.48948,0.128,0.128,False
121,-0.58008,-0.48124,0.1536,0.128,False
122,-0.66377,-0.46459,0.1792,0.128,False
123,-0.75207,-0.44869,0.2048,0.128,False
124,-0.82507,-0.42565,0.2304,0.128,False
125,-0.8986740112304688,-0.4079728126525879,0.256,0.128,True
126,0.94580078125,-0.31594085693359375,-0.256,0.1024,True
127,0.87972,-0.32582,-0.2304,0.1024,False
128,0.80321,-0.34593,-0.2048,0.1024,False
129,0.72153,-0.36162,-0.1792,0.1024,False
130,0.63481,-0.38006,-0.1536,0.1024,False
131,0.54609,-0.39098,-0.128,0.1024,False
132,0.44727,-0.39892,-0.1024,0.1024,False
133,0.34929,-0.40782,-0.0768,0.1024,False
134,0.24169,-0.41902,-0.0512,0.1024,False
135,0.13495,-0.42128,-0.0256,0.1024,False
136,0.02789,-0.42328,0.0,0.1024,False
137,-0.07992,-0.42451,0.0256,0.1024,False
138,-0.18695,-0.42061,0.0512,0.1024,False
139,-0.29229,-0.41513,0.0768,0.1024,False
140,-0.39741,-0.40626,0.1024,0.1024,False
141,-0.49562,-0.39698,0.128,0.1024,False
142,-0.59262,-0.37885,0.1536,0.1024,False
143,-0.67908,-0.3694,0.1792,0.1024,False
144,-0.76032,-0.35649,0.2048,0.1024,False
145,-0.83808,-0.33494,0.2304,0.1024,False
146,-0.91033935546875,-0.3234729766845703,0.256,0.1024,True
147,0.95,-0.22280388075771757,-0.256,0.0768,True
148,0.89012,-0.23565,-0.2304,0.0768,False
149,0.81189,-0.25535,-0.2048,0.0768,False
150,0.7314,-0.26689,-0.1792,0.0768,False
151,0.64756,-0.27776,-0.1536,0.0768,False
152,0.5545,-0.28799,-0.128,0.0768,False
153,0.45718,-0.29666,-0.1024,0.0768,False
154,0.35527,-0.30769,-0.0768,0.0768,False
155,0.24897,-0.31178,-0.0512,0.0768,False
156,0.1378,-0.31596,-0.0256,0.0768,False
157,0.02918,-0.31755,0.0,0.0768,False
158,-0.08111,-0.31872,0.0256,0.0768,False
159,-0.19014,-0.31528,0.0512,0.0768,False
160,-0.29905,-0.31102,0.0768,0.0768,False
161,-0.40443,-0.30131,0.1024,0.0768,False
162,-0.50485,-0.29153,0.128,0.0768,False
163,-0.59926,-0.28256,0.1536,0.0768,False
164,-0.6895,-0.27139,0.1792,0.0768,False
165,-0.77239,-0.25863,0.2048,0.0768,False
166,-0.84621,-0.24432,0.2304,0.0768,False
167,-0.9198027530759258,-0.2324466928045062,0.256,0.0768,True
168,0.95,-0.1358259889794023,-0.256,0.0512,True
169,0.89343,-0.14522,-0.2304,0.0512,False
170,0.81891,-0.15398,-0.2048,0.0512,False
171,0.73744,-0.16363,-0.1792,0.0512,False
172,0.65548,-0.17142,-0.1536,0.0512,False
173,0.56232,-0.18163,-0.128,0.0512,False
174,0.46542,-0.18844,-0.1024,0.0512,False
175,0.36279,-0.1947,-0.0768,0.0512,False
176,0.25427,-0.19966,-0.0512,0.0512,False
177,0.14023,-0.20134,-0.0256,0.0512,False
178,0.03073,-0.20336,0.0,0.0512,False
179,-0.07972,-0.20341,0.0256,0.0512,False
180,-0.19082,-0.20228,0.0512,0.0512,False
181,-0.30281,-0.20046,0.0768,0.0512,False
182,-0.40969,-0.19152,0.1024,0.0512,False
183,-0.5114,-0.18624,0.128,0.0512,False
184,-0.60373,-0.17831,0.1536,0.0512,False
185,-0.69435,-0.17071,0.1792,0.0512,False
186,-0.7788,-0.16058,0.2048,0.0512,False
