Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0018,-0.0036,0,-2.44249e-15,243.435,0.2307,0.00674668,0.00535473
2,0,0,0.0055,-0.0034,60,0,328.276,0.370623,0.00641117,0.00487929
3,-0,0,0.0018,0.0002,120,0,6.34019,0.104678,0.00621505,0.00460112
4,-0,-0,-0.0055,0.0001,180,0,178.958,0.315279,0.00719913,0.00437039
5,-0,-0,-0.0055,0.0001,240,0,178.958,0.315279,0.00791072,0.00511372
6,0,-0,0.0019,-0.0073,300,0,284.589,0.432054,0.00696475,0.00583457
7,0.0174524,1.08216e-18,0.0166,-0.007,3.55271e-15,1,337.135,1.0323,0.00246773,0.00570132
8,0.0087262,0.0151142,0.0089,0.0154,60,1,59.9754,1.01914,0.00453054,0.00137763
9,-0.0087262,0.0151142,-0.0097,0.0186,120,1,117.542,1.20203,0.00905993,0.00082363
10,-0.0174524,-1.52574e-09,-0.0169,-0.0038,180,1,192.672,0.992487,0.0112944,0.00470244
11,-0.0087262,-0.0151142,-0.0094,-0.0193,240,1,244.032,1.23003,0.00939529,0.00862658
12,0.0087262,-0.0151142,0.0095,-0.0227,300,1,292.709,1.41,0.00467828,0.00902951
13,0.0348995,2.164e-18,0.0353,-0.0029,3.55271e-15,2,355.304,2.0298,-0.00198059,0.00574229
14,0.0174497,0.0302239,0.02,0.027,60,2,53.4711,1.92549,0.00217828,-0.00206438
15,-0.0174497,0.0302239,-0.0168,0.0343,120,2,116.095,2.18883,0.0107579,-0.0029883
16,-0.0348995,-3.05101e-09,-0.0357,-0.0003,180,2,180.481,2.04593,0.0151358,0.00437129
17,-0.0174497,-0.0302239,-0.0169,-0.027,240,2,237.956,1.82531,0.0111419,0.011999
18,0.0174497,-0.0302239,0.0171,-0.0301,300,2,299.601,1.98386,0.00252882,0.0121012
