id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
28,0.29548,-0.84366,289.3021,63.3684,-0.0768,0.2304,0
29,0.20253,-0.85519,283.3236,61.5033,-0.0512,0.2304,1
30,0.10964,-0.85794,277.2826,59.8733,-0.0256,0.2304,2
31,0.0208,-0.86023,271.3851,59.3707,0.0,0.2304,3
32,-0.06504,-0.8619,265.6846,59.8086,0.0256,0.2304,4
33,-0.15567,-0.85818,259.7186,60.7135,0.0512,0.2304,5
34,-0.24991,-0.8494,253.6051,62.3009,0.0768,0.2304,6
35,-0.34419,-0.83888,247.6918,65.0593,0.1024,0.2304,7
36,-0.43345,-0.82129,242.1764,68.2258,0.128,0.2304,8
46,0.58074,-0.72392,308.7371,68.1364,-0.1536,0.2048,9
385,0.31376,0.81484,68.9404,60.828,-0.0768,-0.2048,10
27,0.3881,-0.83284,294.9853,66.7553,-0.1024,0.2304,11
160,-0.30036,-0.30981,225.8873,25.5632,0.0768,0.0768,12
159,-0.19083,-0.31637,238.9022,21.6828,0.0512,0.0768,13
145,-0.83885,-0.33861,201.9819,64.7713,0.2304,0.1024,14
144,-0.76011,-0.35553,205.0671,57.0502,0.2048,0.1024,15
131,0.54331,-0.39122,324.2436,42.029,-0.128,0.1024,16
130,0.63489,-0.37865,329.188,47.6659,-0.1536,0.1024,17
129,0.72271,-0.36522,333.1903,54.0715,-0.1792,0.1024,18
128,0.80269,-0.34814,336.5528,61.0374,-0.2048,0.1024,19
48,0.40221,-0.75422,298.0701,58.7336,-0.1024,0.2048,20
47,0.49308,-0.7421,303.6016,62.9963,-0.128,0.2048,21
55,-0.26063,-0.77438,251.3985,54.7919,0.0768,0.2048,22
384,0.40424,0.81168,63.5254,65.0629,-0.1024,-0.2048,23
386,0.21859,0.82197,75.1078,58.2703,-0.0512,-0.2048,24
393,-0.42751,0.8103,117.8159,66.3711,0.128,-0.2048,25
161,-0.40527,-0.30238,216.7274,30.3742,0.1024,0.0768,26
158,-0.07991,-0.31744,255.8704,19.1076,0.0256,0.0768,27
148,0.88666,-0.23832,344.9554,66.6542,-0.2304,0.0768,28
143,-0.68003,-0.36784,208.4097,50.6368,0.1792,0.1024,29
132,0.44735,-0.40081,318.1408,36.9159,-0.1024,0.1024,30
116,-0.07708,-0.52709,261.6802,32.1878,0.0256,0.128,31
117,-0.18072,-0.51999,250.8354,33.4013,0.0512,0.128,32
127,0.87791,-0.32724,339.5571,69.54,-0.2304,0.1024,33
