Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,0.0147198,0.0120749,2.52554,225.0,272.156,277.891,273.594,263.328,1086.969,25.038,25.566,25.17,24.226,24.226
2,0.0311593,0.0311593,-0.000908056,-0.00234941,2.52561,45.0,271.641,269.109,272.422,270.875,1084.047,25.058,24.824,25.13,24.987,24.824
3,-0.0311593,0.0311594,0.0142136,-0.00285442,2.52561,135.0,263.422,268.766,272.531,262.703,1067.422,24.678,25.179,25.532,24.611,24.611
4,0.0311594,-0.0311593,-0.000705006,0.0125031,2.52561,315.0,276.156,273.625,268.984,267.219,1085.984,25.429,25.196,24.769,24.606,24.606
5,0.0934769,0.031159,-0.0149215,-0.00193748,5.65472,18.4349,274.562,264.719,267.547,273.828,1080.656,25.407,24.496,24.758,25.339,24.496
6,0.031159,0.0934769,-0.000822689,-0.0168435,5.65472,71.565,267.266,264.906,275.938,274.469,1082.579,24.688,24.47,25.489,25.353,24.47
7,-0.0311589,0.0934769,0.0142278,-0.0171974,5.65472,108.435,263.547,269.094,280.578,270.703,1083.922,24.314,24.826,25.885,24.974,24.314
8,-0.0934769,0.031159,0.0292465,-0.00319184,5.65472,161.565,262.922,276.281,280.469,262.188,1081.86,24.303,25.538,25.925,24.235,24.235
9,-0.0934769,-0.0311589,0.0291899,0.0123407,5.65472,198.435,266.859,280.453,275.969,258.0,1081.281,24.68,25.937,25.522,23.861,23.861
10,-0.0311589,-0.0934769,0.0145867,0.0268002,5.65472,251.565,274.25,280.094,267.656,257.75,1079.75,25.399,25.941,24.789,23.871,23.871
11,0.031159,-0.0934769,-0.000547109,0.0266932,5.65472,288.435,279.844,277.266,265.062,263.078,1085.25,25.786,25.549,24.424,24.241,24.241
12,0.0934769,-0.0311589,-0.0154483,0.0127754,5.65472,341.565,280.719,269.875,265.375,271.328,1087.297,25.818,24.821,24.407,24.954,24.407
