id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.256,0.256,NaN,NaN
1,NaN,NaN,-0.2304,0.256,NaN,NaN
2,NaN,NaN,-0.2048,0.256,NaN,NaN
3,NaN,NaN,-0.1792,0.256,NaN,NaN
4,NaN,NaN,-0.1536,0.256,NaN,NaN
5,NaN,NaN,-0.128,0.256,NaN,NaN
6,NaN,NaN,-0.1024,0.256,NaN,NaN
7,NaN,NaN,-0.0768,0.256,NaN,NaN
8,NaN,NaN,-0.0512,0.256,NaN,NaN
9,NaN,NaN,-0.0256,0.256,NaN,NaN
10,NaN,NaN,0.0,0.256,NaN,NaN
11,NaN,NaN,0.0256,0.256,NaN,NaN
12,NaN,NaN,0.0512,0.256,NaN,NaN
13,NaN,NaN,0.0768,0.256,NaN,NaN
14,NaN,NaN,0.1024,0.256,NaN,NaN
15,NaN,NaN,0.128,0.256,NaN,NaN
16,NaN,NaN,0.1536,0.256,NaN,NaN
17,NaN,NaN,0.1792,0.256,NaN,NaN
18,NaN,NaN,0.2048,0.256,NaN,NaN
19,NaN,NaN,0.2304,0.256,NaN,NaN
20,NaN,NaN,0.256,0.256,NaN,NaN
21,NaN,NaN,-0.256,0.2304,NaN,NaN
22,NaN,NaN,-0.2304,0.2304,NaN,NaN
23,NaN,NaN,-0.2048,0.2304,NaN,NaN
24,NaN,NaN,-0.1792,0.2304,NaN,NaN
25,NaN,NaN,-0.1536,0.2304,NaN,NaN
26,NaN,NaN,-0.128,0.2304,NaN,NaN
27,0.3881,-0.83284,-0.1024,0.2304,66.7553,294.9853
28,0.29548,-0.84366,-0.0768,0.2304,63.3684,289.3021
29,0.20253,-0.85519,-0.0512,0.2304,61.5033,283.3236
30,0.10964,-0.85794,-0.0256,0.2304,59.8733,277.2826
31,0.0208,-0.86023,0.0,0.2304,59.3707,271.3851
32,-0.06504,-0.8619,0.0256,0.2304,59.8086,265.6846
33,-0.15567,-0.85818,0.0512,0.2304,60.7135,259.7186
34,-0.24991,-0.8494,0.0768,0.2304,62.3009,253.6051
35,-0.34419,-0.83888,0.1024,0.2304,65.0593,247.6918
36,-0.43345,-0.82129,0.128,0.2304,68.2258,242.1764
37,NaN,NaN,0.1536,0.2304,NaN,NaN
38,NaN,NaN,0.1792,0.2304,NaN,NaN
39,NaN,NaN,0.2048,0.2304,NaN,NaN
40,NaN,NaN,0.2304,0.2304,NaN,NaN
41,NaN,NaN,0.256,0.2304,NaN,NaN
42,NaN,NaN,-0.256,0.2048,NaN,NaN
43,NaN,NaN,-0.2304,0.2048,NaN,NaN
44,NaN,NaN,-0.2048,0.2048,NaN,NaN
45,NaN,NaN,-0.1792,0.2048,NaN,NaN
46,0.58074,-0.72392,-0.1536,0.2048,68.1364,308.7371
47,0.49308,-0.7421,-0.128,0.2048,62.9963,303.6016
48,0.40221,-0.75422,-0.1024,0.2048,58.7336,298.0701
49,0.30392,-0.7675,-0.0768,0.2048,55.6376,291.6029
50,0.2095,-0.7762,-0.0512,0.2048,53.5114,285.1045
51,0.11525,-0.78282,-0.0256,0.2048,52.3033,278.3752
52,0.01877,-0.7869,0.0,0.2048,51.9175,271.3664
53,-0.07181,-0.78918,0.0256,0.2048,52.4142,264.8008
54,-0.1654,-0.7829,0.0512,0.2048,53.1474,258.0708
55,-0.26063,-0.77438,0.0768,0.2048,54.7919,251.3985
56,-0.35584,-0.76653,0.1024,0.2048,57.6824,245.0982
57,-0.45027,-0.75017,0.128,0.2048,61.0364,239.0268
58,-0.53548,-0.73166,0.1536,0.2048,65.0503,233.8007
59,NaN,NaN,0.1792,0.2048,NaN,NaN
60,NaN,NaN,0.2048,0.2048,NaN,NaN
61,NaN,NaN,0.2304,0.2048,NaN,NaN
62,NaN,NaN,0.256,0.2048,NaN,NaN
63,NaN,NaN,-0.256,0.1792,NaN,NaN
64,NaN,NaN,-0.2304,0.1792,NaN,NaN
65,NaN,NaN,-0.2048,0.1792,NaN,NaN
66,0.67726,-0.62783,-0.1792,0.1792,67.4432,317.169
67,0.59576,-0.647,-0.1536,0.1792,61.5834,312.639
68,0.50558,-0.6636,-0.128,0.1792,56.538,307.3029
69,0.41197,-0.67787,-0.1024,0.1792,52.4892,301.2888
70,0.31674,-0.68875,-0.0768,0.1792,49.2961,294.6966
71,0.21839,-0.69837,-0.0512,0.1792,47.0308,287.3652
72,0.12146,-0.70352,-0.0256,0.1792,45.5554,279.7953
73,0.02109,-0.70639,0.0,0.1792,44.9674,271.7101
74,-0.07485,-0.70402,0.0256,0.1792,45.0714,263.9312
75,-0.16991,-0.7017,0.0512,0.1792,46.218,256.3884
76,-0.26989,-0.69582,0.0768,0.1792,48.2733,248.8001
77,-0.37045,-0.68156,0.1024,0.1792,50.8713,241.4745
78,-0.46294,-0.67108,0.128,0.1792,54.6139,235.4004
79,-0.54949,-0.65848,0.1536,0.1792,59.0519,230.1556
80,-0.63802,-0.63572,0.1792,0.1792,64.2465,224.8965
81,NaN,NaN,0.2048,0.1792,NaN,NaN
82,NaN,NaN,0.2304,0.1792,NaN,NaN
83,NaN,NaN,0.256,0.1792,NaN,NaN
84,NaN,NaN,-0.256,0.1536,NaN,NaN
85,NaN,NaN,-0.2304,0.1536,NaN,NaN
86,0.7768,-0.53022,-0.2048,0.1536,70.1367,325.6837
87,0.69213,-0.54727,-0.1792,0.1536,61.9276,321.6664
88,0.61043,-0.56055,-0.1536,0.1536,55.9714,317.4391
89,0.51804,-0.57633,-0.128,0.1536,50.799,311.9511
90,0.42555,-0.5914,-0.1024,0.1536,46.7685,305.7374
91,0.32892,-0.60253,-0.0768,0.1536,43.3507,298.63
92,0.22762,-0.61063,-0.0512,0.1536,40.668,290.4436
93,0.12429,-0.61597,-0.0256,0.1536,38.931,281.4079
94,0.0236,-0.61981,0.0,0.1536,38.3351,272.1806
95,-0.07688,-0.62055,0.0256,0.1536,38.7038,262.9376
96,-0.1781,-0.61481,0.0512,0.1536,39.7983,253.8446
97,-0.28029,-0.60949,0.0768,0.1536,42.1327,245.3034
98,-0.38175,-0.59656,0.1024,0.1536,45.0926,237.3841
99,-0.47512,-0.58731,0.128,0.1536,49.0628,231.028
100,-0.5659,-0.56993,0.1536,0.1536,53.4328,225.2033
101,-0.65359,-0.55238,0.1792,0.1536,58.8424,220.2027
102,-0.73194,-0.53502,0.2048,0.1536,65.0441,216.1654
103,NaN,NaN,0.2304,0.1536,NaN,NaN
