Idx,elevation,azimuth,X,Y,x_light,y_light
1,45,0,0.707107,0,-0.217609,0.0141808
2,45,0,0.707107,0,-0.217373,0.0137647
3,45,0,0.707107,0,-0.217653,0.0143292
4,45,0,0.707107,0,-0.218511,0.0140424
5,45,0,0.707107,0,-0.217476,0.0143816
6,45.8161,0,0.717107,0,-0.221064,0.0142045
7,45.8161,0,0.717107,0,-0.220955,0.0142584
8,45.8161,0,0.717107,0,-0.220666,0.0139627
9,45.8161,0,0.717107,0,-0.220501,0.014198
10,45.8161,0,0.717107,0,-0.220858,0.0143697
11,46.6444,0,0.727107,0,-0.223309,0.0139171
12,46.6444,0,0.727107,0,-0.223913,0.0139472
13,46.6444,0,0.727107,0,-0.223781,0.0148833
14,46.6444,0,0.727107,0,-0.224443,0.01402
15,46.6444,0,0.727107,0,-0.223651,0.0146271
16,47.4855,0,0.737107,0,-0.227044,0.0144806
17,47.4855,0,0.737107,0,-0.226605,0.0147315
18,47.4855,0,0.737107,0,-0.226322,0.0141188
19,47.4855,0,0.737107,0,-0.227161,0.0141989
20,47.4855,0,0.737107,0,-0.227393,0.0142094
21,48.3404,0,0.747107,0,-0.229895,0.0146141
22,48.3404,0,0.747107,0,-0.229717,0.0145937
23,48.3404,0,0.747107,0,-0.230848,0.0137127
24,48.3404,0,0.747107,0,-0.229756,0.0145615
25,48.3404,0,0.747107,0,-0.230009,0.0148462
26,49.2098,0,0.757107,0,-0.233147,0.0138402
27,49.2098,0,0.757107,0,-0.232826,0.0137393
28,49.2098,0,0.757107,0,-0.233837,0.0148589
29,49.2098,0,0.757107,0,-0.233167,0.014296
30,49.2098,0,0.757107,0,-0.233255,0.0151753
31,50.0948,0,0.767107,0,-0.23691,0.0148961
32,50.0948,0,0.767107,0,-0.236171,0.0140682
33,50.0948,0,0.767107,0,-0.235584,0.014678
34,50.0948,0,0.767107,0,-0.236322,0.0144514
35,50.0948,0,0.767107,0,-0.236641,0.0139986
36,50.9964,0,0.777107,0,-0.238713,0.0141999
37,50.9964,0,0.777107,0,-0.239121,0.0145204
38,50.9964,0,0.777107,0,-0.238787,0.0147691
39,50.9964,0,0.777107,0,-0.238697,0.0141613
40,50.9964,0,0.777107,0,-0.239521,0.0142448
41,51.9159,0,0.787107,0,-0.241527,0.0139803
42,51.9159,0,0.787107,0,-0.242383,0.0143863
43,51.9159,0,0.787107,0,-0.242658,0.0137758
44,51.9159,0,0.787107,0,-0.242396,0.0146033
45,51.9159,0,0.787107,0,-0.24255,0.0140406
46,52.8547,0,0.797107,0,-0.245576,0.0136537
47,52.8547,0,0.797107,0,-0.245992,0.0133676
48,52.8547,0,0.797107,0,-0.244398,0.0144714
49,52.8547,0,0.797107,0,-0.245483,0.0138361
50,52.8547,0,0.797107,0,-0.245002,0.0139057
51,53.8142,0,0.807107,0,-0.248013,0.0146263
52,53.8142,0,0.807107,0,-0.248092,0.014261
53,53.8142,0,0.807107,0,-0.247687,0.0131951
54,53.8142,0,0.807107,0,-0.247882,0.0143121
55,53.8142,0,0.807107,0,-0.248613,0.0151368
56,54.7962,0,0.817107,0,-0.250967,0.0144486
57,54.7962,0,0.817107,0,-0.25146,0.0141225
58,54.7962,0,0.817107,0,-0.251028,0.0145845
59,54.7962,0,0.817107,0,-0.251211,0.0143835
60,54.7962,0,0.817107,0,-0.250587,0.0138854
61,55.8027,0,0.827107,0,-0.254478,0.0147758
62,55.8027,0,0.827107,0,-0.253503,0.0137564
63,55.8027,0,0.827107,0,-0.25395,0.0145665
64,55.8027,0,0.827107,0,-0.253615,0.0136374
65,55.8027,0,0.827107,0,-0.253796,0.0145665
66,56.8358,0,0.837107,0,-0.256981,0.0137371
67,56.8358,0,0.837107,0,-0.256588,0.013811
68,56.8358,0,0.837107,0,-0.256363,0.0143923
69,56.8358,0,0.837107,0,-0.257036,0.0143356
70,56.8358,0,0.837107,0,-0.256836,0.0145319
71,57.8983,0,0.847107,0,-0.259474,0.0147317
72,57.8983,0,0.847107,0,-0.259073,0.014905
73,57.8983,0,0.847107,0,-0.259904,0.0146093
74,57.8983,0,0.847107,0,-0.259584,0.0146221
75,57.8983,0,0.847107,0,-0.259957,0.014699
76,58.9933,0,0.857107,0,-0.261905,0.0136947
77,58.9933,0,0.857107,0,-0.264298,0.0147243
78,58.9933,0,0.857107,0,-0.262378,0.0150466
79,58.9933,0,0.857107,0,-0.263301,0.0135711
80,58.9933,0,0.857107,0,-0.262727,0.0145092
81,60.1241,0,0.867107,0,-0.266342,0.0149756
82,60.1241,0,0.867107,0,-0.265597,0.0155085
83,60.1241,0,0.867107,0,-0.266532,0.0136167
84,60.1241,0,0.867107,0,-0.266426,0.014831
85,60.1241,0,0.867107,0,-0.265843,0.0140695
86,61.2953,0,0.877107,0,-0.268603,0.0143835
87,61.2953,0,0.877107,0,-0.269061,0.0152734
88,61.2953,0,0.877107,0,-0.268465,0.0149299
89,61.2953,0,0.877107,0,-0.268699,0.0145078
90,61.2953,0,0.877107,0,-0.26858,0.0161935
91,62.5119,0,0.887107,0,-0.27186,0.0159574
92,62.5119,0,0.887107,0,-0.271884,0.0143677
93,62.5119,0,0.887107,0,-0.271536,0.0144273
94,62.5119,0,0.887107,0,-0.271424,0.0143636
95,62.5119,0,0.887107,0,-0.272041,0.014318
96,63.7803,0,0.897107,0,-0.274572,0.014401
97,63.7803,0,0.897107,0,-0.273992,0.0160289
