Idx,elevation,azimuth,X,Y,x_light,y_light
1,45,0,0.707107,0,-0.239976,0.0501781
2,45,0,0.707107,0,-0.240279,0.0496642
3,45,0,0.707107,0,-0.240833,0.0494442
4,45,0,0.707107,0,-0.240089,0.0502251
5,45,0,0.707107,0,-0.240021,0.0500467
6,45.8161,0,0.717107,0,-0.243585,0.050099
7,45.8161,0,0.717107,0,-0.243099,0.0499852
8,45.8161,0,0.717107,0,-0.243219,0.0502987
9,45.8161,0,0.717107,0,-0.242791,0.0494786
10,45.8161,0,0.717107,0,-0.243858,0.0495814
11,46.6444,0,0.727107,0,-0.246492,0.0498554
12,46.6444,0,0.727107,0,-0.246649,0.0508373
13,46.6444,0,0.727107,0,-0.245548,0.0505068
14,46.6444,0,0.727107,0,-0.246236,0.0494867
15,46.6444,0,0.727107,0,-0.246348,0.0496551
16,47.4855,0,0.737107,0,-0.249896,0.0503632
17,47.4855,0,0.737107,0,-0.249564,0.050602
18,47.4855,0,0.737107,0,-0.249694,0.0502008
19,47.4855,0,0.737107,0,-0.249585,0.0505814
20,47.4855,0,0.737107,0,-0.249318,0.049724
21,48.3404,0,0.747107,0,-0.252553,0.0495851
22,48.3404,0,0.747107,0,-0.25239,0.0495441
23,48.3404,0,0.747107,0,-0.252709,0.0503902
24,48.3404,0,0.747107,0,-0.252814,0.0504024
25,48.3404,0,0.747107,0,-0.252419,0.0508407
26,49.2098,0,0.757107,0,-0.255272,0.0504021
27,49.2098,0,0.757107,0,-0.25587,0.0500147
28,49.2098,0,0.757107,0,-0.255662,0.0500682
29,49.2098,0,0.757107,0,-0.255379,0.0509036
30,49.2098,0,0.757107,0,-0.255402,0.0504527
31,50.0948,0,0.767107,0,-0.258692,0.0510983
32,50.0948,0,0.767107,0,-0.258583,0.0501402
33,50.0948,0,0.767107,0,-0.258454,0.0502806
34,50.0948,0,0.767107,0,-0.258528,0.0500938
35,50.0948,0,0.767107,0,-0.258668,0.0498956
36,50.9964,0,0.777107,0,-0.262158,0.0504369
37,50.9964,0,0.777107,0,-0.261446,0.0503894
38,50.9964,0,0.777107,0,-0.26182,0.0504214
39,50.9964,0,0.777107,0,-0.262547,0.0508055
40,50.9964,0,0.777107,0,-0.261682,0.0496853
41,51.9159,0,0.787107,0,-0.265423,0.0505184
42,51.9159,0,0.787107,0,-0.265029,0.0502646
43,51.9159,0,0.787107,0,-0.26517,0.0505736
44,51.9159,0,0.787107,0,-0.265725,0.0498249
45,51.9159,0,0.787107,0,-0.265027,0.050752
46,52.8547,0,0.797107,0,-0.268796,0.0505173
47,52.8547,0,0.797107,0,-0.268229,0.0508944
48,52.8547,0,0.797107,0,-0.268505,0.0507969
49,52.8547,0,0.797107,0,-0.26802,0.0504928
50,52.8547,0,0.797107,0,-0.267863,0.0499518
51,53.8142,0,0.807107,0,-0.271628,0.050593
52,53.8142,0,0.807107,0,-0.270676,0.050353
53,53.8142,0,0.807107,0,-0.272409,0.051005
54,53.8142,0,0.807107,0,-0.271551,0.0508245
55,53.8142,0,0.807107,0,-0.271585,0.0502607
56,54.7962,0,0.817107,0,-0.274906,0.0505898
57,54.7962,0,0.817107,0,-0.27403,0.0499289
58,54.7962,0,0.817107,0,-0.273991,0.0504865
59,54.7962,0,0.817107,0,-0.274188,0.0501103
60,54.7962,0,0.817107,0,-0.27428,0.0507557
61,55.8027,0,0.827107,0,-0.277912,0.0510439
62,55.8027,0,0.827107,0,-0.2771,0.0506696
63,55.8027,0,0.827107,0,-0.278133,0.0503527
64,55.8027,0,0.827107,0,-0.276674,0.0509556
65,55.8027,0,0.827107,0,-0.277498,0.0518314
66,56.8358,0,0.837107,0,-0.280631,0.0515309
67,56.8358,0,0.837107,0,-0.279444,0.051786
68,56.8358,0,0.837107,0,-0.280596,0.0498861
69,56.8358,0,0.837107,0,-0.280091,0.0511311
70,56.8358,0,0.837107,0,-0.278946,0.0504509
71,57.8983,0,0.847107,0,-0.283824,0.051494
72,57.8983,0,0.847107,0,-0.283323,0.0511459
73,57.8983,0,0.847107,0,-0.283108,0.0511572
74,57.8983,0,0.847107,0,-0.282567,0.0507851
75,57.8983,0,0.847107,0,-0.283029,0.0506497
76,58.9933,0,0.857107,0,-0.28539,0.0507069
77,58.9933,0,0.857107,0,-0.286097,0.050691
78,58.9933,0,0.857107,0,-0.285965,0.0508535
79,58.9933,0,0.857107,0,-0.286352,0.0507919
80,58.9933,0,0.857107,0,-0.286412,0.0513279
81,60.1241,0,0.867107,0,-0.28784,0.0517524
82,60.1241,0,0.867107,0,-0.288103,0.050288
83,60.1241,0,0.867107,0,-0.288271,0.0522046
84,60.1241,0,0.867107,0,-0.287996,0.0507646
85,60.1241,0,0.867107,0,-0.287728,0.050881
86,61.2953,0,0.877107,0,-0.290568,0.0513375
87,61.2953,0,0.877107,0,-0.290183,0.0505676
88,61.2953,0,0.877107,0,-0.290524,0.0520149
89,61.2953,0,0.877107,0,-0.289986,0.05192
90,61.2953,0,0.877107,0,-0.290883,0.0516056
91,62.5119,0,0.887107,0,-0.291548,0.0513863
92,62.5119,0,0.887107,0,-0.290637,0.0509135
93,62.5119,0,0.887107,0,-0.292354,0.0523273
94,62.5119,0,0.887107,0,-0.293151,0.0523244
95,62.5119,0,0.887107,0,-0.290221,0.0526669
96,63.7803,0,0.897107,0,-0.29065,0.0522275
97,63.7803,0,0.897107,0,-0.290159,0.05228
98,63.7803,0,0.897107,0,-0.291417,0.0524537
99,63.7803,0,0.897107,0,-0.290888,0.0524056
100,63.7803,0,0.897107,0,-0.291869,0.0524646
101,65.1085,0,0.907107,0,-0.287479,0.0527491
102,65.1085,0,0.907107,0,-0.288226,0.0527529
103,65.1085,0,0.907107,0,-0.289465,0.052397
104,65.1085,0,0.907107,0,-0.289544,0.0530224
105,65.1085,0,0.907107,0,-0.289387,0.052193
106,66.5067,0,0.917107,0,-0.289138,0.0529788
107,66.5067,0,0.917107,0,-0.289584,0.0530706
108,66.5067,0,0.917107,0,-0.289051,0.0529954
109,66.5067,0,0.917107,0,-0.290945,0.0518666
110,66.5067,0,0.917107,0,-0.29079,0.0539089
111,67.9882,0,0.927107,0,-0.292562,0.0528974
112,67.9882,0,0.927107,0,-0.293619,0.0534475
113,67.9882,0,0.927107,0,-0.291587,0.0519486
114,67.9882,0,0.927107,0,-0.293428,0.0515093
115,67.9882,0,0.927107,0,-0.292787,0.0530238
116,69.5712,0,0.937107,0,-0.295037,0.0521536
117,69.5712,0,0.937107,0,-0.295136,0.053508
118,69.5712,0,0.937107,0,-0.29555,0.0554567
119,69.5712,0,0.937107,0,-0.295015,0.0535029
120,69.5712,0,0.937107,0,-0.296317,0.0542157
121,71.2815,0,0.947107,0,-0.295549,0.0532446
122,71.2815,0,0.947107,0,-0.295374,0.0542821
123,71.2815,0,0.947107,0,-0.297261,0.0523904
124,71.2815,0,0.947107,0,-0.296811,0.0536392
125,71.2815,0,0.947107,0,-0.296306,0.0534049
126,73.1578,0,0.957107,0,-0.297932,0.0523321
127,73.1578,0,0.957107,0,-0.297654,0.0545887
128,73.1578,0,0.957107,0,-0.29689,0.0534188
129,73.1578,0,0.957107,0,-0.298426,0.0549047
130,73.1578,0,0.957107,0,-0.295766,0.0529066
131,45,90,-3.09086e-08,0.707107,-0.0692691,-0.111036
132,45,90,-3.09086e-08,0.707107,-0.0694964,-0.110639
133,45,90,-3.09086e-08,0.707107,-0.0689568,-0.110432
134,45,90,-3.09086e-08,0.707107,-0.0689053,-0.110817
135,45,90,-3.09086e-08,0.707107,-0.0694371,-0.110784
136,45.8161,90,-3.13457e-08,0.717107,-0.0695916,-0.113295
137,45.8161,90,-3.13457e-08,0.717107,-0.0692625,-0.113756
138,45.8161,90,-3.13457e-08,0.717107,-0.0695446,-0.113697
139,45.8161,90,-3.13457e-08,0.717107,-0.0698687,-0.113331
140,45.8161,90,-3.13457e-08,0.717107,-0.0695516,-0.113938
141,46.6444,90,-3.17828e-08,0.727107,-0.0688141,-0.116806
142,46.6444,90,-3.17828e-08,0.727107,-0.0684182,-0.116795
