id,X,Y,x_light,y_light,Extrapolated
0,0.7927467525005341,-0.8153408169746399,-0.3072,0.2816,True
1,0.7243059426546097,-0.8328579068183899,-0.2816,0.2816,True
2,0.6499134201483414,-0.8517376389998852,-0.256,0.2816,True
3,0.5703659057617188,-0.8653674125671387,-0.2304,0.2816,True
4,0.4905209541320801,-0.8779983520507812,-0.2048,0.2816,True
5,0.405462384223938,-0.8917948305606842,-0.1792,0.2816,True
6,0.3124430179595947,-0.901604175567627,-0.1536,0.2816,True
7,0.2192072868347168,-0.9028291702270508,-0.128,0.2816,True
8,0.12775019884955996,-0.9061336542467389,-0.1024,0.2816,True
9,0.03569052448672362,-0.9059400117268075,-0.0768,0.2816,True
10,-0.057554026948642714,-0.9036361298322846,-0.0512,0.2816,True
11,-0.15328387847132297,-0.9017533128024217,-0.0256,0.2816,True
12,-0.24298696752096938,-0.898124942543101,0.0,0.2816,True
13,-0.33503071412300267,-0.8946468033418162,0.0256,0.2816,True
14,-0.42716575812965923,-0.8865194780410248,0.0512,0.2816,True
15,-0.5123367309570312,-0.8724632263183594,0.0768,0.2816,True
16,-0.592010498046875,-0.860198974609375,0.1024,0.2816,True
17,-0.670440673828125,-0.8478851318359375,0.128,0.2816,True
18,-0.743194580078125,-0.82293701171875,0.1536,0.2816,True
19,0.8164662234485149,-0.7478618929162621,-0.3072,0.256,True
20,0.7460697889328003,-0.7612085342407227,-0.2816,0.256,True
21,0.6715049743652344,-0.7765989303588867,-0.256,0.256,True
22,0.5906496047973633,-0.7925910949707031,-0.2304,0.256,True
23,0.5054147243499756,-0.8044848442077637,-0.2048,0.256,True
24,0.41858863830566406,-0.8157844543457031,-0.1792,0.256,True
25,0.325663685798645,-0.8263169527053833,-0.1536,0.256,True
26,0.22753,-0.84064,-0.128,0.256,False
27,0.13147,-0.83881,-0.1024,0.256,False
28,0.0354,-0.83769,-0.0768,0.256,False
29,-0.05998,-0.838,-0.0512,0.256,False
30,-0.15743,-0.8348,-0.0256,0.256,False
31,-0.25276,-0.83453,0.0,0.256,False
32,-0.3531036376953125,-0.8205223083496094,0.0256,0.256,True
33,-0.4463776429355648,-0.8097267869796234,0.0512,0.256,True
34,-0.5333251953125,-0.7970199584960938,0.0768,0.256,True
35,-0.617645263671875,-0.7873954772949219,0.1024,0.256,True
36,-0.696746826171875,-0.7664031982421875,0.128,0.256,True
37,-0.76666259765625,-0.7527694702148438,0.1536,0.256,True
38,0.8351818323135376,-0.6711753606796265,-0.3072,0.2304,True
39,0.7666305750608444,-0.6863857358694077,-0.2816,0.2304,True
40,0.6901417374610901,-0.6983187198638916,-0.256,0.2304,True
41,0.6092779338359833,-0.7113324105739594,-0.2304,0.2304,True
42,0.521892786026001,-0.7244153022766113,-0.2048,0.2304,True
43,0.43147,-0.74071,-0.1792,0.2304,False
44,0.33901,-0.74631,-0.1536,0.2304,False
45,0.23638,-0.74654,-0.128,0.2304,False
46,0.13504,-0.75182,-0.1024,0.2304,False
47,0.03325,-0.75283,-0.0768,0.2304,False
