id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.3072,0.2816,NaN,NaN
1,NaN,NaN,-0.2816,0.2816,NaN,NaN
2,NaN,NaN,-0.256,0.2816,NaN,NaN
3,NaN,NaN,-0.2304,0.2816,NaN,NaN
4,NaN,NaN,-0.2048,0.2816,NaN,NaN
5,NaN,NaN,-0.1792,0.2816,NaN,NaN
6,NaN,NaN,-0.1536,0.2816,NaN,NaN
7,NaN,NaN,-0.128,0.2816,NaN,NaN
8,NaN,NaN,-0.1024,0.2816,NaN,NaN
9,NaN,NaN,-0.0768,0.2816,NaN,NaN
10,NaN,NaN,-0.0512,0.2816,NaN,NaN
11,NaN,NaN,-0.0256,0.2816,NaN,NaN
12,NaN,NaN,0.0,0.2816,NaN,NaN
13,NaN,NaN,0.0256,0.2816,NaN,NaN
14,NaN,NaN,0.0512,0.2816,NaN,NaN
15,NaN,NaN,0.0768,0.2816,NaN,NaN
16,NaN,NaN,0.1024,0.2816,NaN,NaN
17,NaN,NaN,0.128,0.2816,NaN,NaN
18,NaN,NaN,0.1536,0.2816,NaN,NaN
19,NaN,NaN,-0.3072,0.256,NaN,NaN
20,NaN,NaN,-0.2816,0.256,NaN,NaN
21,NaN,NaN,-0.256,0.256,NaN,NaN
22,NaN,NaN,-0.2304,0.256,NaN,NaN
23,NaN,NaN,-0.2048,0.256,NaN,NaN
24,NaN,NaN,-0.1792,0.256,NaN,NaN
25,NaN,NaN,-0.1536,0.256,NaN,NaN
26,0.22766,-0.83994,-0.128,0.256,60.4873,285.1653
27,0.13074,-0.83757,-0.1024,0.256,57.9637,278.872
28,0.03874,-0.8375,-0.0768,0.256,56.9711,272.6484
29,-0.06081,-0.83587,-0.0512,0.256,56.9378,265.839
30,-0.15705,-0.83363,-0.0256,0.256,58.0267,259.3309
31,-0.25491,-0.83495,0.0,0.256,60.8086,253.0226
32,NaN,NaN,0.0256,0.256,NaN,NaN
33,NaN,NaN,0.0512,0.256,NaN,NaN
34,NaN,NaN,0.0768,0.256,NaN,NaN
35,NaN,NaN,0.1024,0.256,NaN,NaN
36,NaN,NaN,0.128,0.256,NaN,NaN
37,NaN,NaN,0.1536,0.256,NaN,NaN
38,NaN,NaN,-0.3072,0.2304,NaN,NaN
39,NaN,NaN,-0.2816,0.2304,NaN,NaN
40,NaN,NaN,-0.256,0.2304,NaN,NaN
41,NaN,NaN,-0.2304,0.2304,NaN,NaN
42,NaN,NaN,-0.2048,0.2304,NaN,NaN
43,0.43084,-0.74089,-0.1792,0.2304,58.9874,300.1787
44,0.33575,-0.74503,-0.1536,0.2304,54.8044,294.2589
45,0.23744,-0.74749,-0.128,0.2304,51.6555,287.6224
46,0.13657,-0.75195,-0.1024,0.2304,49.8404,280.2939
47,0.03562,-0.75488,-0.0768,0.2304,49.0883,272.7016
48,-0.06708,-0.75077,-0.0512,0.2304,48.9172,264.8943
49,-0.17102,-0.7479,-0.0256,0.2304,50.1035,257.1198
50,-0.27039,-0.74403,0.0,0.2304,52.3389,250.0282
51,-0.36825,-0.74057,0.0256,0.2304,55.7994,243.561
52,-0.46261,-0.73882,0.0512,0.2304,60.6569,237.9474
53,NaN,NaN,0.0768,0.2304,NaN,NaN
54,NaN,NaN,0.1024,0.2304,NaN,NaN
55,NaN,NaN,0.128,0.2304,NaN,NaN
56,NaN,NaN,0.1536,0.2304,NaN,NaN
57,NaN,NaN,-0.3072,0.2048,NaN,NaN
58,NaN,NaN,-0.2816,0.2048,NaN,NaN
59,NaN,NaN,-0.256,0.2048,NaN,NaN
60,NaN,NaN,-0.2304,0.2048,NaN,NaN
61,0.53825,-0.63679,-0.2048,0.2048,56.4906,310.2063
62,0.44441,-0.64465,-0.1792,0.2048,51.5352,304.5817
63,0.34691,-0.65346,-0.1536,0.2048,47.7174,297.963
64,0.24519,-0.66023,-0.128,0.2048,44.7721,290.3735
65,0.14172,-0.66702,-0.1024,0.2048,42.993,281.9951
66,0.03495,-0.66505,-0.0768,0.2048,41.7566,273.0083
67,-0.07081,-0.66465,-0.0512,0.2048,41.9446,263.9188
68,-0.1769,-0.66234,-0.0256,0.2048,43.2794,255.0463
69,-0.28428,-0.65099,0.0,0.2048,45.2637,246.4096
70,-0.38722,-0.64434,0.0256,0.2048,48.7413,238.996
71,-0.48061,-0.6382,0.0512,0.2048,53.0278,233.0177
72,-0.57415,-0.63552,0.0768,0.2048,58.9221,227.9043
73,NaN,NaN,0.1024,0.2048,NaN,NaN
74,NaN,NaN,0.128,0.2048,NaN,NaN
75,NaN,NaN,0.1536,0.2048,NaN,NaN
76,NaN,NaN,-0.3072,0.1792,NaN,NaN
77,NaN,NaN,-0.2816,0.1792,NaN,NaN
78,NaN,NaN,-0.256,0.1792,NaN,NaN
79,0.63855,-0.53595,-0.2304,0.1792,56.4765,319.9925
80,0.54942,-0.544,-0.2048,0.1792,50.6398,315.284
81,0.45585,-0.55067,-0.1792,0.1792,45.6324,309.6183
82,0.35606,-0.56124,-0.1536,0.1792,41.656,302.3917
83,0.25347,-0.56784,-0.128,0.1792,38.4509,294.0548
84,0.14557,-0.57316,-0.1024,0.1792,36.2534,284.2506
85,0.03479,-0.57457,-0.0768,0.1792,35.1432,273.465
86,-0.07433,-0.57155,-0.0512,0.1792,35.1951,262.5903
87,-0.18712,-0.56763,-0.0256,0.1792,36.7037,251.7551
88,-0.29322,-0.56109,0.0,0.1792,39.2783,242.4089
89,-0.39846,-0.55243,0.0256,0.1792,42.9327,234.1976
90,-0.49343,-0.54245,0.0512,0.1792,47.1635,227.7093
91,-0.58796,-0.53244,0.0768,0.1792,52.4869,222.1631
92,-0.67744,-0.5289,0.1024,0.1792,59.2553,217.9803
93,NaN,NaN,0.128,0.1792,NaN,NaN
94,NaN,NaN,0.1536,0.1792,NaN,NaN
95,NaN,NaN,-0.3072,0.1536,NaN,NaN
96,NaN,NaN,-0.2816,0.1536,NaN,NaN
97,0.7394,-0.42569,-0.256,0.1536,58.5598,330.07
98,0.64916,-0.43379,-0.2304,0.1536,51.33,326.2479
99,0.55984,-0.4444,-0.2048,0.1536,45.6253,321.5575
100,0.46471,-0.45308,-0.1792,0.1536,40.4683,315.726
101,0.36401,-0.46181,-0.1536,0.1536,36.0169,308.246
102,0.25896,-0.47024,-0.128,0.1536,32.4681,298.8415
103,0.15101,-0.47684,-0.1024,0.1536,30.0119,287.5724
104,0.03589,-0.4764,-0.0768,0.1536,28.5386,274.3083
105,-0.0776,-0.47599,-0.0512,0.1536,28.834,260.7406
106,-0.19182,-0.47264,-0.0256,0.1536,30.6693,247.9103
107,-0.30253,-0.46069,0.0,0.1536,33.4455,236.7075
108,-0.40705,-0.45266,0.0256,0.1536,37.5,228.0369
109,-0.50784,-0.44268,0.0512,0.1536,42.353,221.0784
110,-0.60281,-0.42987,0.0768,0.1536,47.7641,215.4931
111,-0.69471,-0.42133,0.1024,0.1536,54.34,211.2361
112,NaN,NaN,0.128,0.1536,NaN,NaN
113,NaN,NaN,0.1536,0.1536,NaN,NaN
114,NaN,NaN,-0.3072,0.128,NaN,NaN
115,NaN,NaN,-0.2816,0.128,NaN,NaN
116,0.74584,-0.3201,-0.256,0.128,54.2554,336.7719
117,0.65729,-0.33094,-0.2304,0.128,47.3835,333.2751
118,0.56879,-0.34223,-0.2048,0.128,41.5911,328.9655
119,0.47483,-0.34754,-0.1792,0.128,36.0455,323.7987
120,0.37395,-0.35557,-0.1536,0.128,31.0651,316.4432
121,0.26697,-0.36264,-0.128,0.128,26.7637,306.3599
122,0.15244,-0.36758,-0.1024,0.128,23.4492,292.5244
123,0.03596,-0.3701,-0.0768,0.128,21.8293,275.5496
124,-0.08143,-0.36934,-0.0512,0.128,22.2229,257.5667
125,-0.19936,-0.36562,-0.0256,0.128,24.61,241.3979
126,-0.31031,-0.35709,0.0,0.128,28.2345,229.0095
127,-0.41692,-0.34934,0.0256,0.128,32.9516,219.9599
128,-0.51929,-0.33616,0.0512,0.128,38.214,212.9168
129,-0.61433,-0.32626,0.0768,0.128,44.0743,207.972
130,-0.70211,-0.31886,0.1024,0.128,50.4548,204.425
131,-0.78394,-0.30891,0.128,0.128,57.4165,201.5068
132,NaN,NaN,0.1536,0.128,NaN,NaN
133,NaN,NaN,-0.3072,0.1024,NaN,NaN
134,0.83946,-0.20366,-0.2816,0.1024,59.7473,346.363
135,0.75141,-0.21314,-0.256,0.1024,51.3572,344.1638
136,0.66618,-0.22155,-0.2304,0.1024,44.5921,341.6045
137,0.5783,-0.23017,-0.2048,0.1024,38.4932,338.2969
138,0.48289,-0.23865,-0.1792,0.1024,32.5913,333.7009
139,0.38251,-0.24482,-0.1536,0.1024,27.0102,327.3793
140,0.27208,-0.25262,-0.128,0.1024,21.7942,317.124
141,0.158,-0.25343,-0.1024,0.1024,17.3764,301.9413
142,0.03763,-0.25384,-0.0768,0.1024,14.8692,278.4323
143,-0.08214,-0.2529,-0.0512,0.1024,15.4207,252.0066
144,-0.20293,-0.25205,-0.0256,0.1024,18.8801,231.1618
145,-0.31892,-0.24353,0.0,0.1024,23.6575,217.3657
146,-0.42569,-0.2394,0.0256,0.1024,29.2348,209.3526
147,-0.52286,-0.22924,0.0512,0.1024,34.8134,203.6743
148,-0.62315,-0.21945,0.0768,0.1024,41.3504,199.4003
149,-0.71259,-0.2104,0.1024,0.1024,47.9878,196.4498
150,-0.79504,-0.20242,0.128,0.1024,55.1252,194.2842
151,NaN,NaN,0.1536,0.1024,NaN,NaN
152,NaN,NaN,-0.3072,0.0768,NaN,NaN
153,0.83579,-0.0978,-0.2816,0.0768,57.2981,353.3259
154,0.75583,-0.10468,-0.256,0.0768,49.7333,352.1149
155,0.67205,-0.11312,-0.2304,0.0768,42.9613,350.4455
156,0.58294,-0.11591,-0.2048,0.0768,36.4664,348.7542
157,0.48866,-0.12196,-0.1792,0.0768,30.2417,345.9864
158,0.38692,-0.12813,-0.1536,0.0768,24.0531,341.6775
159,0.27505,-0.12825,-0.128,0.0768,17.6668,335.0014
160,0.15605,-0.13062,-0.1024,0.0768,11.7418,320.0693
161,0.03799,-0.13105,-0.0768,0.0768,7.8422,286.1663
162,-0.08183,-0.12975,-0.0512,0.0768,8.8239,237.7614
163,-0.20645,-0.12834,-0.0256,0.0768,14.069,211.8672
164,-0.32348,-0.12412,0.0,0.0768,20.2719,200.9919
165,-0.42821,-0.12195,0.0256,0.0768,26.4385,195.8964
166,-0.53349,-0.1134,0.0512,0.0768,33.0526,192.0003
167,-0.62694,-0.10836,0.0768,0.0768,39.5117,189.8061
168,-0.718,-0.09914,0.1024,0.0768,46.4532,187.8616
169,-0.8002,-0.09382,0.128,0.0768,53.6761,186.6872
170,NaN,NaN,0.1536,0.0768,NaN,NaN
171,NaN,NaN,-0.3072,0.0512,NaN,NaN
172,0.84227,-0.00163,-0.2816,0.0512,57.3808,359.8891
173,0.75746,-0.0027,-0.256,0.0512,49.2412,359.7958
174,0.6726,-0.00187,-0.2304,0.0512,42.2683,359.8407
175,0.58418,-0.00658,-0.2048,0.0512,35.7477,359.3547
176,0.48911,-0.00505,-0.1792,0.0512,29.2838,359.4084
177,0.38645,-0.00969,-0.1536,0.0512,22.7413,358.5636
178,0.27626,-0.00917,-0.128,0.0512,16.0462,358.0989
179,0.158,-0.00877,-0.1024,0.0512,9.1049,356.823
180,0.03319,-0.00727,-0.0768,0.0512,1.9471,347.645
181,-0.08481,-0.01007,-0.0512,0.0512,4.8994,186.7714
182,-0.20477,-0.00693,-0.0256,0.0512,11.8229,181.9383
183,-0.3246,-0.00247,0.0,0.0512,18.9419,180.436
184,-0.43298,-0.00211,0.0256,0.0512,25.6572,180.2792
185,-0.53365,-0.0002,0.0512,0.0512,32.2524,180.0215
186,-0.63018,0.00217,0.0768,0.0512,39.0637,179.8027
187,-0.72143,0.00767,0.1024,0.0512,46.176,179.3909
188,-0.80403,0.00974,0.128,0.0512,53.5224,179.306
189,NaN,NaN,0.1536,0.0512,NaN,NaN
190,NaN,NaN,-0.3072,0.0256,NaN,NaN
191,0.84278,0.10677,-0.2816,0.0256,58.1591,7.2202
192,0.75829,0.10668,-0.256,0.0256,49.9744,8.0081
193,0.67213,0.10856,-0.2304,0.0256,42.9094,9.175
194,0.5833,0.11012,-0.2048,0.0256,36.4132,10.6909
195,0.48766,0.11179,-0.1792,0.0256,30.0205,12.9113
196,0.38592,0.11294,-0.1536,0.0256,23.7099,16.3122
197,0.27614,0.11429,-0.128,0.0256,17.389,22.4839
198,0.15657,0.11607,-0.1024,0.0256,11.2389,36.5506
199,0.03156,0.11413,-0.0768,0.0256,6.8005,74.5425
200,-0.08701,0.11185,-0.0512,0.0256,8.1467,127.8799
201,-0.2056,0.11615,-0.0256,0.0256,13.6588,150.5365
202,-0.32174,0.11461,0.0,0.0256,19.971,160.3931
203,-0.43319,0.11298,0.0256,0.0256,26.595,165.3824
204,-0.53242,0.11414,0.0512,0.0256,32.9917,167.9001
205,-0.63056,0.11286,0.0768,0.0256,39.8351,169.8524
206,-0.7186,0.11772,0.1024,0.0256,46.7339,170.6965
207,-0.80189,0.11294,0.128,0.0256,54.0768,171.9831
208,NaN,NaN,0.1536,0.0256,NaN,NaN
209,NaN,NaN,-0.3072,-0.0,NaN,NaN
210,NaN,NaN,-0.2816,-0.0,NaN,NaN
211,0.75271,0.2209,-0.256,-0.0,51.6703,16.3555
212,0.66888,0.22562,-0.2304,-0.0,44.9029,18.6398
213,0.57663,0.22995,-0.2048,-0.0,38.3738,21.7413
214,0.48303,0.23193,-0.1792,-0.0,32.3999,25.6483
215,0.38112,0.23872,-0.1536,-0.0,26.7251,32.0616
216,0.27461,0.24059,-0.128,-0.0,21.4134,41.2221
