Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0014,-0.0013,0,-2.44249e-15,222.879,0.110143,-0.0692399,0.0497463
2,0,0,-0.0014,-0.0013,60,0,222.879,0.110143,-0.0689712,0.0491109
3,-0,0,-0.002,0.0077,120,0,104.56,0.455854,-0.0686605,0.0487036
4,-0,-0,-0.0068,0.0036,180,0,152.103,0.441019,-0.0686726,0.049174
5,-0,-0,-0.0023,-0.0004,240,0,189.866,0.13417,-0.068506,0.0496896
6,0,-0,0.0012,-0.0041,300,0,286.314,0.244694,-0.0690188,0.0500676
7,0.0174524,1.08216e-18,0.0122,0.0011,3.55271e-15,1,5.15208,0.701929,-0.0727646,0.0498355
8,0.0087262,0.0151142,0.012,0.0178,60,1,56.0138,1.23003,-0.0709649,0.0459897
9,-0.0087262,0.0151142,-0.012,0.0174,120,1,124.592,1.21112,-0.0669763,0.0457044
10,-0.0174524,-1.52574e-09,-0.0201,0.0001,180,1,179.715,1.15182,-0.0649212,0.0492831
11,-0.0087262,-0.0151142,-0.0126,-0.0158,240,1,231.429,1.15792,-0.0666101,0.0524558
12,0.0087262,-0.0151142,0.0117,-0.0155,300,1,307.047,1.11276,-0.0710921,0.0526634
13,0.0348995,2.164e-18,0.0337,-0.0035,3.55271e-15,2,354.071,1.94159,-0.0767634,0.0496167
14,0.0174497,0.0302239,0.0172,0.0294,60,2,59.6709,1.95194,-0.0728437,0.0429818
15,-0.0174497,0.0302239,-0.0124,0.0343,120,2,109.876,2.09022,-0.0655679,0.0424667
16,-0.0348995,-3.05101e-09,-0.037,0.0003,180,2,179.535,2.12053,-0.0609918,0.0487688
17,-0.0174497,-0.0302239,-0.0172,-0.0273,240,2,237.788,1.84907,-0.0647368,0.05566
18,0.0174497,-0.0302239,0.0148,-0.0269,300,2,298.819,1.75936,-0.0725791,0.0559247
19,0.052336,3.24517e-18,0.055,-0.0014,3.55271e-15,3,358.542,3.15387,-0.0802367,0.0496508
20,0.026168,0.0453243,0.0259,0.0523,60,3,63.6545,3.3458,-0.0752346,0.0398575
21,-0.026168,0.0453243,-0.0258,0.0471,120,3,118.713,3.07848,-0.0638379,0.0394039
22,-0.052336,-4.57535e-09,-0.0554,-0.0054,180,3,185.567,3.19089,-0.0574206,0.0489047
23,-0.026168,-0.0453243,-0.0307,-0.0462,240,3,236.396,3.17983,-0.0627159,0.0591799
24,0.026168,-0.0453243,0.0206,-0.0482,300,3,293.141,3.00466,-0.0738439,0.05944
25,0.0697565,4.32536e-18,0.0662,-0.0036,3.55271e-15,4,356.887,3.80138,-0.0838406,0.0498526
26,0.0348782,0.0604109,0.0321,0.0637,60,4,63.2553,4.09046,-0.0768615,0.0362586
27,-0.0348782,0.0604109,-0.0326,0.0636,120,4,117.139,4.09835,-0.0620948,0.0361887
28,-0.0697565,-6.0983e-09,-0.0699,0.0012,180,4,179.016,4.00883,-0.0541773,0.0492183
29,-0.0348782,-0.0604109,-0.0417,-0.0597,240,4,235.066,4.17608,-0.0606665,0.0620431
30,0.0348782,-0.0604109,0.03,-0.0575,300,4,297.553,3.71858,-0.076186,0.0624191
31,0.0871557,5.40423e-18,0.0884,-0.0005,3.55271e-15,5,359.676,5.07165,-0.0871053,0.0497902
32,0.0435779,0.0754791,0.0402,0.0802,60,5,63.3778,5.147,-0.0788265,0.0330892
33,-0.0435779,0.0754791,-0.0406,0.0718,120,5,119.486,4.73135,-0.0603833,0.0331516
