id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
26,0.17745,-0.84445,281.8673,59.643,-0.0768,0.2048,0
27,0.07874,-0.84656,275.3139,58.235,-0.0512,0.2048,1
28,-0.02262,-0.85126,268.4779,58.3818,-0.0256,0.2048,2
29,-0.12648,-0.8436,261.4732,58.5426,0.0,0.2048,3
30,-0.22533,-0.83488,254.896,59.8545,0.0256,0.2048,4
31,-0.32781,-0.82424,248.3117,62.503,0.0512,0.2048,5
32,-0.42469,-0.80421,242.1622,65.4307,0.0768,0.2048,6
42,0.4768,-0.74306,302.6871,61.9917,-0.1536,0.1792,7
25,0.27316,-0.84581,287.8982,62.726,-0.1024,0.2048,8
335,-0.33735,0.86472,111.3121,68.1552,0.0512,-0.2048,9
334,-0.23117,0.8733,104.8266,64.6058,0.0256,-0.2048,10
333,-0.12667,0.87557,98.232,62.2128,0.0,-0.2048,11
117,0.64067,-0.30349,334.6527,45.1469,-0.1792,0.0768,12
116,0.72959,-0.28864,338.4153,51.6847,-0.2048,0.0768,13
102,0.21871,-0.46022,295.4184,30.6336,-0.0768,0.1024,14
101,0.33068,-0.44927,306.3545,33.907,-0.1024,0.1024,15
44,0.2914,-0.74625,291.3299,53.2378,-0.1024,0.1792,16
43,0.38783,-0.74155,297.6095,56.8084,-0.128,0.1792,17
50,-0.33776,-0.74183,245.5199,54.5976,0.0512,0.1792,18
51,-0.44014,-0.72143,238.6129,57.682,0.0768,0.1792,19
315,-0.22438,0.77611,106.125,53.8907,0.0256,-0.1792,20
316,-0.32897,0.76525,113.2622,56.4044,0.0512,-0.1792,21
317,-0.43864,0.75641,120.1093,60.9731,0.0768,-0.1792,22
318,-0.5438,0.74353,126.1808,67.0978,0.1024,-0.1792,23
332,-0.03063,0.88597,91.9801,62.4366,-0.0256,-0.2048,24
118,0.54563,-0.31646,329.8867,39.1063,-0.1536,0.0768,25
115,0.82596,-0.32858,338.3066,62.7376,-0.2304,0.0768,26
103,0.10078,-0.46479,282.234,28.3978,-0.0512,0.1024,27
100,0.43353,-0.43645,314.8077,37.9644,-0.128,0.1024,28
45,0.19081,-0.75479,284.1871,51.1266,-0.0768,0.1792,29
47,-0.02064,-0.76295,268.4504,49.7497,-0.0256,0.1792,30
48,-0.12811,-0.75914,260.4212,50.3426,0.0,0.1792,31
49,-0.23317,-0.75239,252.7815,51.9704,0.0256,0.1792,32
52,-0.53592,-0.70783,232.8695,62.6012,0.1024,0.1792,33
314,-0.12009,0.78219,98.7285,52.3123,0.0,-0.1792,34
313,-0.01467,0.78396,91.072,51.6373,-0.0256,-0.1792,35
312,0.09178,0.77858,83.2769,51.6256,-0.0512,-0.1792,36
126,-0.37553,-0.34378,222.4726,30.6055,0.0512,0.0768,37
330,0.16971,0.88104,79.097,63.7971,-0.0768,-0.2048,38
331,0.06871,0.88278,85.5494,62.3069,-0.0512,-0.2048,39
119,0.44436,-0.33129,323.2938,33.6601,-0.128,0.0768,40
112,-0.83018,-0.37359,204.2283,65.5561,0.1792,0.1024,41
104,-0.01475,-0.47032,268.2037,28.0701,-0.0256,0.1024,42
99,0.53493,-0.42862,321.2961,43.2724,-0.1536,0.1024,43
46,0.08657,-0.75973,276.5007,49.8755,-0.0512,0.1792,44
92,-0.74308,-0.49003,213.4032,62.8872,0.1536,0.128,45
91,-0.65736,-0.50967,217.7874,56.2837,0.128,0.128,46
60,0.58655,-0.63072,312.9219,59.4636,-0.1792,0.1536,47
53,-0.62036,-0.68361,227.777,67.3881,0.128,0.1792,48
308,0.49275,0.77882,57.679,67.1625,-0.1536,-0.1792,49
309,0.39913,0.75612,62.172,58.7596,-0.128,-0.1792,50
310,0.29697,0.76325,68.7397,54.9836,-0.1024,-0.1792,51
311,0.1946,0.77479,75.901,53.0209,-0.0768,-0.1792,52
127,-0.48377,-0.33178,214.4432,35.9168,0.0768,0.0768,53
125,-0.25678,-0.35145,233.847,25.802,0.0256,0.0768,54
123,-0.01481,-0.35621,267.6192,20.8865,-0.0256,0.0768,55
120,0.33919,-0.34095,314.8517,28.7464,-0.1024,0.0768,56
111,-0.75443,-0.39521,207.6479,58.3947,0.1536,0.1024,57
105,-0.13415,-0.46694,253.9709,29.0668,0.0,0.1024,58
