id,X,Y,x_light,y_light,Extrapolated
0,0.7284722106119376,-0.8831205522023268,-0.256,0.2304,True
1,0.6639652252197266,-0.89208984375,-0.2304,0.2304,True
2,0.5934543609619141,-0.8961620330810547,-0.2048,0.2304,True
3,0.5153007507324219,-0.9040908813476562,-0.1792,0.2304,True
4,0.43030548095703125,-0.9155559539794922,-0.1536,0.2304,True
5,0.34643983840942383,-0.9207401275634766,-0.128,0.2304,True
6,0.25888035837543144,-0.9210541914635513,-0.1024,0.2304,True
7,0.16586008154500936,-0.9268900121724295,-0.0768,0.2304,True
8,0.0703507661819458,-0.9270999431610107,-0.0512,0.2304,True
9,-0.026960474008781755,-0.9286985859460204,-0.0256,0.2304,True
10,-0.12507343292236328,-0.9217352867126465,0.0,0.2304,True
11,-0.22035496046195685,-0.9124089666085295,0.0256,0.2304,True
12,-0.31778384272922605,-0.9003987153178059,0.0512,0.2304,True
13,-0.4150568233045251,-0.8793619251489805,0.0768,0.2304,True
14,-0.5014670511275402,-0.8593803225713079,0.1024,0.2304,True
15,-0.5867691040039062,-0.8394584655761719,0.128,0.2304,True
16,-0.6659355163574219,-0.8136248588562012,0.1536,0.2304,True
17,-0.7462158203125,-0.785247802734375,0.1792,0.2304,True
18,-0.8158488338620631,-0.755276707070469,0.2048,0.2304,True
19,0.7661514282226562,-0.797393798828125,-0.256,0.2048,True
20,0.6938286051154137,-0.8036203384399414,-0.2304,0.2048,True
21,0.6209144592285156,-0.8136138916015625,-0.2048,0.2048,True
22,0.5421483516693115,-0.8186750411987305,-0.1792,0.2048,True
23,0.4561055898666382,-0.828770101070404,-0.1536,0.2048,True
24,0.365248441696167,-0.838111400604248,-0.128,0.2048,True
25,0.27562,-0.84267,-0.1024,0.2048,False
26,0.17625,-0.84059,-0.0768,0.2048,False
27,0.07674,-0.84529,-0.0512,0.2048,False
28,-0.0241,-0.8486,-0.0256,0.2048,False
29,-0.12399,-0.84346,0.0,0.2048,False
30,-0.22565,-0.83264,0.0256,0.2048,False
31,-0.32936,-0.821,0.0512,0.2048,False
32,-0.42957,-0.80217,0.0768,0.2048,False
33,-0.5179710388183594,-0.7871952056884766,0.1024,0.2048,True
34,-0.6041162014007568,-0.7664161920547485,0.128,0.2048,True
35,-0.690873384475708,-0.7407891750335693,0.1536,0.2048,True
36,-0.768190860748291,-0.7145862579345703,0.1792,0.2048,True
37,-0.8396611213684082,-0.684786319732666,0.2048,0.2048,True
38,0.7988986452036758,-0.7021059052433825,-0.256,0.1792,True
39,0.7258338928222656,-0.713653564453125,-0.2304,0.1792,True
40,0.6468985080718994,-0.72113037109375,-0.2048,0.1792,True
41,0.5659001469612122,-0.730010986328125,-0.1792,0.1792,True
42,0.47515,-0.74556,-0.1536,0.1792,False
43,0.38583,-0.73787,-0.128,0.1792,False
44,0.29162,-0.74754,-0.1024,0.1792,False
45,0.18982,-0.75424,-0.0768,0.1792,False
46,0.08576,-0.75873,-0.0512,0.1792,False
47,-0.02173,-0.76437,-0.0256,0.1792,False
48,-0.1274,-0.75993,0.0,0.1792,False
49,-0.23092,-0.75364,0.0256,0.1792,False
50,-0.33698,-0.74147,0.0512,0.1792,False
51,-0.43812,-0.72351,0.0768,0.1792,False
52,-0.53372,-0.70807,0.1024,0.1792,False
53,-0.62211,-0.684,0.128,0.1792,False
54,-0.7100830078125,-0.6625633239746094,0.1536,0.1792,True
55,-0.789479870890806,-0.6367355004406192,0.1792,0.1792,True
56,-0.8592758178710938,-0.6123790740966797,0.2048,0.1792,True
57,0.8244122061777304,-0.6148989251918004,-0.256,0.1536,True
58,0.753093575998244,-0.6143194167371999,-0.2304,0.1536,True
59,0.6735548973083496,-0.6254682540893555,-0.2048,0.1536,True
60,0.5876,-0.63213,-0.1792,0.1536,False
61,0.49859,-0.6371,-0.1536,0.1536,False
62,0.40789,-0.64415,-0.128,0.1536,False
63,0.30666,-0.6522,-0.1024,0.1536,False
64,0.20311,-0.66036,-0.0768,0.1536,False
65,0.09154,-0.66703,-0.0512,0.1536,False
66,-0.0221,-0.67069,-0.0256,0.1536,False
67,-0.13131,-0.67039,0.0,0.1536,False
68,-0.23913,-0.66427,0.0256,0.1536,False
69,-0.34822,-0.65146,0.0512,0.1536,False
70,-0.45038,-0.63942,0.0768,0.1536,False
71,-0.54982,-0.61954,0.1024,0.1536,False
72,-0.64335,-0.59819,0.128,0.1536,False
73,-0.72883,-0.57031,0.1536,0.1536,False
74,-0.80597640356324,-0.556392541886821,0.1792,0.1536,True
75,-0.8742769248399296,-0.5338364432087819,0.2048,0.1536,True
76,0.8521175143933779,-0.5213485258999169,-0.256,0.128,True
77,0.773682680806973,-0.5261303640564183,-0.2304,0.128,True
78,0.69734,-0.52656,-0.2048,0.128,False
79,0.61093,-0.52379,-0.1792,0.128,False
80,0.51927,-0.53197,-0.1536,0.128,False
81,0.41913,-0.54433,-0.128,0.128,False
82,0.31654,-0.5526,-0.1024,0.128,False
83,0.20988,-0.5621,-0.0768,0.128,False
84,0.09691,-0.56844,-0.0512,0.128,False
85,-0.01961,-0.57217,-0.0256,0.128,False
86,-0.13155,-0.57173,0.0,0.128,False
87,-0.24321,-0.56688,0.0256,0.128,False
88,-0.36021,-0.55506,0.0512,0.128,False
89,-0.46468,-0.54324,0.0768,0.128,False
90,-0.56266,-0.52686,0.1024,0.128,False
91,-0.65405,-0.51177,0.128,0.128,False
92,-0.74131,-0.4908,0.1536,0.128,False
93,-0.8187732696533203,-0.46967506408691406,0.1792,0.128,True
94,-0.8871002197265625,-0.4486270248889923,0.2048,0.128,True
95,0.873258650302887,-0.4198164939880371,-0.256,0.1024,True
96,0.79464,-0.45343,-0.2304,0.1024,False
97,0.71709,-0.40605,-0.2048,0.1024,False
98,0.62657,-0.4145,-0.1792,0.1024,False
99,0.5344,-0.42497,-0.1536,0.1024,False
100,0.43473,-0.43818,-0.128,0.1024,False
101,0.32916,-0.44952,-0.1024,0.1024,False
102,0.2193,-0.45774,-0.0768,0.1024,False
103,0.10282,-0.46364,-0.0512,0.1024,False
104,-0.01634,-0.46941,-0.0256,0.1024,False
105,-0.1344,-0.46869,0.0,0.1024,False
106,-0.25229,-0.46126,0.0256,0.1024,False
107,-0.36399,-0.45439,0.0512,0.1024,False
108,-0.47425,-0.44346,0.0768,0.1024,False
109,-0.57426,-0.42885,0.1024,0.1024,False
110,-0.67033,-0.41312,0.128,0.1024,False
111,-0.7558,-0.39642,0.1536,0.1024,False
112,-0.83182,-0.37452,0.1792,0.1024,False
113,-0.904170036315918,-0.3540017306804657,0.2048,0.1024,True
114,0.9008268306080411,-0.3057405499365241,-0.256,0.0768,True
115,0.83162,-0.31108,-0.2304,0.0768,False
116,0.73102,-0.29107,-0.2048,0.0768,False
117,0.63985,-0.30427,-0.1792,0.0768,False
118,0.54508,-0.31719,-0.1536,0.0768,False
119,0.44419,-0.33022,-0.128,0.0768,False
120,0.337,-0.34024,-0.1024,0.0768,False
121,0.22551,-0.34886,-0.0768,0.0768,False
122,0.10652,-0.35403,-0.0512,0.0768,False
123,-0.01694,-0.35873,-0.0256,0.0768,False
124,-0.13782,-0.35504,0.0,0.0768,False
