id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.256,0.2304,NaN,NaN
1,NaN,NaN,-0.2304,0.2304,NaN,NaN
2,NaN,NaN,-0.2048,0.2304,NaN,NaN
3,NaN,NaN,-0.1792,0.2304,NaN,NaN
4,NaN,NaN,-0.1536,0.2304,NaN,NaN
5,NaN,NaN,-0.128,0.2304,NaN,NaN
6,NaN,NaN,-0.1024,0.2304,NaN,NaN
7,NaN,NaN,-0.0768,0.2304,NaN,NaN
8,NaN,NaN,-0.0512,0.2304,NaN,NaN
9,NaN,NaN,-0.0256,0.2304,NaN,NaN
10,NaN,NaN,0.0,0.2304,NaN,NaN
11,NaN,NaN,0.0256,0.2304,NaN,NaN
12,NaN,NaN,0.0512,0.2304,NaN,NaN
13,NaN,NaN,0.0768,0.2304,NaN,NaN
14,NaN,NaN,0.1024,0.2304,NaN,NaN
15,NaN,NaN,0.128,0.2304,NaN,NaN
16,NaN,NaN,0.1536,0.2304,NaN,NaN
17,NaN,NaN,0.1792,0.2304,NaN,NaN
18,NaN,NaN,0.2048,0.2304,NaN,NaN
19,NaN,NaN,-0.256,0.2048,NaN,NaN
20,NaN,NaN,-0.2304,0.2048,NaN,NaN
21,NaN,NaN,-0.2048,0.2048,NaN,NaN
22,NaN,NaN,-0.1792,0.2048,NaN,NaN
23,NaN,NaN,-0.1536,0.2048,NaN,NaN
24,NaN,NaN,-0.128,0.2048,NaN,NaN
25,0.27316,-0.84581,-0.1024,0.2048,62.726,287.8982
26,0.17745,-0.84445,-0.0768,0.2048,59.643,281.8673
27,0.07874,-0.84656,-0.0512,0.2048,58.235,275.3139
28,-0.02262,-0.85126,-0.0256,0.2048,58.3818,268.4779
29,-0.12648,-0.8436,0.0,0.2048,58.5426,261.4732
30,-0.22533,-0.83488,0.0256,0.2048,59.8545,254.896
31,-0.32781,-0.82424,0.0512,0.2048,62.503,248.3117
32,-0.42469,-0.80421,0.0768,0.2048,65.4307,242.1622
33,NaN,NaN,0.1024,0.2048,NaN,NaN
34,NaN,NaN,0.128,0.2048,NaN,NaN
35,NaN,NaN,0.1536,0.2048,NaN,NaN
36,NaN,NaN,0.1792,0.2048,NaN,NaN
37,NaN,NaN,0.2048,0.2048,NaN,NaN
38,NaN,NaN,-0.256,0.1792,NaN,NaN
39,NaN,NaN,-0.2304,0.1792,NaN,NaN
40,NaN,NaN,-0.2048,0.1792,NaN,NaN
41,NaN,NaN,-0.1792,0.1792,NaN,NaN
42,0.4768,-0.74306,-0.1536,0.1792,61.9917,302.6871
43,0.38783,-0.74155,-0.128,0.1792,56.8084,297.6095
44,0.2914,-0.74625,-0.1024,0.1792,53.2378,291.3299
45,0.19081,-0.75479,-0.0768,0.1792,51.1266,284.1871
46,0.08657,-0.75973,-0.0512,0.1792,49.8755,276.5007
47,-0.02064,-0.76295,-0.0256,0.1792,49.7497,268.4504
48,-0.12811,-0.75914,0.0,0.1792,50.3426,260.4212
49,-0.23317,-0.75239,0.0256,0.1792,51.9704,252.7815
50,-0.33776,-0.74183,0.0512,0.1792,54.5976,245.5199
51,-0.44014,-0.72143,0.0768,0.1792,57.682,238.6129
52,-0.53592,-0.70783,0.1024,0.1792,62.6012,232.8695
53,-0.62036,-0.68361,0.128,0.1792,67.3881,227.777
54,NaN,NaN,0.1536,0.1792,NaN,NaN
55,NaN,NaN,0.1792,0.1792,NaN,NaN
56,NaN,NaN,0.2048,0.1792,NaN,NaN
57,NaN,NaN,-0.256,0.1536,NaN,NaN
58,NaN,NaN,-0.2304,0.1536,NaN,NaN
59,NaN,NaN,-0.2048,0.1536,NaN,NaN
60,0.58655,-0.63072,-0.1792,0.1536,59.4636,312.9219
61,0.50095,-0.63591,-0.1536,0.1536,54.0497,308.2299
62,0.40539,-0.6435,-0.128,0.1536,49.5125,302.21
