Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0034,0.0012,0,-2.44249e-15,160.56,0.206534,-0.0535771,-0.0073823
2,0,0,0.007,0.0011,60,0,8.93059,0.405901,-0.0542754,-0.00835006
3,-0,0,-0.0043,0.0008,120,0,169.461,0.250229,-0.0533927,-0.00839885
4,-0,-0,-0.0001,-0.0034,180,0,268.315,0.194834,-0.0530446,-0.00750126
5,-0,-0,0.0031,0.0007,240,0,12.7244,0.182384,-0.0533354,-0.0076911
6,0,-0,0.0031,0.0007,300,0,12.7244,0.182384,-0.0535759,-0.00727729
7,0.0174524,1.08216e-18,0.0123,0.0007,3.55271e-15,1,3.25722,0.705821,-0.0572264,-0.00788787
8,0.0087262,0.0151142,0.0022,0.0178,60,1,82.9542,1.02774,-0.0554841,-0.012044
9,-0.0087262,0.0151142,-0.0069,0.0178,120,1,111.188,1.09396,-0.051824,-0.0116173
10,-0.0174524,-1.52574e-09,-0.0248,0.0008,180,1,178.152,1.42175,-0.0491778,-0.00774686
11,-0.0087262,-0.0151142,-0.0111,-0.0123,240,1,227.936,0.949357,-0.0514578,-0.00442312
12,0.0087262,-0.0151142,0.0113,-0.0163,300,1,304.732,1.13643,-0.0554326,-0.00408189
13,0.0348995,2.164e-18,0.0374,0.0006,3.55271e-15,2,0.919105,2.14366,-0.0614152,-0.00813974
14,0.0174497,0.0302239,0.0128,0.0302,60,2,67.0308,1.87972,-0.0574841,-0.0149574
15,-0.0174497,0.0302239,-0.0164,0.0292,120,2,119.32,1.91918,-0.0494648,-0.015403
16,-0.0348995,-3.05101e-09,-0.0377,0,180,2,180,2.16057,-0.0450945,-0.00825889
17,-0.0174497,-0.0302239,-0.0182,-0.0335,240,2,241.485,2.18489,-0.049107,-0.000888399
18,0.0174497,-0.0302239,0.0161,-0.0253,300,2,302.471,1.71851,-0.0571222,-0.00112065
19,0.052336,3.24517e-18,0.051,0.0001,3.55271e-15,3,0.112345,2.92335,-0.0651132,-0.00787523
20,0.026168,0.0453243,0.0226,0.0507,60,3,65.9746,3.18205,-0.0594816,-0.0186458
21,-0.026168,0.0453243,-0.0261,0.0462,120,3,119.464,3.0417,-0.0482882,-0.018894
22,-0.052336,-4.57535e-09,-0.0543,0,180,3,180,3.11269,-0.0413799,-0.00761858
23,-0.026168,-0.0453243,-0.0219,-0.0462,240,3,244.638,2.93071,-0.0475223,0.0022175
24,0.026168,-0.0453243,0.0269,-0.0422,300,3,302.515,2.86853,-0.0595853,0.00213246
25,0.0697565,4.32536e-18,0.0699,0,3.55271e-15,4,0,4.00824,-0.0691559,-0.00790796
26,0.0348782,0.0604109,0.0279,0.0641,60,4,66.4786,4.00873,-0.0611891,-0.0228646
27,-0.0348782,0.0604109,-0.0386,0.059,120,4,123.194,4.04298,-0.045583,-0.0216098
28,-0.0697565,-6.0983e-09,-0.0713,0.0003,180,4,179.759,4.08869,-0.0371547,-0.00772707
29,-0.0348782,-0.0604109,-0.0391,-0.0552,240,4,234.689,3.87874,-0.045182,0.00562458
30,0.0348782,-0.0604109,0.037,-0.0605,300,4,301.449,4.06669,-0.0616762,0.0058754
31,0.0871557,5.40423e-18,0.0901,0.0004,3.55271e-15,5,0.254364,5.16941,-0.0732439,-0.00807573
32,0.0435779,0.0754791,0.0388,0.0737,60,5,62.2351,4.77766,-0.0636498,-0.0260123
33,-0.0435779,0.0754791,-0.051,0.0727,120,5,125.05,5.09485,-0.0436446,-0.0251419
34,-0.0871557,-7.6194e-09,-0.0927,-0.0039,180,5,182.409,5.32366,-0.0331451,-0.00747936
35,-0.0435779,-0.0754791,-0.0515,-0.0778,240,5,236.497,5.35354,-0.0430066,0.0098696
36,0.0435779,-0.0754791,0.0428,-0.0748,300,5,299.778,4.94383,-0.0635154,0.00915396
37,0.104528,6.48145e-18,0.1011,0.0003,3.55271e-15,6,0.170017,5.80255,-0.0770947,-0.00823097
38,0.0522642,0.0905243,0.0484,0.0917,60,6,62.1745,5.95164,-0.0651929,-0.0290894
39,-0.0522642,0.0905243,-0.0589,0.0822,120,6,125.623,5.8039,-0.0411776,-0.0282842
40,-0.104528,-9.13817e-09,-0.1058,0.0002,180,6,179.892,6.07328,-0.0299829,-0.0076983
41,-0.0522642,-0.0905243,-0.0507,-0.0872,240,6,239.825,5.78916,-0.0414682,0.0128231
42,0.0522642,-0.0905243,0.0535,-0.0934,300,6,299.804,6.17914,-0.0649865,0.0128842
43,0.121869,7.5567e-18,0.1125,0.0006,3.55271e-15,7,0.305575,6.45953,-0.0803067,-0.0083643
44,0.0609347,0.105542,0.0562,0.1065,60,7,62.1794,6.91628,-0.0671993,-0.0322102
45,-0.0609347,0.105542,-0.0671,0.11,120,7,121.383,7.40316,-0.0393128,-0.0322591
46,-0.121869,-1.06542e-08,-0.1269,-0.0036,180,7,181.625,7.29345,-0.025872,-0.0071333
47,-0.0609347,-0.105542,-0.0621,-0.1012,240,7,238.465,6.81906,-0.0393315,0.015859
48,0.0609347,-0.105542,0.0638,-0.1093,300,7,300.273,7.27073,-0.0668782,0.0161507
49,0.139173,8.62964e-18,0.1384,0.0008,3.55271e-15,8,0.331186,7.9554,-0.0844753,-0.00818959
50,0.0695865,0.120527,0.0672,0.1234,60,8,61.4286,8.07742,-0.0690906,-0.0357621
51,-0.0695866,0.120527,-0.0736,0.1214,120,8,121.227,8.16174,-0.037898,-0.0354243
52,-0.139173,-1.21669e-08,-0.1412,0.0007,180,8,179.716,8.1174,-0.0225597,-0.0078755
53,-0.0695865,-0.120527,-0.0691,-0.1232,240,8,240.713,8.1205,-0.0374851,0.0190708
54,0.0695865,-0.120527,0.064,-0.1221,300,8,297.662,7.92382,-0.0683345,0.018803
