id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.2304,0.1792,NaN,NaN
1,NaN,NaN,-0.2048,0.1792,NaN,NaN
2,NaN,NaN,-0.1792,0.1792,NaN,NaN
3,NaN,NaN,-0.1536,0.1792,NaN,NaN
4,NaN,NaN,-0.128,0.1792,NaN,NaN
5,NaN,NaN,-0.1024,0.1792,NaN,NaN
6,NaN,NaN,-0.0768,0.1792,NaN,NaN
7,NaN,NaN,-0.0512,0.1792,NaN,NaN
8,NaN,NaN,-0.0256,0.1792,NaN,NaN
9,NaN,NaN,0.0,0.1792,NaN,NaN
10,NaN,NaN,0.0256,0.1792,NaN,NaN
11,NaN,NaN,0.0512,0.1792,NaN,NaN
12,NaN,NaN,0.0768,0.1792,NaN,NaN
13,NaN,NaN,0.1024,0.1792,NaN,NaN
14,NaN,NaN,0.128,0.1792,NaN,NaN
15,NaN,NaN,0.1536,0.1792,NaN,NaN
16,NaN,NaN,-0.2304,0.1536,NaN,NaN
17,NaN,NaN,-0.2048,0.1536,NaN,NaN
18,NaN,NaN,-0.1792,0.1536,NaN,NaN
19,NaN,NaN,-0.1536,0.1536,NaN,NaN
20,NaN,NaN,-0.128,0.1536,NaN,NaN
21,0.2417,-0.68545,-0.1024,0.1536,46.6201,289.4234
22,0.12744,-0.68662,-0.0768,0.1536,44.2945,280.5147
23,0.01848,-0.68756,-0.0512,0.1536,43.4569,271.5396
24,-0.08262,-0.68989,-0.0256,0.1536,44.0128,263.1709
25,-0.18681,-0.68739,0.0,0.1536,45.4242,254.7961
26,NaN,NaN,0.0256,0.1536,NaN,NaN
27,NaN,NaN,0.0512,0.1536,NaN,NaN
28,NaN,NaN,0.0768,0.1536,NaN,NaN
29,NaN,NaN,0.1024,0.1536,NaN,NaN
30,NaN,NaN,0.128,0.1536,NaN,NaN
31,NaN,NaN,0.1536,0.1536,NaN,NaN
32,NaN,NaN,-0.2304,0.128,NaN,NaN
33,NaN,NaN,-0.2048,0.128,NaN,NaN
34,NaN,NaN,-0.1792,0.128,NaN,NaN
35,0.47454,-0.58422,-0.1536,0.128,48.8216,309.0857
36,0.33089,-0.58054,-0.128,0.128,41.9297,299.6818
37,0.21731,-0.58052,-0.1024,0.128,38.306,290.5227
38,0.10913,-0.58452,-0.0768,0.128,36.4856,280.5754
39,0.00406,-0.58536,-0.0512,0.128,35.8294,270.3974
40,-0.10403,-0.58544,-0.0256,0.128,36.4849,259.924
41,-0.20584,-0.58251,0.0,0.128,38.1563,250.5383
42,-0.30701,-0.58114,0.0256,0.128,41.0906,242.153
43,-0.40887,-0.57779,0.0512,0.128,45.0582,234.7151
44,NaN,NaN,0.0768,0.128,NaN,NaN
45,NaN,NaN,0.1024,0.128,NaN,NaN
46,NaN,NaN,0.128,0.128,NaN,NaN
47,NaN,NaN,0.1536,0.128,NaN,NaN
48,NaN,NaN,-0.2304,0.1024,NaN,NaN
49,NaN,NaN,-0.2048,0.1024,NaN,NaN
50,0.55814,-0.48511,-0.1792,0.1024,47.6884,319.0043
51,0.43311,-0.47162,-0.1536,0.1024,39.8157,312.5627
52,0.32518,-0.47467,-0.128,0.1024,35.1257,304.4137
53,0.21265,-0.47923,-0.1024,0.1024,31.6205,293.9284
54,0.10706,-0.48096,-0.0768,0.1024,29.5203,282.5492
55,-0.00682,-0.48404,-0.0512,0.1024,28.9527,269.1928
56,-0.11032,-0.4827,-0.0256,0.1024,29.6794,257.1263
57,-0.22106,-0.47821,0.0,0.1024,31.7917,245.1905
58,-0.32635,-0.47382,0.0256,0.1024,35.1231,235.4423
59,-0.4304,-0.4694,0.0512,0.1024,39.5575,227.4818
60,-0.52431,-0.47042,0.0768,0.1024,44.782,221.899
61,NaN,NaN,0.1024,0.1024,NaN,NaN
62,NaN,NaN,0.128,0.1024,NaN,NaN
63,NaN,NaN,0.1536,0.1024,NaN,NaN
64,NaN,NaN,-0.2304,0.0768,NaN,NaN
65,NaN,NaN,-0.2048,0.0768,NaN,NaN
66,0.53949,-0.36914,-0.1792,0.0768,40.8206,325.6186
67,0.4335,-0.36847,-0.1536,0.0768,34.6763,319.6358
68,0.32585,-0.36897,-0.128,0.0768,29.489,311.4488
69,0.2161,-0.37426,-0.1024,0.0768,25.6053,300.0024
70,0.10524,-0.37774,-0.0768,0.0768,23.0869,285.5681
71,-0.00666,-0.37852,-0.0512,0.0768,22.2457,268.992
72,-0.11956,-0.37809,-0.0256,0.0768,23.3623,252.452
73,-0.23131,-0.37384,0.0,0.0768,26.0793,238.2532
74,-0.33998,-0.36962,0.0256,0.0768,30.1457,227.3919
75,-0.44319,-0.36299,0.0512,0.0768,34.9505,219.3188
76,-0.54275,-0.35336,0.0768,0.0768,40.3641,213.0663
77,-0.6305,-0.35103,0.1024,0.0768,46.1894,209.1068
78,NaN,NaN,0.128,0.0768,NaN,NaN
79,NaN,NaN,0.1536,0.0768,NaN,NaN
80,NaN,NaN,-0.2304,0.0512,NaN,NaN
81,0.64209,-0.26194,-0.2048,0.0512,43.9049,337.807
82,0.54187,-0.25749,-0.1792,0.0512,36.8654,334.5835
83,0.43378,-0.25994,-0.1536,0.0512,30.3779,329.0681
84,0.32793,-0.26342,-0.128,0.0512,24.8743,321.2257
85,0.21761,-0.26362,-0.1024,0.0512,19.9886,309.5386
86,0.10551,-0.2675,-0.0768,0.0512,16.7117,291.5258
87,-0.00843,-0.26729,-0.0512,0.0512,15.511,268.1936
88,-0.12364,-0.26702,-0.0256,0.0512,17.1129,245.1541
89,-0.23859,-0.26177,0.0,0.0512,20.7437,227.6524
90,-0.35038,-0.25872,0.0256,0.0512,25.8202,216.4421
91,-0.45487,-0.25209,0.0512,0.0512,31.3359,208.9953
92,-0.55248,-0.24374,0.0768,0.0512,37.1466,203.8058
93,-0.64223,-0.24089,0.1024,0.0512,43.3081,200.5602
94,NaN,NaN,0.128,0.0512,NaN,NaN
95,NaN,NaN,0.1536,0.0512,NaN,NaN
96,NaN,NaN,-0.2304,0.0256,NaN,NaN
97,0.64153,-0.15529,-0.2048,0.0256,41.3042,346.3926
98,0.54185,-0.15226,-0.1792,0.0256,34.2522,344.3046
99,0.43998,-0.15093,-0.1536,0.0256,27.7198,341.0661
100,0.33209,-0.14976,-0.128,0.0256,21.3643,335.7264
101,0.22243,-0.1521,-0.1024,0.0256,15.6322,325.6353
