Idx,elevation,azimuth,X,Y,x_light,y_light
1,45,0,0.707107,0,-0.2204,-0.0159561
2,45,0,0.707107,0,-0.220546,-0.0157743
3,45,0,0.707107,0,-0.220686,-0.0158387
4,45,0,0.707107,0,-0.220331,-0.0160428
5,45,0,0.707107,0,-0.220682,-0.0154774
6,45.8161,0,0.717107,0,-0.222795,-0.0162962
7,45.8161,0,0.717107,0,-0.222016,-0.0164945
8,45.8161,0,0.717107,0,-0.223422,-0.0161171
9,45.8161,0,0.717107,0,-0.222617,-0.016642
10,45.8161,0,0.717107,0,-0.223384,-0.0152021
11,46.6444,0,0.727107,0,-0.224401,-0.0158379
12,46.6444,0,0.727107,0,-0.22475,-0.0160831
13,46.6444,0,0.727107,0,-0.223883,-0.0162361
14,46.6444,0,0.727107,0,-0.224257,-0.0157462
15,46.6444,0,0.727107,0,-0.224808,-0.0165154
16,47.4855,0,0.737107,0,-0.226537,-0.0170326
17,47.4855,0,0.737107,0,-0.226576,-0.0171036
18,47.4855,0,0.737107,0,-0.226863,-0.0167314
19,47.4855,0,0.737107,0,-0.226629,-0.0164918
20,47.4855,0,0.737107,0,-0.226788,-0.0167078
21,48.3404,0,0.747107,0,-0.228586,-0.0173381
22,48.3404,0,0.747107,0,-0.228674,-0.017211
23,48.3404,0,0.747107,0,-0.229603,-0.0181963
24,48.3404,0,0.747107,0,-0.228416,-0.0181887
25,48.3404,0,0.747107,0,-0.228739,-0.0173568
26,49.2098,0,0.757107,0,-0.229932,-0.0177931
27,49.2098,0,0.757107,0,-0.229237,-0.0183028
28,49.2098,0,0.757107,0,-0.228806,-0.0183425
29,49.2098,0,0.757107,0,-0.229,-0.0185238
30,49.2098,0,0.757107,0,-0.228699,-0.0183836
31,50.0948,0,0.767107,0,-0.228945,-0.0181748
32,50.0948,0,0.767107,0,-0.229679,-0.018706
33,50.0948,0,0.767107,0,-0.229637,-0.0182099
34,50.0948,0,0.767107,0,-0.228888,-0.0185493
35,50.0948,0,0.767107,0,-0.228682,-0.0175278
36,50.9964,0,0.777107,0,-0.227723,-0.0195052
37,50.9964,0,0.777107,0,-0.227756,-0.0201263
38,50.9964,0,0.777107,0,-0.228283,-0.0190808
39,50.9964,0,0.777107,0,-0.228014,-0.0196492
40,50.9964,0,0.777107,0,-0.227976,-0.0188179
41,51.9159,0,0.787107,0,-0.225858,-0.0205189
42,51.9159,0,0.787107,0,-0.22544,-0.0198279
43,51.9159,0,0.787107,0,-0.225839,-0.0190196
44,51.9159,0,0.787107,0,-0.225604,-0.0198563
45,51.9159,0,0.787107,0,-0.224811,-0.0195021
46,52.8547,0,0.797107,0,-0.221517,-0.0201057
47,52.8547,0,0.797107,0,-0.221936,-0.0196614
48,52.8547,0,0.797107,0,-0.221452,-0.019824
49,52.8547,0,0.797107,0,-0.221339,-0.0198411
50,52.8547,0,0.797107,0,-0.221773,-0.0192736
51,53.8142,0,0.807107,0,-0.216453,-0.0195656
52,53.8142,0,0.807107,0,-0.216867,-0.0199533
53,53.8142,0,0.807107,0,-0.217666,-0.0188582
54,53.8142,0,0.807107,0,-0.21721,-0.0198305
55,53.8142,0,0.807107,0,-0.217226,-0.0195424
56,54.7962,0,0.817107,0,-0.212758,-0.0189281
57,54.7962,0,0.817107,0,-0.213158,-0.0190217
58,54.7962,0,0.817107,0,-0.212762,-0.0186715
59,54.7962,0,0.817107,0,-0.21367,-0.0187246
60,54.7962,0,0.817107,0,-0.213357,-0.0188156
61,55.8027,0,0.827107,0,-0.210336,-0.0179311
62,55.8027,0,0.827107,0,-0.210359,-0.0182909
63,55.8027,0,0.827107,0,-0.209073,-0.0186122
64,55.8027,0,0.827107,0,-0.210374,-0.017558
65,55.8027,0,0.827107,0,-0.209368,-0.0185116
66,56.8358,0,0.837107,0,-0.208004,-0.0178085
67,56.8358,0,0.837107,0,-0.208456,-0.0186048
68,56.8358,0,0.837107,0,-0.207493,-0.0174083
69,56.8358,0,0.837107,0,-0.208754,-0.0176244
70,56.8358,0,0.837107,0,-0.208623,-0.0176827
71,57.8983,0,0.847107,0,-0.208229,-0.0189195
72,57.8983,0,0.847107,0,-0.20721,-0.018053
73,57.8983,0,0.847107,0,-0.208848,-0.0174397
74,57.8983,0,0.847107,0,-0.208695,-0.018186
75,57.8983,0,0.847107,0,-0.208893,-0.0177922
76,58.9933,0,0.857107,0,-0.208996,-0.0184999
77,58.9933,0,0.857107,0,-0.209711,-0.0178534
78,58.9933,0,0.857107,0,-0.209546,-0.0181607
79,58.9933,0,0.857107,0,-0.209037,-0.0181023
80,58.9933,0,0.857107,0,-0.209264,-0.0180658
81,60.1241,0,0.867107,0,-0.210702,-0.0174388
82,60.1241,0,0.867107,0,-0.210816,-0.0178845
83,60.1241,0,0.867107,0,-0.210615,-0.0178456
84,60.1241,0,0.867107,0,-0.210884,-0.0172281
85,60.1241,0,0.867107,0,-0.211447,-0.0181607
86,61.2953,0,0.877107,0,-0.214047,-0.0171607
87,61.2953,0,0.877107,0,-0.213344,-0.017633
88,61.2953,0,0.877107,0,-0.213403,-0.0180721
89,61.2953,0,0.877107,0,-0.214326,-0.0177496
90,61.2953,0,0.877107,0,-0.214274,-0.0169406
91,62.5119,0,0.887107,0,-0.217929,-0.0178164
92,62.5119,0,0.887107,0,-0.217469,-0.0183623
93,62.5119,0,0.887107,0,-0.21757,-0.0177945
94,62.5119,0,0.887107,0,-0.218409,-0.018734
95,62.5119,0,0.887107,0,-0.216534,-0.0183267
96,63.7803,0,0.897107,0,-0.221674,-0.0175976
97,63.7803,0,0.897107,0,-0.222725,-0.0167397
98,63.7803,0,0.897107,0,-0.222476,-0.0159456
99,63.7803,0,0.897107,0,-0.22307,-0.0167164
100,63.7803,0,0.897107,0,-0.221923,-0.0181881
101,65.1085,0,0.907107,0,-0.22649,-0.0187642
102,65.1085,0,0.907107,0,-0.22645,-0.0175823
103,65.1085,0,0.907107,0,-0.227366,-0.0166008
