Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.12744,-0.68662,-0.0773771,0.153939,44.2945,280.515,221.094,188.203,139.047,161.047,709.391,31.167,26.53,19.601,22.702,19.601
2,0.01848,-0.68756,-0.0505502,0.153821,43.4569,271.54,219.062,196.25,145.5,159.078,719.89,30.43,27.261,20.211,22.098,20.211
3,-0.0826197,-0.689889,-0.0268972,0.154179,44.0128,263.171,213.219,199.797,148.422,154.25,715.688,29.792,27.917,20.738,21.553,20.738
4,-0.18681,-0.68739,-8.91782e-05,0.153297,45.4242,254.796,203.562,200.578,149.812,146.891,700.843,29.045,28.62,21.376,20.959,20.959
5,0.474541,-0.58422,-0.154442,0.128148,48.8216,309.086,215.578,158.5,121.875,167.219,663.172,32.507,23.9,18.378,25.215,18.378
6,-0.41989,0.5961,0.0509485,-0.153304,46.8142,125.161,137.422,150.938,206.984,185.797,681.141,20.175,22.16,30.388,27.277,20.175
7,0.12534,0.700989,-0.0773838,-0.179519,45.4066,79.8624,155.297,127.25,190.469,215.719,688.735,22.548,18.476,27.655,31.321,18.476
8,0.2417,-0.68545,-0.102721,0.154941,46.6201,289.423,217.359,176.25,129.547,158.453,681.609,31.889,25.858,19.006,23.247,19.006
9,-0.238591,-0.26177,0.00048188,0.0510294,20.7437,227.652,248.641,245.516,224.875,221.297,940.329,26.442,26.11,23.915,23.534,23.534
10,-0.12364,-0.26702,-0.0258005,0.051487,17.1129,245.154,260.422,244.234,223.328,231.906,959.89,27.13,25.444,23.266,24.16,23.266
11,0.21731,-0.580521,-0.102146,0.127983,38.306,290.523,239.281,193.203,151.047,183.297,766.828,31.204,25.195,19.698,23.903,19.698
12,0.33089,-0.580541,-0.128049,0.128349,41.9297,299.682,232.266,178.656,138.891,178.547,728.36,31.889,24.529,19.069,24.514,19.069
13,-0.40887,-0.57779,0.0515268,0.127654,45.0582,234.715,191.297,206.562,164.438,143.344,705.641,27.11,29.273,23.303,20.314,20.314
14,0.55814,-0.48511,-0.179456,0.102974,47.6884,319.004,218.984,152.141,123.953,177.875,672.953,32.541,22.608,18.419,26.432,18.419
