Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.31257,-0.8327,-0.0772216,0.205936,62.802,290.575,141.562,120.625,80.0,92.6406,434.828,32.556,27.741,18.398,21.305,18.398
2,0.22805,-0.8338,-0.0516741,0.205388,59.817,285.297,155.719,139.328,92.7969,101.703,489.547,31.809,28.461,18.956,20.775,18.956
3,0.13705,-0.84201,-0.0254565,0.206549,58.5494,279.245,159.125,150.062,99.6719,103.656,512.515,31.048,29.28,19.448,20.225,19.448
4,0.0489002,-0.84205,0.000322514,0.204445,57.5082,273.324,161.094,159.844,106.703,105.281,532.922,30.228,29.994,20.022,19.755,19.755
5,-0.0382402,-0.84237,0.0270508,0.205398,57.4836,267.401,157.266,164.406,109.672,102.375,533.719,29.466,30.804,20.549,19.181,19.181
6,-0.12731,-0.83866,0.0522748,0.204817,58.0238,261.368,150.859,165.688,110.781,98.1406,525.469,28.709,31.531,21.082,18.677,18.677
7,-0.21704,-0.83513,0.076701,0.205059,59.6406,255.432,139.516,160.469,107.562,90.3281,497.875,28.022,32.231,21.604,18.143,18.143
8,-0.30884,-0.82559,0.102662,0.203799,61.8196,249.49,125.766,151.531,102.469,80.9375,460.704,27.299,32.891,22.242,17.568,17.568
9,-0.39517,-0.82333,0.128162,0.203189,65.9589,244.361,102.75,129.531,88.2656,65.5625,386.109,26.612,33.548,22.86,16.98,16.98
10,0.50127,-0.71677,-0.126355,0.179561,61.0048,304.967,154.891,120.5,83.4688,108.078,466.938,33.172,25.806,17.876,23.146,17.876
11,0.39733,-0.82419,-0.104023,0.20461,66.2007,295.738,124.125,100.422,66.5938,81.6719,372.813,33.294,26.936,17.863,21.907,17.863
12,-0.403539,0.80185,0.128019,-0.229812,63.8532,116.714,70.25,92.1875,145.719,113.656,421.812,16.654,21.855,34.546,26.945,16.654
13,-0.302909,0.81085,0.100619,-0.231461,59.9492,110.484,84.6719,103.656,166.047,135.719,490.094,17.277,21.15,33.881,27.692,17.277
14,-0.0488601,-0.40948,0.0256887,0.0768417,24.3547,263.195,256.547,268.422,231.609,218.438,975.016,26.312,27.53,23.754,22.404,22.404
15,0.0527801,-0.4094,0.000112081,0.0767112,24.3801,277.346,263.516,261.844,226.141,224.359,975.86,27.003,26.832,23.174,22.991,22.991
16,0.15588,-0.40481,-0.0254695,0.0762788,25.708,291.06,266.484,251.5,217.516,227.047,962.547,27.685,26.129,22.598,23.588,22.598
17,0.25778,-0.40061,-0.050827,0.0769102,28.4493,302.76,264.938,237.609,205.328,225.438,933.313,28.387,25.459,22.0,24.155,22.0
18,0.36014,-0.390631,-0.0763363,0.0768612,32.0942,312.674,259.609,221.234,191.203,221.0,893.046,29.07,24.773,21.41,24.747,21.41
19,0.45575,-0.382109,-0.101982,0.0776438,36.4941,320.023,249.25,201.828,174.062,212.016,837.156,29.773,24.109,20.792,25.326,20.792
20,0.549831,-0.36802,-0.126889,0.0778308,41.4242,326.204,235.281,181.469,156.125,200.438,773.313,30.425,23.466,20.189,25.919,20.189
21,0.41702,-0.7298,-0.102339,0.179655,57.1976,299.744,173.938,141.703,98.4844,121.016,535.141,32.503,26.48,18.403,22.614,18.403
22,0.32753,-0.74426,-0.0775058,0.179647,54.404,293.753,185.125,157.922,110.344,128.219,581.61,31.83,27.153,18.972,22.046,18.972
23,0.403819,0.81051,-0.100867,-0.230501,64.8957,63.5162,84.9531,66.9688,110.547,132.391,394.86,21.515,16.96,27.997,33.529,16.96
24,0.235119,0.81295,-0.0511945,-0.229627,57.808,73.8692,106.75,94.2812,153.312,167.562,521.905,20.454,18.065,29.375,32.106,18.065
25,0.140959,0.81736,-0.0250947,-0.231221,56.0398,80.2152,109.797,102.734,166.781,173.594,552.906,19.858,18.581,30.164,31.397,18.581
