id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.1792,0.128,NaN,NaN
1,NaN,NaN,-0.1536,0.128,NaN,NaN
2,NaN,NaN,-0.128,0.128,NaN,NaN
3,NaN,NaN,-0.1024,0.128,NaN,NaN
4,NaN,NaN,-0.0768,0.128,NaN,NaN
5,NaN,NaN,-0.0512,0.128,NaN,NaN
6,NaN,NaN,-0.0256,0.128,NaN,NaN
7,NaN,NaN,-0.0,0.128,NaN,NaN
8,NaN,NaN,0.0256,0.128,NaN,NaN
9,NaN,NaN,0.0512,0.128,NaN,NaN
10,NaN,NaN,0.0768,0.128,NaN,NaN
11,NaN,NaN,0.1024,0.128,NaN,NaN
12,NaN,NaN,0.128,0.128,NaN,NaN
13,NaN,NaN,0.1536,0.128,NaN,NaN
14,NaN,NaN,-0.1792,0.1024,NaN,NaN
15,NaN,NaN,-0.1536,0.1024,NaN,NaN
16,NaN,NaN,-0.128,0.1024,NaN,NaN
17,0.37758,-0.59195,-0.1024,0.1024,44.5973,302.5321
18,0.25208,-0.59519,-0.0768,0.1024,40.2685,292.954
19,0.13805,-0.60087,-0.0512,0.1024,38.0628,282.9392
20,0.02649,-0.60588,-0.0256,0.1024,37.3339,272.5035
21,-0.09087,-0.60704,-0.0,0.1024,37.865,261.4864
22,-0.20531,-0.60512,0.0256,0.1024,39.7174,251.2585
23,-0.31943,-0.60166,0.0512,0.1024,42.9373,242.0355
24,NaN,NaN,0.0768,0.1024,NaN,NaN
25,NaN,NaN,0.1024,0.1024,NaN,NaN
26,NaN,NaN,0.128,0.1024,NaN,NaN
27,NaN,NaN,0.1536,0.1024,NaN,NaN
28,NaN,NaN,-0.1792,0.0768,NaN,NaN
29,NaN,NaN,-0.1536,0.0768,NaN,NaN
30,0.49612,-0.474,-0.128,0.0768,43.3266,316.3062
31,0.37197,-0.47818,-0.1024,0.0768,37.2879,307.8789
32,0.2524,-0.48629,-0.0768,0.0768,33.2224,297.4308
33,0.13557,-0.49125,-0.0512,0.0768,30.6381,285.4279
34,0.01981,-0.49504,-0.0256,0.0768,29.6985,272.2916
35,-0.09747,-0.49951,-0.0,0.0768,30.5926,258.9585
36,-0.21486,-0.49555,0.0256,0.0768,32.6921,246.5595
37,-0.32922,-0.48821,0.0512,0.0768,36.0749,236.0066
38,-0.44685,-0.48168,0.0768,0.0768,41.0739,227.1482
39,-0.55451,-0.476,0.1024,0.0768,46.9529,220.6433
40,NaN,NaN,0.128,0.0768,NaN,NaN
41,NaN,NaN,0.1536,0.0768,NaN,NaN
42,NaN,NaN,-0.1792,0.0512,NaN,NaN
43,NaN,NaN,-0.1536,0.0512,NaN,NaN
44,0.48932,-0.3559,-0.128,0.0512,37.2332,323.9703
45,0.37197,-0.36571,-0.1024,0.0512,31.4421,315.4862
46,0.255,-0.3719,-0.0768,0.0512,26.8031,304.4372
47,0.13672,-0.37928,-0.0512,0.0512,23.7765,289.8228
48,0.02058,-0.3846,-0.0256,0.0512,22.6531,273.063
49,-0.09939,-0.38524,-0.0,0.0512,23.4441,255.5334
50,-0.22191,-0.38269,0.0256,0.0512,26.2555,239.8919
51,-0.33929,-0.37434,0.0512,0.0512,30.346,227.8118
52,-0.45089,-0.37136,0.0768,0.0512,35.7417,219.4754
53,-0.56124,-0.35784,0.1024,0.0512,41.7293,212.5211
54,NaN,NaN,0.128,0.0512,NaN,NaN
55,NaN,NaN,0.1536,0.0512,NaN,NaN
56,NaN,NaN,-0.1792,0.0256,NaN,NaN
57,0.62296,-0.24145,-0.1536,0.0256,41.9217,338.8144
58,0.49378,-0.24306,-0.128,0.0256,33.3918,333.7916
59,0.37588,-0.25162,-0.1024,0.0256,26.893,326.201
60,0.25695,-0.25834,-0.0768,0.0256,21.3686,314.8454
61,0.13951,-0.26763,-0.0512,0.0256,17.5663,297.5321
62,0.02195,-0.27023,-0.0256,0.0256,15.7309,274.6438
63,-0.10338,-0.27067,-0.0,0.0256,16.8424,249.0961
64,-0.22709,-0.26784,0.0256,0.0256,20.5578,229.7068
65,-0.34729,-0.25992,0.0512,0.0256,25.708,216.812
66,-0.45973,-0.25445,0.0768,0.0256,31.6985,208.9635
67,-0.56727,-0.24819,0.1024,0.0256,38.2568,203.6302
68,-0.67597,-0.24063,0.128,0.0256,45.8503,199.5946
69,NaN,NaN,0.1536,0.0256,NaN,NaN
70,NaN,NaN,-0.1792,-0.0,NaN,NaN
71,0.61915,-0.12677,-0.1536,-0.0,39.1974,348.4287
72,0.49637,-0.13252,-0.128,-0.0,30.9143,345.0519
73,0.38096,-0.13696,-0.1024,-0.0,23.8806,340.2258
74,0.26266,-0.14284,-0.0768,-0.0,17.3968,331.4617
75,0.14122,-0.14551,-0.0512,-0.0,11.6991,314.1428
76,0.02237,-0.14894,-0.0256,-0.0,8.6623,278.5417
77,-0.10001,-0.15138,-0.0,-0.0,10.4532,236.549
78,-0.23076,-0.15021,0.0256,-0.0,15.9824,213.0616
79,-0.34806,-0.14623,0.0512,-0.0,22.1808,202.7887
80,-0.46308,-0.14327,0.0768,-0.0,28.9952,197.1913
81,-0.56936,-0.13855,0.1024,-0.0,35.8719,193.6767
82,-0.68046,-0.12937,0.128,-0.0,43.8402,190.7647
83,NaN,NaN,0.1536,-0.0,NaN,NaN
84,NaN,NaN,-0.1792,-0.0256,NaN,NaN
85,0.62124,-0.01899,-0.1536,-0.0256,38.428,358.2491
86,0.49807,-0.02107,-0.128,-0.0256,29.9018,357.5776
87,0.38562,-0.02176,-0.1024,-0.0256,22.7203,356.7703
88,0.26667,-0.02521,-0.0768,-0.0256,15.5369,354.5995
89,0.14382,-0.02528,-0.0512,-0.0256,8.3966,350.0307
90,0.02585,-0.02355,-0.0256,-0.0256,2.004,317.6657
91,-0.09663,-0.03032,-0.0,-0.0256,5.8126,197.4205
92,-0.22478,-0.03308,0.0256,-0.0256,13.1323,188.3719
