Idx,elevation,azimuth,X,Y,x_light,y_light
1,45,0,0.707107,0,-0.168608,-0.0304583
2,45,0,0.707107,0,-0.168248,-0.0300006
3,45,0,0.707107,0,-0.167759,-0.0310426
4,45,0,0.707107,0,-0.16819,-0.0306404
5,45,0,0.707107,0,-0.16864,-0.0304652
6,45.8161,0,0.717107,0,-0.170701,-0.0301926
7,45.8161,0,0.717107,0,-0.170161,-0.030174
8,45.8161,0,0.717107,0,-0.169703,-0.0300319
9,45.8161,0,0.717107,0,-0.169948,-0.0295562
10,45.8161,0,0.717107,0,-0.170476,-0.0301633
11,46.6444,0,0.727107,0,-0.17057,-0.02961
12,46.6444,0,0.727107,0,-0.170572,-0.0291777
13,46.6444,0,0.727107,0,-0.171132,-0.0304347
14,46.6444,0,0.727107,0,-0.170974,-0.0295266
15,46.6444,0,0.727107,0,-0.170812,-0.0306676
16,47.4855,0,0.737107,0,-0.172081,-0.0294177
17,47.4855,0,0.737107,0,-0.17113,-0.0300585
18,47.4855,0,0.737107,0,-0.171271,-0.0293095
19,47.4855,0,0.737107,0,-0.171863,-0.0301125
20,47.4855,0,0.737107,0,-0.171607,-0.0298188
21,48.3404,0,0.747107,0,-0.171621,-0.0291888
22,48.3404,0,0.747107,0,-0.171707,-0.0290802
23,48.3404,0,0.747107,0,-0.171666,-0.0295466
24,48.3404,0,0.747107,0,-0.171923,-0.0293026
25,48.3404,0,0.747107,0,-0.172403,-0.0293604
26,49.2098,0,0.757107,0,-0.170815,-0.0283294
27,49.2098,0,0.757107,0,-0.170971,-0.0282722
28,49.2098,0,0.757107,0,-0.170783,-0.0279677
29,49.2098,0,0.757107,0,-0.171491,-0.0279831
30,49.2098,0,0.757107,0,-0.171316,-0.0284916
31,50.0948,0,0.767107,0,-0.17042,-0.02752
32,50.0948,0,0.767107,0,-0.17041,-0.0276885
33,50.0948,0,0.767107,0,-0.170574,-0.0275612
34,50.0948,0,0.767107,0,-0.170388,-0.0277031
35,50.0948,0,0.767107,0,-0.170625,-0.0280629
36,50.9964,0,0.777107,0,-0.169238,-0.0272055
37,50.9964,0,0.777107,0,-0.168827,-0.02759
38,50.9964,0,0.777107,0,-0.169234,-0.0269994
39,50.9964,0,0.777107,0,-0.168922,-0.0268576
40,50.9964,0,0.777107,0,-0.168955,-0.0275281
41,51.9159,0,0.787107,0,-0.16873,-0.0252271
42,51.9159,0,0.787107,0,-0.167413,-0.0263468
43,51.9159,0,0.787107,0,-0.168007,-0.026016
44,51.9159,0,0.787107,0,-0.168024,-0.0264108
45,51.9159,0,0.787107,0,-0.167976,-0.026261
46,52.8547,0,0.797107,0,-0.169702,-0.026944
47,52.8547,0,0.797107,0,-0.168826,-0.026922
48,52.8547,0,0.797107,0,-0.169869,-0.0264797
49,52.8547,0,0.797107,0,-0.169272,-0.0260345
50,52.8547,0,0.797107,0,-0.168448,-0.0266364
51,53.8142,0,0.807107,0,-0.171931,-0.0269821
52,53.8142,0,0.807107,0,-0.172069,-0.0267874
53,53.8142,0,0.807107,0,-0.172498,-0.0265326
54,53.8142,0,0.807107,0,-0.17203,-0.02579
55,53.8142,0,0.807107,0,-0.172182,-0.0273976
56,54.7962,0,0.817107,0,-0.176554,-0.0264574
57,54.7962,0,0.817107,0,-0.176378,-0.0262084
58,54.7962,0,0.817107,0,-0.177604,-0.0268397
59,54.7962,0,0.817107,0,-0.177277,-0.0263287
60,54.7962,0,0.817107,0,-0.176802,-0.0266173
61,55.8027,0,0.827107,0,-0.182287,-0.0258836
62,55.8027,0,0.827107,0,-0.183054,-0.0264372
63,55.8027,0,0.827107,0,-0.182875,-0.0260112
64,55.8027,0,0.827107,0,-0.183809,-0.027085
65,55.8027,0,0.827107,0,-0.182357,-0.0263296
66,56.8358,0,0.837107,0,-0.189725,-0.0266865
67,56.8358,0,0.837107,0,-0.18982,-0.0260406
68,56.8358,0,0.837107,0,-0.19005,-0.0262341
69,56.8358,0,0.837107,0,-0.190293,-0.026012
70,56.8358,0,0.837107,0,-0.190565,-0.0263812
71,57.8983,0,0.847107,0,-0.199444,-0.0257998
72,57.8983,0,0.847107,0,-0.199069,-0.027003
73,57.8983,0,0.847107,0,-0.198905,-0.0267536
74,57.8983,0,0.847107,0,-0.199353,-0.0265717
75,57.8983,0,0.847107,0,-0.19971,-0.0261663
76,58.9933,0,0.857107,0,-0.20927,-0.0268309
77,58.9933,0,0.857107,0,-0.208548,-0.0267059
78,58.9933,0,0.857107,0,-0.20933,-0.0265608
79,58.9933,0,0.857107,0,-0.208539,-0.0258488
80,58.9933,0,0.857107,0,-0.208524,-0.0263914
81,60.1241,0,0.867107,0,-0.220136,-0.0262236
82,60.1241,0,0.867107,0,-0.220262,-0.0265037
83,60.1241,0,0.867107,0,-0.219212,-0.0267625
84,60.1241,0,0.867107,0,-0.219392,-0.0265085
