id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
18,0.25208,-0.59519,292.954,40.2685,-0.0768,0.1024,0
19,0.13805,-0.60087,282.9392,38.0628,-0.0512,0.1024,1
22,-0.20531,-0.60512,251.2585,39.7174,0.0256,0.1024,2
23,-0.31943,-0.60166,242.0355,42.9373,0.0512,0.1024,3
30,0.49612,-0.474,316.3062,43.3266,-0.128,0.0768,4
31,0.37197,-0.47818,307.8789,37.2879,-0.1024,0.0768,5
32,0.2524,-0.48629,297.4308,33.2224,-0.0768,0.0768,6
176,-0.19215,0.66949,106.014,44.1484,0.0256,-0.1792,7
17,0.37758,-0.59195,302.5321,44.5973,-0.1024,0.1024,8
20,0.02649,-0.60588,272.5035,37.3339,-0.0256,0.1024,9
21,-0.09087,-0.60704,261.4864,37.865,-0.0,0.1024,10
68,-0.67597,-0.24063,199.5946,45.8503,0.128,0.0256,11
67,-0.56727,-0.24819,203.6302,38.2568,0.1024,0.0256,12
33,0.13557,-0.49125,285.4279,30.6381,-0.0512,0.0768,13
35,-0.09747,-0.49951,258.9585,30.5926,-0.0,0.0768,14
36,-0.21486,-0.49555,246.5595,32.6921,0.0256,0.0768,15
37,-0.32922,-0.48821,236.0066,36.0749,0.0512,0.0768,16
175,-0.08162,0.66498,96.9975,42.0648,-0.0,-0.1792,17
77,-0.10001,-0.15138,236.549,10.4532,-0.0,-0.0,18
76,0.02237,-0.14894,278.5417,8.6623,-0.0256,-0.0,19
74,0.26266,-0.14284,331.4617,17.3968,-0.0768,-0.0,20
71,0.61915,-0.12677,348.4287,39.1974,-0.1536,-0.0,21
66,-0.45973,-0.25445,208.9635,31.6985,0.0768,0.0256,22
34,0.01981,-0.49504,272.2916,29.6985,-0.0256,0.0768,23
62,0.02195,-0.27023,274.6438,15.7309,-0.0256,0.0256,24
61,0.13951,-0.26763,297.5321,17.5663,-0.0512,0.0256,25
38,-0.44685,-0.48168,227.1482,41.0739,0.0768,0.0768,26
161,-0.08872,0.55307,99.1134,34.0655,-0.0,-0.1536,27
162,-0.20838,0.54793,110.822,35.889,0.0256,-0.1536,28
174,0.02988,0.66439,87.4249,41.687,-0.0256,-0.1792,29
78,-0.23076,-0.15021,213.0616,15.9824,0.0256,-0.0,30
75,0.14122,-0.14551,314.1428,11.6991,-0.0512,-0.0,31
72,0.49637,-0.13252,345.0519,30.9143,-0.128,-0.0,32
65,-0.34729,-0.25992,216.812,25.708,0.0512,0.0256,33
63,-0.10338,-0.27067,249.0961,16.8424,-0.0,0.0256,34
60,0.25695,-0.25834,314.8454,21.3686,-0.0768,0.0256,35
39,-0.55451,-0.476,220.6433,46.9529,0.1024,0.0768,36
46,0.255,-0.3719,304.4372,26.8031,-0.0768,0.0512,37
47,0.13672,-0.37928,289.8228,23.7765,-0.0512,0.0512,38
160,0.02837,0.55343,87.0655,33.6526,-0.0256,-0.1536,39
163,-0.32164,0.5446,120.566,39.2339,0.0512,-0.1536,40
164,-0.43041,0.55383,127.8526,44.5405,0.0768,-0.1536,41
173,0.14033,0.66365,78.0606,42.7128,-0.0512,-0.1792,42
79,-0.34806,-0.14623,202.7887,22.1808,0.0512,-0.0,43
73,0.38096,-0.13696,340.2258,23.8806,-0.1024,-0.0,44
64,-0.22709,-0.26784,229.7068,20.5578,0.0256,0.0256,45
59,0.37588,-0.25162,326.201,26.893,-0.1024,0.0256,46
58,0.49378,-0.24306,333.7916,33.3918,-0.128,0.0256,47
44,0.48932,-0.3559,323.9703,37.2332,-0.128,0.0512,48
45,0.37197,-0.36571,315.4862,31.4421,-0.1024,0.0512,49
48,0.02058,-0.3846,273.063,22.6531,-0.0256,0.0512,50
159,0.13577,0.55245,76.1926,34.6728,-0.0512,-0.1536,51
86,0.49807,-0.02107,357.5776,29.9018,-0.128,-0.0256,52
85,0.62124,-0.01899,358.2491,38.428,-0.1536,-0.0256,53
82,-0.68046,-0.12937,190.7647,43.8402,0.128,-0.0,54
81,-0.56936,-0.13855,193.6767,35.8719,0.1024,-0.0,55
80,-0.46308,-0.14327,197.1913,28.9952,0.0768,-0.0,56
57,0.62296,-0.24145,338.8144,41.9217,-0.1536,0.0256,57
53,-0.56124,-0.35784,212.5211,41.7293,0.1024,0.0512,58
52,-0.45089,-0.37136,219.4754,35.7417,0.0768,0.0512,59
51,-0.33929,-0.37434,227.8118,30.346,0.0512,0.0512,60
50,-0.22191,-0.38269,239.8919,26.2555,0.0256,0.0512,61
49,-0.09939,-0.38524,255.5334,23.4441,-0.0,0.0512,62
120,-0.22442,0.20858,137.0951,17.8413,0.0256,-0.0768,63
119,-0.09455,0.20876,114.3664,13.2484,-0.0,-0.0768,64
