id,X,Y,x_light,y_light,Extrapolated
0,0.8187425881624222,-0.7933326065540314,-0.2304,0.256,True
1,0.7268202304840088,-0.801749587059021,-0.2048,0.256,True
2,0.6316272616386414,-0.831616778858006,-0.1792,0.256,True
3,0.5455959912948035,-0.8464464742463836,-0.1536,0.256,True
4,0.44126391410827637,-0.8658421039581299,-0.128,0.256,True
5,0.3337135314941406,-0.8819847106933594,-0.1024,0.256,True
6,0.23046398162841797,-0.894639253616333,-0.0768,0.256,True
7,0.12768880675942823,-0.9027852505709282,-0.0512,0.256,True
8,0.01584005355834961,-0.9081459045410156,-0.0256,0.256,True
9,-0.10990244150161743,-0.9073677062988281,0.0,0.256,True
10,-0.2125082015991211,-0.893704891204834,0.0256,0.256,True
11,-0.3223257064819336,-0.8803286552429199,0.0512,0.256,True
12,-0.44024085998535156,-0.8627848625183105,0.0768,0.256,True
13,-0.5557689666748047,-0.8369522094726562,0.1024,0.256,True
14,-0.6653633117675781,-0.8025765419006348,0.128,0.256,True
15,-0.7704353332519531,-0.7779550552368164,0.1536,0.256,True
16,-0.8640843033790588,-0.7617740631103516,0.1792,0.256,True
17,-0.95,-0.732177734375,0.2048,0.256,True
18,0.8180694580078125,-0.7156906127929688,-0.2304,0.2304,True
19,0.7395172119140625,-0.7360763549804688,-0.2048,0.2304,True
20,0.6426324844360352,-0.7485675811767578,-0.1792,0.2304,True
21,0.5456151962280273,-0.7689791917800903,-0.1536,0.2304,True
22,0.44821250438690186,-0.78477942943573,-0.128,0.2304,True
23,0.34261,-0.80867,-0.1024,0.2304,False
24,0.23153,-0.81459,-0.0768,0.2304,False
25,0.12985,-0.81865,-0.0512,0.2304,False
26,0.01827,-0.82192,-0.0256,0.2304,False
27,-0.11036,-0.82134,0.0,0.2304,False
28,-0.22075,-0.81231,0.0256,0.2304,False
29,-0.33706,-0.80821,0.0512,0.2304,False
30,-0.4510498046875,-0.7789421081542969,0.0768,0.2304,True
31,-0.5627450942993164,-0.7492587566375732,0.1024,0.2304,True
32,-0.6727944399414434,-0.7261961855158068,0.128,0.2304,True
33,-0.7733154296875,-0.7106857299804688,0.1536,0.2304,True
34,-0.8664302825927734,-0.6843222379684448,0.1792,0.2304,True
35,-0.95,-0.6624488830566406,0.2048,0.2304,True
36,0.8192825317382812,-0.6391124725341797,-0.2304,0.2048,True
37,0.7406196594238281,-0.6533393859863281,-0.2048,0.2048,True
38,0.6543960571289062,-0.6697266101837158,-0.1792,0.2048,True
39,0.55877,-0.6861,-0.1536,0.2048,False
40,0.45291,-0.69378,-0.128,0.2048,False
41,0.34336,-0.70119,-0.1024,0.2048,False
42,0.23388,-0.71076,-0.0768,0.2048,False
43,0.12073,-0.71648,-0.0512,0.2048,False
44,0.00971,-0.71643,-0.0256,0.2048,False
45,-0.10939,-0.71608,0.0,0.2048,False
46,-0.22247,-0.70415,0.0256,0.2048,False
47,-0.34066,-0.69316,0.0512,0.2048,False
48,-0.45471,-0.6776,0.0768,0.2048,False
49,-0.57399,-0.67123,0.1024,0.2048,False
50,-0.6775283813476562,-0.6494274139404297,0.128,0.2048,True
51,-0.77679443359375,-0.6263961791992188,0.1536,0.2048,True
52,-0.877105712890625,-0.605712890625,0.1792,0.2048,True
53,-0.95,-0.5831489562988281,0.2048,0.2048,True
54,0.834228515625,-0.5516360998153687,-0.2304,0.1792,True
55,0.7456493377685547,-0.5691547393798828,-0.2048,0.1792,True
56,0.6664,-0.57844,-0.1792,0.1792,False
57,0.55747,-0.59364,-0.1536,0.1792,False
58,0.45582,-0.60424,-0.128,0.1792,False
59,0.34612,-0.61393,-0.1024,0.1792,False
60,0.23591,-0.62415,-0.0768,0.1792,False
61,0.12435,-0.62656,-0.0512,0.1792,False
62,0.00874,-0.62769,-0.0256,0.1792,False
63,-0.11179,-0.62614,0.0,0.1792,False
64,-0.22397,-0.61824,0.0256,0.1792,False
65,-0.34254,-0.60783,0.0512,0.1792,False
66,-0.46142,-0.59168,0.0768,0.1792,False
67,-0.56683,-0.57626,0.1024,0.1792,False
68,-0.68676,-0.56017,0.128,0.1792,False
69,-0.7850341796875,-0.5392837524414062,0.1536,0.1792,True
70,-0.883087158203125,-0.5190584659576416,0.1792,0.1792,True
71,-0.95,-0.4944295883178711,0.2048,0.1792,True
72,0.850250244140625,-0.45645713806152344,-0.2304,0.1536,True
73,0.7607879638671875,-0.4725341796875,-0.2048,0.1536,True
74,0.66176,-0.48779,-0.1792,0.1536,False
75,0.56321,-0.49721,-0.1536,0.1536,False
76,0.46647,-0.5087,-0.128,0.1536,False
77,0.35289,-0.51689,-0.1024,0.1536,False
78,0.24093,-0.52496,-0.0768,0.1536,False
79,0.12364,-0.53102,-0.0512,0.1536,False
80,0.0076,-0.53096,-0.0256,0.1536,False
81,-0.11659,-0.52835,0.0,0.1536,False
82,-0.23027,-0.51883,0.0256,0.1536,False
83,-0.35138,-0.50818,0.0512,0.1536,False
84,-0.47071,-0.49443,0.0768,0.1536,False
85,-0.57819,-0.47686,0.1024,0.1536,False
86,-0.68526,-0.46625,0.128,0.1536,False
87,-0.791778564453125,-0.4448089599609375,0.1536,0.1536,True
88,-0.8896713256835938,-0.4217376708984375,0.1792,0.1536,True
89,-0.95,-0.395772088041457,0.2048,0.1536,True
90,0.8615379333496094,-0.35390472412109375,-0.2304,0.128,True
91,0.77446,-0.37085,-0.2048,0.128,False
92,0.67332,-0.38237,-0.1792,0.128,False
93,0.57665,-0.39379,-0.1536,0.128,False
94,0.47211,-0.40612,-0.128,0.128,False
95,0.36296,-0.41401,-0.1024,0.128,False
96,0.2488,-0.42009,-0.0768,0.128,False
97,0.13018,-0.42651,-0.0512,0.128,False
98,0.00759,-0.42808,-0.0256,0.128,False
99,-0.11636,-0.42671,0.0,0.128,False
100,-0.23562,-0.41526,0.0256,0.128,False
101,-0.35346,-0.40561,0.0512,0.128,False
102,-0.47728,-0.39065,0.0768,0.128,False
103,-0.58678,-0.37273,0.1024,0.128,False
104,-0.69001,-0.35949,0.128,0.128,False
105,-0.79749,-0.34188,0.1536,0.128,False
106,-0.89202880859375,-0.32474517822265625,0.1792,0.128,True
107,-0.95,-0.3060200466965271,0.2048,0.128,True
108,0.8756833076477051,-0.24878835678100586,-0.2304,0.1024,True
109,0.78457,-0.2612,-0.2048,0.1024,False
110,0.68189,-0.27729,-0.1792,0.1024,False
111,0.58567,-0.28463,-0.1536,0.1024,False
112,0.48108,-0.29446,-0.128,0.1024,False
113,0.37421,-0.30334,-0.1024,0.1024,False
114,0.25655,-0.30956,-0.0768,0.1024,False
115,0.13707,-0.31601,-0.0512,0.1024,False
116,0.0108,-0.31774,-0.0256,0.1024,False
117,-0.11971,-0.31344,0.0,0.1024,False
118,-0.24092,-0.30646,0.0256,0.1024,False
119,-0.35894,-0.2961,0.0512,0.1024,False
120,-0.48224,-0.28304,0.0768,0.1024,False
121,-0.58974,-0.26642,0.1024,0.1024,False
122,-0.69408,-0.25955,0.128,0.1024,False
123,-0.79996,-0.24175,0.1536,0.1024,False
124,-0.8987128138542175,-0.22410333156585693,0.1792,0.1024,True
125,-0.95,-0.2075456827878952,0.2048,0.1024,True
126,0.8836088182120597,-0.14129462353946637,-0.2304,0.0768,True
127,0.78625,-0.15398,-0.2048,0.0768,False
128,0.69197,-0.1617,-0.1792,0.0768,False
129,0.59021,-0.17138,-0.1536,0.0768,False
130,0.49162,-0.17703,-0.128,0.0768,False
131,0.37922,-0.18552,-0.1024,0.0768,False
132,0.26036,-0.18982,-0.0768,0.0768,False
133,0.14219,-0.19168,-0.0512,0.0768,False
134,0.01207,-0.19408,-0.0256,0.0768,False
135,-0.11767,-0.19105,0.0,0.0768,False
136,-0.24526,-0.1872,0.0256,0.0768,False
137,-0.36734,-0.17959,0.0512,0.0768,False
138,-0.48859,-0.16815,0.0768,0.0768,False
139,-0.59425,-0.15554,0.1024,0.0768,False
140,-0.69811,-0.14856,0.128,0.0768,False
141,-0.80115,-0.13779,0.1536,0.0768,False
142,-0.9034167318977824,-0.12383684934326636,0.1792,0.0768,True
143,-0.95,-0.11111090468075638,0.2048,0.0768,True
144,0.8890838623046875,-0.036664605140686035,-0.2304,0.0512,True
145,0.79416,-0.04605,-0.2048,0.0512,False
