Idx,elevation,azimuth,X,Y,x_light,y_light,
1,45,0,0.707107,0,-0.192979,-0.0109401,
2,45,0,0.707107,0,-0.192333,-0.0111571,
3,45,0,0.707107,0,-0.192481,-0.0111082,
4,45,0,0.707107,0,-0.192593,-0.0115309,
5,45,0,0.707107,0,-0.192764,-0.011173,
6,45.8161,0,0.717107,0,-0.195287,-0.0119262,
7,45.8161,0,0.717107,0,-0.19477,-0.0112304,
8,45.8161,0,0.717107,0,-0.195136,-0.0116064,
9,45.8161,0,0.717107,0,-0.195222,-0.0110232,
10,45.8161,0,0.717107,0,-0.195261,-0.0112144,
11,46.6444,0,0.727107,0,-0.196878,-0.0109803,
12,46.6444,0,0.727107,0,-0.197531,-0.0117833,
13,46.6444,0,0.727107,0,-0.198109,-0.0108696,
14,46.6444,0,0.727107,0,-0.197543,-0.0110151,
15,46.6444,0,0.727107,0,-0.197554,-0.0115205,
16,47.4855,0,0.737107,0,-0.199648,-0.0114186,
17,47.4855,0,0.737107,0,-0.200101,-0.0114947,
18,47.4855,0,0.737107,0,-0.199635,-0.0111639,
19,47.4855,0,0.737107,0,-0.200255,-0.0115896,
20,47.4855,0,0.737107,0,-0.199736,-0.0112302,
21,48.3404,0,0.747107,0,-0.202486,-0.0109293,
22,48.3404,0,0.747107,0,-0.202282,-0.0112175,
23,48.3404,0,0.747107,0,-0.203132,-0.010188,
24,48.3404,0,0.747107,0,-0.202591,-0.0106809,
25,48.3404,0,0.747107,0,-0.203236,-0.0109752,
26,49.2098,0,0.757107,0,-0.205864,-0.0104969,
27,49.2098,0,0.757107,0,-0.204944,-0.0107212,
28,49.2098,0,0.757107,0,-0.204978,-0.0110727,
29,49.2098,0,0.757107,0,-0.204991,-0.0106164,
30,49.2098,0,0.757107,0,-0.205072,-0.0106811,
31,50.0948,0,0.767107,0,-0.207289,-0.010568,
32,50.0948,0,0.767107,0,-0.207955,-0.0104819,
33,50.0948,0,0.767107,0,-0.207864,-0.0104045,
34,50.0948,0,0.767107,0,-0.207296,-0.0102374,
35,50.0948,0,0.767107,0,-0.208122,-0.0105438,
36,50.9964,0,0.777107,0,-0.210129,-0.011163,
37,50.9964,0,0.777107,0,-0.210429,-0.0110176,
38,50.9964,0,0.777107,0,-0.209671,-0.010199,
39,50.9964,0,0.777107,0,-0.210766,-0.00998222,
40,50.9964,0,0.777107,0,-0.21076,-0.0105004,
41,51.9159,0,0.787107,0,-0.212755,-0.0104611,
42,51.9159,0,0.787107,0,-0.212992,-0.0100094,
43,51.9159,0,0.787107,0,-0.21348,-0.0102163,
44,51.9159,0,0.787107,0,-0.213553,-0.0104036,
45,51.9159,0,0.787107,0,-0.213366,-0.0102311,
46,52.8547,0,0.797107,0,-0.215869,-0.010902,
47,52.8547,0,0.797107,0,-0.215721,-0.010786,
48,52.8547,0,0.797107,0,-0.215789,-0.00997566,
49,52.8547,0,0.797107,0,-0.216116,-0.0104957,
50,52.8547,0,0.797107,0,-0.215428,-0.0100605,
51,53.8142,0,0.807107,0,-0.218144,-0.0106842,
52,53.8142,0,0.807107,0,-0.218602,-0.0100788,
53,53.8142,0,0.807107,0,-0.21803,-0.0104149,
54,53.8142,0,0.807107,0,-0.217229,-0.00985974,
55,53.8142,0,0.807107,0,-0.218623,-0.0105217,
56,54.7962,0,0.817107,0,-0.220396,-0.010223,
57,54.7962,0,0.817107,0,-0.220797,-0.00986776,
58,54.7962,0,0.817107,0,-0.220186,-0.0102336,
59,54.7962,0,0.817107,0,-0.219818,-0.0104675,
60,54.7962,0,0.817107,0,-0.21986,-0.0103784,
61,55.8027,0,0.827107,0,-0.22215,-0.00953668,
62,55.8027,0,0.827107,0,-0.221347,-0.00886013,
63,55.8027,0,0.827107,0,-0.222911,-0.00985042,
64,55.8027,0,0.827107,0,-0.222332,-0.00984324,
65,55.8027,0,0.827107,0,-0.222729,-0.00961814,
66,56.8358,0,0.837107,0,-0.223826,-0.0100261,
67,56.8358,0,0.837107,0,-0.223979,-0.0096821,
68,56.8358,0,0.837107,0,-0.224435,-0.00920344,
69,56.8358,0,0.837107,0,-0.225249,-0.00976081,
70,56.8358,0,0.837107,0,-0.224361,-0.00914224,
71,57.8983,0,0.847107,0,-0.22618,-0.0101482,
72,57.8983,0,0.847107,0,-0.226225,-0.00924276,
73,57.8983,0,0.847107,0,-0.226022,-0.0091544,
74,57.8983,0,0.847107,0,-0.22666,-0.00936657,
75,57.8983,0,0.847107,0,-0.225894,-0.00979247,
76,58.9933,0,0.857107,0,-0.228436,-0.00918597,
77,58.9933,0,0.857107,0,-0.22755,-0.00910431,
78,58.9933,0,0.857107,0,-0.228289,-0.00914775,
79,58.9933,0,0.857107,0,-0.227087,-0.00882651,
80,58.9933,0,0.857107,0,-0.227968,-0.0102032,
81,60.1241,0,0.867107,0,-0.229582,-0.00957469,
82,60.1241,0,0.867107,0,-0.228469,-0.00869356,
83,60.1241,0,0.867107,0,-0.229201,-0.00974553,
84,60.1241,0,0.867107,0,-0.228209,-0.0097989,
85,60.1241,0,0.867107,0,-0.228995,-0.00938925,
86,61.2953,0,0.877107,0,-0.230188,-0.00888245,
87,61.2953,0,0.877107,0,-0.230202,-0.00941465,
88,61.2953,0,0.877107,0,-0.229693,-0.00923562,
89,61.2953,0,0.877107,0,-0.229682,-0.00917721,
90,61.2953,0,0.877107,0,-0.230391,-0.00859599,
91,62.5119,0,0.887107,0,-0.231604,-0.00946268,
92,62.5119,0,0.887107,0,-0.231518,-0.00811124,
93,62.5119,0,0.887107,0,-0.232017,-0.00953769,
94,62.5119,0,0.887107,0,-0.231462,-0.00841561,
95,62.5119,0,0.887107,0,-0.231523,-0.00857247,
96,63.7803,0,0.897107,0,-0.231,-0.00739759,
97,63.7803,0,0.897107,0,-0.231931,-0.00758768,
98,63.7803,0,0.897107,0,-0.232029,-0.00699937,
99,63.7803,0,0.897107,0,-0.232731,-0.00819672,
100,63.7803,0,0.897107,0,-0.231724,-0.0078188,
101,65.1085,0,0.907107,0,-0.231563,-0.0069068,
102,65.1085,0,0.907107,0,-0.230569,-0.00780205,
103,65.1085,0,0.907107,0,-0.232511,-0.0073346,
104,65.1085,0,0.907107,0,-0.232122,-0.00595948,
105,65.1085,0,0.907107,0,-0.23164,-0.0065885,
106,66.5067,0,0.917107,0,-0.232914,-0.00669109,
