id,X,Y,x_light,y_light,Extrapolated
0,0.7921451184081387,-0.80978925676238,-0.3072,0.2816,True
1,0.7254924774169922,-0.835540771484375,-0.2816,0.2816,True
2,0.6529998779296875,-0.8645544052124023,-0.256,0.2816,True
3,0.5732574462890625,-0.8860206604003906,-0.2304,0.2816,True
4,0.50048828125,-0.9048919677734375,-0.2048,0.2816,True
5,0.4132322828467402,-0.920993153708204,-0.1792,0.2816,True
6,0.3251953125,-0.9351959228515625,-0.1536,0.2816,True
7,0.23949337005615234,-0.9461708068847656,-0.128,0.2816,True
8,0.15476558390691944,-0.95,-0.1024,0.2816,True
9,0.07274270057678223,-0.95,-0.0768,0.2816,True
10,-0.009776105147345004,-0.95,-0.0512,0.2816,True
11,-0.08815545583672951,-0.95,-0.0256,0.2816,True
12,-0.16992761989762661,-0.95,0.0,0.2816,True
13,-0.2525538936842665,-0.9444539752747729,0.0256,0.2816,True
14,-0.3396877717896372,-0.9333838713475676,0.0512,0.2816,True
15,-0.42120406738496297,-0.9209603910679955,0.0768,0.2816,True
16,-0.4977191524239711,-0.9041685412235159,0.1024,0.2816,True
17,-0.5684356689453125,-0.8846282958984375,0.128,0.2816,True
18,-0.6345064644491942,-0.8608287918198365,0.1536,0.2816,True
19,-0.6991483181774034,-0.8417923408459551,0.1792,0.2816,True
20,-0.75762939453125,-0.817626953125,0.2048,0.2816,True
21,-0.806243896484375,-0.7866287231445312,0.2304,0.2816,True
22,0.809522424934592,-0.7539772544122556,-0.3072,0.256,True
23,0.7438108612600758,-0.7801290981070959,-0.2816,0.256,True
24,0.6715965270996094,-0.8037357330322266,-0.256,0.256,True
25,0.5931282271880131,-0.8285367145742047,-0.2304,0.256,True
26,0.5111678391695023,-0.8469021320343018,-0.2048,0.256,True
27,0.42894983291625977,-0.8631973266601562,-0.1792,0.256,True
28,0.3339,-0.87214,-0.1536,0.256,False
29,0.24989,-0.88543,-0.128,0.256,False
30,0.16152,-0.89563,-0.1024,0.256,False
31,0.07754,-0.89991,-0.0768,0.256,False
32,-0.01009,-0.9022,-0.0512,0.256,False
33,-0.09239,-0.89941,-0.0256,0.256,False
34,-0.1781,-0.89475,0.0,0.256,False
35,-0.26265,-0.88271,0.0256,0.256,False
36,-0.3515,-0.87041,0.0512,0.256,False
37,-0.43681382821669895,-0.8618451504566431,0.0768,0.256,True
38,-0.5154511861678849,-0.8448482781975275,0.1024,0.256,True
39,-0.5888462398788452,-0.8239193712934514,0.128,0.256,True
40,-0.6598732994147534,-0.8059814930949667,0.1536,0.256,True
41,-0.7253799438476562,-0.7837257385253906,0.1792,0.256,True
42,-0.7814429348555003,-0.7560622640634672,0.2048,0.256,True
43,-0.8372802734375,-0.7281646728515625,0.2304,0.256,True
44,0.8271980285644531,-0.69512939453125,-0.3072,0.2304,True
45,0.7599210739135742,-0.7179813385009766,-0.2816,0.2304,True
46,0.688507080078125,-0.7409076690673828,-0.256,0.2304,True
47,0.6107749938964844,-0.7623004913330078,-0.2304,0.2304,True
48,0.52568,-0.77687,-0.2048,0.2304,False
49,0.44304,-0.79661,-0.1792,0.2304,False
50,0.35029,-0.81219,-0.1536,0.2304,False
51,0.25921,-0.82662,-0.128,0.2304,False
52,0.16971,-0.83305,-0.1024,0.2304,False
53,0.07835,-0.8381,-0.0768,0.2304,False
54,-0.01018,-0.84052,-0.0512,0.2304,False
55,-0.09758,-0.83794,-0.0256,0.2304,False
56,-0.18678,-0.8302,0.0,0.2304,False
57,-0.2766,-0.82343,0.0256,0.2304,False
58,-0.36818,-0.81139,0.0512,0.2304,False
59,-0.45374,-0.79539,0.0768,0.2304,False
60,-0.52886,-0.77555,0.1024,0.2304,False
61,-0.6107177734375,-0.761474609375,0.128,0.2304,True
62,-0.682891845703125,-0.7414016723632812,0.1536,0.2304,True
