Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,-0.04337,0.0119972,2.52554,225.0,275.375,251.828,246.531,268.172,1041.906,26.43,24.17,23.662,25.739,23.662
2,0.0311593,0.0311593,-0.057913,-0.00251016,2.52561,45.0,276.422,245.141,247.453,276.734,1045.75,26.433,23.442,23.663,26.463,23.442
3,-0.0311593,0.0311594,-0.0435361,-0.00277827,2.52561,135.0,275.672,251.516,254.125,276.0,1057.313,26.073,23.788,24.035,26.104,23.788
4,0.0311594,-0.0311593,-0.0573087,0.0112668,2.52561,315.0,283.438,251.594,247.156,275.953,1058.141,26.786,23.777,23.358,26.079,23.358
5,0.0934769,0.031159,-0.071299,-0.00246265,5.65472,18.4349,283.719,244.766,247.25,283.844,1059.579,26.777,23.1,23.335,26.788,23.1
6,0.031159,0.0934769,-0.0574477,-0.0167427,5.65472,71.565,277.281,246.219,255.609,285.719,1064.828,26.04,23.123,24.005,26.832,23.123
7,-0.0311589,0.0934769,-0.0432139,-0.0173177,5.65472,108.435,274.453,250.875,260.609,283.234,1069.171,25.67,23.464,24.375,26.491,23.464
8,-0.0934769,0.031159,-0.0286883,-0.00296675,5.65472,161.565,274.734,258.25,260.984,275.172,1069.14,25.697,24.155,24.411,25.738,24.155
9,-0.0934769,-0.0311589,-0.0290825,0.0117791,5.65472,198.435,278.766,262.109,256.922,271.359,1069.156,26.073,24.516,24.03,25.381,24.03
10,-0.0311589,-0.0934769,-0.0440375,0.0259431,5.65472,251.565,286.688,261.703,249.281,271.375,1069.047,26.817,24.48,23.318,25.385,23.318
11,0.031159,-0.0934769,-0.0581765,0.0257914,5.65472,288.435,291.188,258.172,246.219,275.516,1071.095,27.186,24.104,22.988,25.723,22.988
12,0.0934769,-0.0311589,-0.0724099,0.0114532,5.65472,341.565,290.078,249.453,245.344,281.969,1066.844,27.19,23.382,22.997,26.43,22.997
13,0.0934768,0.0934768,-0.0722115,-0.0163896,7.59652,45.0,279.766,241.141,250.203,288.062,1059.172,26.414,22.767,23.623,27.197,22.767
14,-0.0934768,0.0934769,-0.0287488,-0.016802,7.59652,135.0,269.047,253.031,262.703,277.219,1062.0,25.334,23.826,24.737,26.103,23.826
15,-0.0934768,-0.0934768,-0.029165,0.026344,7.59652,225.0,281.047,264.688,251.531,266.188,1063.454,26.428,24.889,23.652,25.031,23.652
