id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
29,0.24738,-0.88452,285.6251,66.7023,-0.128,0.256,0
30,0.16037,-0.89719,280.1344,65.701,-0.1024,0.256,1
31,0.07438,-0.90017,274.7236,64.587,-0.0768,0.256,2
32,-0.00929,-0.90032,269.4088,64.2065,-0.0512,0.256,3
33,-0.09339,-0.89696,264.0559,64.3968,-0.0256,0.256,4
34,-0.17534,-0.89189,258.8778,65.3623,0.0,0.256,5
35,-0.26464,-0.88417,253.3371,67.3575,0.0256,0.256,6
36,-0.35268,-0.86996,247.9325,69.8393,0.0512,0.256,7
48,0.52452,-0.77494,304.0922,69.3518,-0.2048,0.2304,8
451,-0.063,0.88696,94.0628,62.7722,-0.0256,-0.2304,9
452,-0.14955,0.88569,99.5841,63.926,0.0,-0.2304,10
28,0.34147,-0.87034,291.4221,69.2168,-0.1536,0.256,11
170,-0.60914,-0.36575,210.9822,45.2764,0.1024,0.1024,12
169,-0.52006,-0.3778,215.9967,40.0011,0.0768,0.1024,13
168,-0.42306,-0.39006,222.676,35.1302,0.0512,0.1024,14
167,-0.32147,-0.39944,231.1728,30.8461,0.0256,0.1024,15
166,-0.216,-0.40634,242.006,27.3989,0.0,0.1024,16
51,0.25929,-0.82647,287.4183,60.0188,-0.128,0.2304,17
50,0.35341,-0.8134,293.4842,62.4811,-0.1536,0.2304,18
49,0.43976,-0.79649,298.9041,65.4815,-0.1792,0.2304,19
71,0.4546,-0.73006,301.91,59.3198,-0.1792,0.2048,20
72,0.36362,-0.7458,295.9919,56.0701,-0.1536,0.2048,21
450,0.02377,0.88517,88.4618,62.3118,-0.0512,-0.2304,22
191,-0.52922,-0.27888,207.7876,36.7414,0.0768,0.0768,23
453,-0.24066,0.8789,105.3134,65.6791,0.0256,-0.2304,24
454,-0.32592,0.86697,110.6027,67.8512,0.0512,-0.2304,25
171,-0.69514,-0.35382,206.9757,51.2611,0.128,0.1024,26
172,-0.76856,-0.33593,203.6097,57.0104,0.1536,0.1024,27
163,0.10164,-0.41366,283.8046,25.2117,-0.0768,0.1024,28
164,-0.00523,-0.41566,269.2791,24.563,-0.0512,0.1024,29
165,-0.10924,-0.41393,255.2162,25.3472,-0.0256,0.1024,30
52,0.16823,-0.83507,281.3901,58.4131,-0.1024,0.2304,31
60,-0.53005,-0.7746,235.6166,69.8167,0.1024,0.2304,32
69,0.62527,-0.68628,312.3367,68.1881,-0.2304,0.2048,33
70,0.54277,-0.71124,307.3484,63.468,-0.2048,0.2048,34
73,0.27068,-0.75783,289.6556,53.5832,-0.128,0.2048,35
74,0.17738,-0.76195,283.1049,51.4739,-0.1024,0.2048,36
449,0.1075,0.88568,83.0795,63.1485,-0.0768,-0.2304,37
192,-0.61905,-0.2693,203.5101,42.4611,0.1024,0.0768,38
190,-0.43133,-0.28671,213.6124,31.1933,0.0512,0.0768,39
189,-0.32705,-0.30099,222.6239,26.3897,0.0256,0.0768,40
185,0.10494,-0.31104,288.6436,19.1635,-0.0768,0.0768,41
184,0.21194,-0.30645,304.6676,21.876,-0.1024,0.0768,42
173,-0.83536,-0.32379,201.1866,63.6264,0.1792,0.1024,43
162,0.20612,-0.41115,296.6258,27.3822,-0.1024,0.1024,44
148,-0.59908,-0.46035,217.5397,49.0713,0.1024,0.128,45
147,-0.51069,-0.47464,222.9047,44.2028,0.0768,0.128,46
53,0.07849,-0.83594,275.364,57.0997,-0.0768,0.2304,47
59,-0.45082,-0.79577,240.4676,66.1486,0.0768,0.2304,48
