Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0003,0.001,0,-2.44249e-15,106.699,0.059347,-0.0300419,0.00265252
2,0,0,-0.0044,-0.0024,60,0,208.61,0.287355,-0.0295486,0.00295006
3,-0,0,-0.0034,-0.0029,120,0,220.462,0.256409,-0.0301051,0.00274562
4,-0,-0,0.0006,0.001,180,0,59.0362,0.0656106,-0.0300475,0.00288755
5,-0,-0,0.0006,0.001,240,0,59.0362,0.0656106,-0.0300001,0.002499
6,0,-0,0.0006,0.001,300,0,59.0362,0.0656106,-0.0303016,0.00252815
7,0.0174524,1.08216e-18,0.0168,-0.0065,3.55271e-15,1,338.848,1.03211,-0.0334612,0.0026225
8,0.0087262,0.0151142,0.0058,0.0122,60,1,64.5731,0.774049,-0.0314649,-3.65163e-05
9,-0.0087262,0.0151142,-0.0104,0.0122,120,1,130.446,0.918558,-0.0280569,-2.43339e-05
10,-0.0174524,-1.52574e-09,-0.0181,-0.0029,180,1,189.103,1.05034,-0.0269414,0.00318033
11,-0.0087262,-0.0151142,-0.0065,-0.0146,240,1,246.001,0.915785,-0.0284293,0.00516897
12,0.0087262,-0.0151142,0.002,-0.0146,300,1,277.8,0.844415,-0.0317126,0.00553013
13,0.0348995,2.164e-18,0.0336,0.001,3.55271e-15,2,1.70473,1.92631,-0.0369448,0.00241741
14,0.0174497,0.0302239,0.0177,0.0329,60,2,61.72,2.14101,-0.0330625,-0.00339165
15,-0.0174497,0.0302239,-0.0183,0.0288,120,2,122.433,1.95545,-0.0267864,-0.00304945
16,-0.0348995,-3.05101e-09,-0.0376,0.0013,180,2,178.02,2.15613,-0.023154,0.00249389
17,-0.0174497,-0.0302239,-0.0168,-0.0267,240,2,237.821,1.80775,-0.0262472,0.00821608
18,0.0174497,-0.0302239,0.0156,-0.0274,300,2,299.655,1.80678,-0.0333923,0.00844388
19,0.052336,3.24517e-18,0.0539,0.001,3.55271e-15,3,1.06288,3.09029,-0.040334,0.00239312
20,0.026168,0.0453243,0.0261,0.0458,60,3,60.3225,3.02174,-0.0348153,-0.00636193
21,-0.026168,0.0453243,-0.0242,0.0454,120,3,118.059,2.94902,-0.0249382,-0.00590216
22,-0.052336,-4.57535e-09,-0.0525,0.0015,180,3,178.363,3.01064,-0.0195957,0.00261855
23,-0.026168,-0.0453243,-0.024,-0.0434,240,3,241.058,2.84269,-0.0249045,0.0111624
24,0.026168,-0.0453243,0.0271,-0.0473,300,3,299.81,3.12493,-0.0352332,0.0116458
25,0.0697565,4.32536e-18,0.0696,0.001,3.55271e-15,4,0.823159,3.99145,-0.0437592,0.00216187
26,0.0348782,0.0604109,0.032,0.0619,60,4,62.6627,3.99572,-0.0367024,-0.00894968
27,-0.0348782,0.0604109,-0.0373,0.0581,120,4,122.7,3.95899,-0.0228983,-0.00932986
28,-0.0697565,-6.0983e-09,-0.0731,-0.0022,180,4,181.724,4.19395,-0.0161624,0.00278662
29,-0.0348782,-0.0604109,-0.0323,-0.0591,240,4,241.342,3.86184,-0.0232305,0.0140918
30,0.0348782,-0.0604109,0.0351,-0.0556,300,4,302.264,3.77003,-0.0371758,0.0141998
31,0.0871557,5.40423e-18,0.0875,0.0051,3.55271e-15,5,3.33575,5.02835,-0.0471854,0.00216605
32,0.0435779,0.0754791,0.0394,0.0779,60,5,63.1708,5.00813,-0.038733,-0.0122517
33,-0.0435779,0.0754791,-0.0453,0.0748,120,5,121.2,5.01681,-0.021125,-0.0118906
