id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.256,0.2816,NaN,NaN
1,NaN,NaN,-0.2304,0.2816,NaN,NaN
2,NaN,NaN,-0.2048,0.2816,NaN,NaN
3,NaN,NaN,-0.1792,0.2816,NaN,NaN
4,NaN,NaN,-0.1536,0.2816,NaN,NaN
5,NaN,NaN,-0.128,0.2816,NaN,NaN
6,NaN,NaN,-0.1024,0.2816,NaN,NaN
7,NaN,NaN,-0.0768,0.2816,NaN,NaN
8,NaN,NaN,-0.0512,0.2816,NaN,NaN
9,NaN,NaN,-0.0256,0.2816,NaN,NaN
10,NaN,NaN,0.0,0.2816,NaN,NaN
11,NaN,NaN,0.0256,0.2816,NaN,NaN
12,NaN,NaN,0.0512,0.2816,NaN,NaN
13,NaN,NaN,0.0768,0.2816,NaN,NaN
14,NaN,NaN,0.1024,0.2816,NaN,NaN
15,NaN,NaN,0.128,0.2816,NaN,NaN
16,NaN,NaN,0.1536,0.2816,NaN,NaN
17,NaN,NaN,0.1792,0.2816,NaN,NaN
18,NaN,NaN,0.2048,0.2816,NaN,NaN
19,NaN,NaN,0.2304,0.2816,NaN,NaN
20,NaN,NaN,0.256,0.2816,NaN,NaN
21,NaN,NaN,0.2816,0.2816,NaN,NaN
22,NaN,NaN,0.3072,0.2816,NaN,NaN
23,NaN,NaN,-0.256,0.256,NaN,NaN
24,NaN,NaN,-0.2304,0.256,NaN,NaN
25,NaN,NaN,-0.2048,0.256,NaN,NaN
26,NaN,NaN,-0.1792,0.256,NaN,NaN
27,NaN,NaN,-0.1536,0.256,NaN,NaN
28,NaN,NaN,-0.128,0.256,NaN,NaN
29,NaN,NaN,-0.1024,0.256,NaN,NaN
30,0.30885,-0.8788,-0.0768,0.256,68.6686,289.3638
31,0.23365,-0.88956,-0.0512,0.256,66.8871,284.7168
32,0.1459,-0.89685,-0.0256,0.256,65.3181,279.24
33,0.06337,-0.90612,0.0,0.256,65.276,274.0005
34,-0.01292,-0.90729,0.0256,0.256,65.146,269.1842
35,-0.09588,-0.90333,0.0512,0.256,65.2857,263.9413
36,-0.17797,-0.8975,0.0768,0.256,66.2022,258.784
37,-0.2595,-0.8858,0.1024,0.256,67.3729,253.6718
38,-0.34059,-0.87263,0.128,0.256,69.5113,248.6792
39,NaN,NaN,0.1536,0.256,NaN,NaN
40,NaN,NaN,0.1792,0.256,NaN,NaN
41,NaN,NaN,0.2048,0.256,NaN,NaN
42,NaN,NaN,0.2304,0.256,NaN,NaN
43,NaN,NaN,0.256,0.256,NaN,NaN
44,NaN,NaN,0.2816,0.256,NaN,NaN
45,NaN,NaN,0.3072,0.256,NaN,NaN
46,NaN,NaN,-0.256,0.2304,NaN,NaN
47,NaN,NaN,-0.2304,0.2304,NaN,NaN
48,NaN,NaN,-0.2048,0.2304,NaN,NaN
49,NaN,NaN,-0.1792,0.2304,NaN,NaN
50,NaN,NaN,-0.1536,0.2304,NaN,NaN
51,0.48866,-0.78784,-0.128,0.2304,67.9844,301.8094
52,0.40235,-0.81175,-0.1024,0.2304,64.9574,296.3657
53,0.31579,-0.82677,-0.0768,0.2304,62.2548,290.9047
54,0.22931,-0.83841,-0.0512,0.2304,60.3662,285.2966
55,0.14285,-0.84595,-0.0256,0.2304,59.0845,279.5847
56,0.05854,-0.85251,0.0,0.2304,58.7065,273.9282
57,-0.02371,-0.85396,0.0256,0.2304,58.6813,268.4096
58,-0.10646,-0.84869,0.0512,0.2304,58.7974,262.8501
59,-0.19025,-0.84535,0.0768,0.2304,60.0537,257.3166
60,-0.28192,-0.82822,0.1024,0.2304,61.0316,251.2018
61,-0.3609,-0.82015,0.128,0.2304,63.6428,246.2485
62,-0.43398,-0.80516,0.1536,0.2304,66.1589,241.6754
63,-0.50706,-0.7834,0.1792,0.2304,68.9361,237.0868
64,NaN,NaN,0.2048,0.2304,NaN,NaN
65,NaN,NaN,0.2304,0.2304,NaN,NaN
66,NaN,NaN,0.256,0.2304,NaN,NaN
67,NaN,NaN,0.2816,0.2304,NaN,NaN
68,NaN,NaN,0.3072,0.2304,NaN,NaN
