Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0004,0.0048,0,-2.44249e-15,94.7636,0.276246,0.0175638,-0.0118295
2,0,0,0.0003,0.0044,60,0,86.0995,0.252564,0.017355,-0.012348
3,-0,0,-0.0004,0.0071,120,0,93.2245,0.407344,0.0180022,-0.0136977
4,-0,-0,0.0038,0.0019,180,0,26.5651,0.24309,0.0186307,-0.0121287
5,-0,-0,-0.0015,-0.0018,240,0,230.194,0.13417,0.0183738,-0.0116464
6,0,-0,0.0023,-0.0062,300,0,290.353,0.378976,0.0172983,-0.0117205
7,0.0174524,1.08216e-18,0.0198,0.0033,3.55271e-15,1,9.46232,1.15012,0.0135297,-0.0118685
8,0.0087262,0.0151142,0.01,0.0216,60,1,65.1576,1.36387,0.0151923,-0.0163908
9,-0.0087262,0.0151142,-0.0064,0.0213,120,1,106.724,1.27441,0.0202707,-0.0173651
10,-0.0174524,-1.52574e-09,-0.0186,0,180,1,180,1.06569,0.0230263,-0.0121343
11,-0.0087262,-0.0151142,-0.011,-0.0169,240,1,236.94,1.15538,0.0203277,-0.00752556
12,0.0087262,-0.0151142,0.0121,-0.0139,300,1,311.04,1.05592,0.0151525,-0.00823142
13,0.0348995,2.164e-18,0.0326,-0.0012,3.55271e-15,2,357.892,1.86949,0.00902938,-0.0122023
14,0.0174497,0.0302239,0.0158,0.0327,60,2,64.2111,2.08131,0.0132265,-0.0206307
15,-0.0174497,0.0302239,-0.019,0.0338,120,2,119.342,2.2222,0.0224713,-0.020938
16,-0.0348995,-3.05101e-09,-0.0371,0.0028,180,2,175.684,2.13222,0.0272581,-0.0127425
17,-0.0174497,-0.0302239,-0.0177,-0.0342,240,2,242.636,2.20691,0.0227778,-0.00412137
18,0.0174497,-0.0302239,0.0198,-0.0312,300,2,302.4,2.11766,0.0126582,-0.0042987
19,0.052336,3.24517e-18,0.0493,-0.0011,3.55271e-15,3,358.722,2.82653,0.00432989,-0.012442
20,0.026168,0.0453243,0.0276,0.0479,60,3,60.0494,3.1691,0.0108358,-0.0242302
21,-0.026168,0.0453243,-0.0243,0.0474,120,3,117.142,3.05332,0.0248172,-0.0236845
22,-0.052336,-4.57535e-09,-0.0564,0.0009,180,3,179.086,3.23362,0.0317563,-0.0122327
23,-0.026168,-0.0453243,-0.0279,-0.0419,240,3,236.341,2.88541,0.025091,-0.000831745
24,0.026168,-0.0453243,0.0314,-0.0444,300,3,305.268,3.11734,0.0108901,-0.000383944
25,0.0697565,4.32536e-18,0.0749,-0.0001,3.55271e-15,4,359.923,4.29546,-0.000649613,-0.0128342
26,0.0348782,0.0604109,0.0354,0.0595,60,4,59.2491,3.97,0.0085152,-0.027512
27,-0.0348782,0.0604109,-0.0363,0.0596,120,4,121.344,4.00159,0.0268618,-0.0281342
28,-0.0697565,-6.0983e-09,-0.0729,-0.0022,180,4,181.729,4.1825,0.0364122,-0.0127425
29,-0.0348782,-0.0604109,-0.031,-0.0602,240,4,242.754,3.88262,0.027108,0.00329715
30,0.0348782,-0.0604109,0.0387,-0.0631,300,4,301.521,4.24506,0.00847442,0.00363702
31,0.0871557,5.40423e-18,0.0892,0.0056,3.55271e-15,5,3.59233,5.1277,-0.00426834,-0.0123426
32,0.0435779,0.0754791,0.0439,0.0797,60,5,61.1533,5.2206,0.00668167,-0.0316006
33,-0.0435779,0.0754791,-0.0415,0.0746,120,5,119.087,4.89709,0.0292524,-0.0312062
