id,X,Y,x_light,y_light,Extrapolated
0,0.7873916625976562,-0.6970329284667969,-0.2048,0.256,True
1,0.7070732116699219,-0.7343521118164062,-0.1792,0.256,True
2,0.622014045715332,-0.7661666870117188,-0.1536,0.256,True
3,0.5261688232421875,-0.801905632019043,-0.128,0.256,True
4,0.4215970039367676,-0.8288536071777344,-0.1024,0.256,True
5,0.30905807286438514,-0.8499445169137064,-0.0768,0.256,True
6,0.20053564443885288,-0.8634772202940981,-0.0512,0.256,True
7,0.09704604315009306,-0.8730153368852345,-0.0256,0.256,True
8,-0.008825396093500387,-0.8769879879774887,0.0,0.256,True
9,-0.11560810193874146,-0.8747850410925774,0.0256,0.256,True
10,-0.2218780517578125,-0.8670272827148438,0.0512,0.256,True
11,-0.3358306884765625,-0.8531074523925781,0.0768,0.256,True
12,-0.4480743408203125,-0.8338384628295898,0.1024,0.256,True
13,-0.5578536987304688,-0.8036575317382812,0.128,0.256,True
14,-0.6647987365722656,-0.7727658748626709,0.1536,0.256,True
15,-0.77166748046875,-0.7352294921875,0.1792,0.256,True
16,-0.86358642578125,-0.6898269653320312,0.2048,0.256,True
17,0.8054962158203125,-0.6367950439453125,-0.2048,0.2304,True
18,0.7200164794921875,-0.674407958984375,-0.1792,0.2304,True
19,0.6315536499023438,-0.7059440612792969,-0.1536,0.2304,True
20,0.5362693955524911,-0.734773575103674,-0.128,0.2304,True
21,0.43217,-0.76472,-0.1024,0.2304,False
22,0.31949,-0.78232,-0.0768,0.2304,False
23,0.20435,-0.79756,-0.0512,0.2304,False
24,0.10396,-0.80759,-0.0256,0.2304,False
25,-0.01142,-0.81145,0.0,0.2304,False
26,-0.1216,-0.80776,0.0256,0.2304,False
27,-0.23137,-0.80072,0.0512,0.2304,False
28,-0.34529,-0.78736,0.0768,0.2304,False
29,-0.4604072570800781,-0.7636184692382812,0.1024,0.2304,True
30,-0.5731431110857372,-0.7360711745915265,0.128,0.2304,True
31,-0.6793130281903026,-0.707370332863871,0.1536,0.2304,True
32,-0.7794133035008171,-0.6677183360591534,0.1792,0.2304,True
33,-0.8839731612477506,-0.6255927960300101,0.2048,0.2304,True
34,0.8203716278076172,-0.5709447860717773,-0.2048,0.2048,True
35,0.7364044189453125,-0.6056804656982422,-0.1792,0.2048,True
36,0.642578125,-0.6366767883300781,-0.1536,0.2048,True
37,0.54519,-0.66623,-0.128,0.2048,False
38,0.44267,-0.68791,-0.1024,0.2048,False
39,0.32809,-0.70473,-0.0768,0.2048,False
40,0.21286,-0.72104,-0.0512,0.2048,False
41,0.10146,-0.72763,-0.0256,0.2048,False
42,-0.01206,-0.7337,0.0,0.2048,False
43,-0.12532,-0.72884,0.0256,0.2048,False
44,-0.23711,-0.71935,0.0512,0.2048,False
45,-0.35257,-0.70725,0.0768,0.2048,False
46,-0.47515,-0.68725,0.1024,0.2048,False
47,-0.5845947265625,-0.6630859375,0.128,0.2048,True
48,-0.6896419719181555,-0.6308579868402087,0.1536,0.2048,True
49,-0.7973320372060986,-0.594966674714074,0.1792,0.2048,True
50,-0.9037149134270981,-0.5547815925364055,0.2048,0.2048,True
51,0.832763671875,-0.49945068359375,-0.2048,0.1792,True
52,0.7488643132178452,-0.5297847000608971,-0.1792,0.1792,True
53,0.65788,-0.55928,-0.1536,0.1792,False
54,0.55522,-0.5835,-0.128,0.1792,False
55,0.4501,-0.60605,-0.1024,0.1792,False
56,0.33528,-0.62519,-0.0768,0.1792,False
57,0.21959,-0.63773,-0.0512,0.1792,False
58,0.10333,-0.64648,-0.0256,0.1792,False
59,-0.0111,-0.64851,0.0,0.1792,False
60,-0.12877,-0.64819,0.0256,0.1792,False
61,-0.24824,-0.63849,0.0512,0.1792,False
62,-0.362,-0.62464,0.0768,0.1792,False
63,-0.47822,-0.60385,0.1024,0.1792,False
64,-0.59528,-0.57936,0.128,0.1792,False
65,-0.7076416015625,-0.54876708984375,0.1536,0.1792,True
66,-0.8130741764704128,-0.5170379980546709,0.1792,0.1792,True
67,-0.9154052734375,-0.4779090881347656,0.2048,0.1792,True
68,0.841873600548504,-0.418575394506817,-0.2048,0.1536,True
69,0.75934,-0.44921,-0.1792,0.1536,False
70,0.67088,-0.47217,-0.1536,0.1536,False
71,0.569,-0.4954,-0.128,0.1536,False
72,0.46202,-0.51649,-0.1024,0.1536,False
73,0.3441,-0.53447,-0.0768,0.1536,False
74,0.22683,-0.54405,-0.0512,0.1536,False
75,0.10802,-0.55488,-0.0256,0.1536,False
76,-0.01072,-0.55825,0.0,0.1536,False
77,-0.13305,-0.55342,0.0256,0.1536,False
78,-0.25312,-0.546,0.0512,0.1536,False
79,-0.3725,-0.53249,0.0768,0.1536,False
80,-0.49002,-0.51375,0.1024,0.1536,False
81,-0.6022,-0.48896,0.128,0.1536,False
82,-0.72209,-0.4623,0.1536,0.1536,False
83,-0.8226596066264136,-0.4301543605132051,0.1792,0.1536,True
84,-0.9203699816978568,-0.39629139341406866,0.2048,0.1536,True
85,0.8497314453125,-0.333465576171875,-0.2048,0.128,True
86,0.7698,-0.35699,-0.1792,0.128,False
87,0.67314,-0.38326,-0.1536,0.128,False
88,0.58015,-0.40265,-0.128,0.128,False
89,0.46946,-0.42173,-0.1024,0.128,False
90,0.35412,-0.43486,-0.0768,0.128,False
91,0.22887,-0.44791,-0.0512,0.128,False
92,0.10934,-0.45547,-0.0256,0.128,False
93,-0.01319,-0.45882,0.0,0.128,False
94,-0.13903,-0.45257,0.0256,0.128,False
95,-0.26422,-0.44456,0.0512,0.128,False
96,-0.38366,-0.43384,0.0768,0.128,False
97,-0.49659,-0.41687,0.1024,0.128,False
98,-0.61047,-0.39709,0.128,0.128,False
99,-0.722,-0.36706,0.1536,0.128,False
