id,X,Y,azimuth,elevation,x_light,y_light,new_indexes
28,0.24583,-0.84839,286.1595,62.0416,-0.0768,0.1792,0
29,0.14926,-0.85151,279.9423,59.8248,-0.0512,0.1792,1
30,0.06311,-0.85677,274.2128,59.2147,-0.0256,0.1792,2
31,-0.02583,-0.85839,268.2764,59.1797,0.0,0.1792,3
32,-0.10698,-0.85363,262.8567,59.3511,0.0256,0.1792,4
33,-0.19798,-0.8458,256.8257,60.3035,0.0512,0.1792,5
34,-0.28437,-0.83959,251.2887,62.4294,0.0768,0.1792,6
35,-0.38578,-0.83599,245.2283,67.03,0.1024,0.1792,7
46,0.53661,-0.73896,305.986,65.9574,-0.1536,0.1536,8
432,-0.18329,0.90307,101.4731,67.1438,0.0512,-0.3072,9
433,-0.2658,0.90051,106.4448,69.8707,0.0768,-0.3072,10
27,0.33806,-0.8427,291.8588,65.2277,-0.1024,0.1792,11
153,0.38239,-0.33296,318.9528,30.4665,-0.1024,0.0256,12
152,0.47468,-0.32496,325.6049,35.1176,-0.128,0.0256,13
151,0.56838,-0.31848,330.7368,40.6567,-0.1536,0.0256,14
150,0.65265,-0.30761,334.7643,46.1792,-0.1792,0.0256,15
134,0.17326,-0.44626,291.2187,28.6014,-0.0512,0.0512,16
133,0.27526,-0.4391,302.0825,31.2145,-0.0768,0.0512,17
48,0.34468,-0.76183,294.3438,56.7384,-0.1024,0.1536,18
47,0.44034,-0.74972,300.4274,60.3972,-0.128,0.1536,19
58,-0.57572,-0.73055,231.7596,68.4563,0.1536,0.1536,20
66,0.62818,-0.64346,314.3116,64.0597,-0.1792,0.128,21
431,-0.09477,0.90453,95.9812,65.4337,0.0256,-0.3072,22
182,-0.44201,-0.22435,206.9109,29.7151,0.1024,0.0,23
178,-0.02868,-0.24233,263.2504,14.124,0.0,0.0,24
177,0.07682,-0.24261,287.5699,14.7429,-0.0256,0.0,25
154,0.28209,-0.33999,309.6825,26.2174,-0.0768,0.0256,26
162,-0.53022,-0.31583,210.7805,38.1088,0.128,0.0256,27
163,-0.61846,-0.30469,206.2276,43.5859,0.1536,0.0256,28
149,0.73482,-0.29455,338.1568,52.3406,-0.2048,0.0256,29
135,0.07268,-0.44657,279.2439,26.9007,-0.0256,0.0512,30
132,0.37591,-0.42869,311.2469,34.7614,-0.1024,0.0512,31
49,0.24976,-0.77213,287.9248,54.2447,-0.0768,0.1536,32
53,-0.10782,-0.7781,262.1109,51.7702,0.0256,0.1536,33
54,-0.20141,-0.77284,255.393,53.0017,0.0512,0.1536,34
57,-0.48516,-0.74135,236.7982,62.3737,0.128,0.1536,35
67,0.53687,-0.65924,309.1586,58.2326,-0.1536,0.128,36
430,-0.00666,0.90799,90.4203,65.2324,0.0,-0.3072,37
183,-0.53504,-0.21492,201.8848,35.2112,0.128,0.0,38
181,-0.34257,-0.23103,213.9958,24.4056,0.0768,0.0,39
179,-0.131,-0.23894,241.266,15.8128,0.0256,0.0,40
176,0.18163,-0.24277,306.8022,17.6496,-0.0512,0.0,41
155,0.17972,-0.34348,297.62,22.8088,-0.0512,0.0256,42
161,-0.43535,-0.32204,216.4913,32.7869,0.1024,0.0256,43
164,-0.69818,-0.29924,203.2,49.4294,0.1792,0.0256,44
148,0.81329,-0.28565,340.6473,59.5414,-0.2304,0.0256,45
136,-0.02793,-0.44795,266.4322,26.668,0.0,0.0512,46
131,0.4682,-0.41963,318.1313,38.9564,-0.128,0.0512,47
50,0.15636,-0.77652,281.3848,52.3827,-0.0512,0.1536,48
52,-0.02775,-0.78099,267.965,51.3965,0.0,0.1536,49
122,-0.6827,-0.47366,214.7531,56.1937,0.1792,0.0768,50
55,-0.2947,-0.76389,248.904,54.9613,0.0768,0.1536,51
56,-0.39025,-0.75462,242.6544,58.1635,0.1024,0.1536,52
68,0.44482,-0.67119,303.5338,53.6304,-0.128,0.128,53
414,-0.4635,0.80691,119.8736,68.5218,0.128,-0.2816,54
184,-0.62328,-0.21102,198.7042,41.15,0.1536,0.0,55
191,0.74465,-0.10709,351.8163,48.791,-0.2048,-0.0256,56
180,-0.23833,-0.23621,224.744,19.6062,0.0512,0.0,57
175,0.28796,-0.23868,320.3458,21.9636,-0.0768,0.0,58
156,0.07384,-0.34703,282.0121,20.7811,-0.0256,0.0256,59
160,-0.33368,-0.33409,225.0352,28.1762,0.0768,0.0256,60
165,-0.77466,-0.28687,200.3205,55.6972,0.2048,0.0256,61
145,-0.83886,-0.3687,203.7267,66.3926,0.2304,0.0512,62
137,-0.12546,-0.44508,254.2578,27.5437,0.0256,0.0512,63
130,0.55872,-0.41235,323.5717,43.98,-0.1536,0.0512,64
51,0.06458,-0.77899,274.7391,51.413,-0.0256,0.1536,65
123,-0.75845,-0.46303,211.4039,62.7002,0.2048,0.0768,66
121,-0.5989,-0.48768,219.1557,50.5647,0.1536,0.0768,67
73,-0.02579,-0.70495,267.9048,44.8636,0.0,0.128,68
70,0.25609,-0.69542,290.2163,47.823,-0.0768,0.128,69
69,0.35087,-0.68467,297.1336,50.2946,-0.1024,0.128,70
412,-0.28387,0.81444,109.2158,59.5977,0.0768,-0.2816,71
413,-0.37629,0.80977,114.9237,63.2436,0.1024,-0.2816,72
185,-0.70462,-0.2022,196.0115,47.1434,0.1792,0.0,73
190,0.82406,-0.10178,352.959,56.1318,-0.2304,-0.0256,74
192,0.66282,-0.11682,350.0044,42.3018,-0.1792,-0.0256,75
174,0.39132,-0.23093,329.4538,27.025,-0.1024,0.0,76
157,-0.0276,-0.34676,265.4492,20.3563,0.0,0.0256,77
159,-0.23576,-0.33915,235.1949,24.3962,0.0512,0.0256,78
166,-0.84455,-0.27869,198.2622,62.7909,0.2304,0.0256,79
144,-0.76705,-0.37762,206.2111,58.7557,0.2048,0.0512,80
138,-0.22927,-0.43824,242.3832,29.6427,0.0512,0.0512,81
129,0.64736,-0.40023,328.2736,49.5604,-0.1792,0.0512,82
127,0.81694,-0.37215,335.5088,63.8589,-0.2304,0.0512,83
120,-0.51298,-0.49924,224.2223,45.7099,0.128,0.0768,84
74,-0.11521,-0.69995,260.6531,45.1835,0.0256,0.128,85
