Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,0.0039,0.0009,0,-2.44249e-15,12.9946,0.228997,-0.0058056,-0.0573533
2,0,0,0.0001,-0.0031,60,0,271.848,0.178041,-0.00671715,-0.0568515
3,-0,0,0.0083,-0.0005,120,0,356.553,0.476423,-0.00738734,-0.0574982
4,-0,-0,0.0083,0.0002,180,0,1.38035,0.475601,-0.00674484,-0.0574549
5,-0,-0,0.0003,0.0004,240,0,53.1301,0.0279765,-0.00601289,-0.0581453
6,0,-0,0.0002,0.0013,300,0,81.2538,0.0766167,-0.00626526,-0.0570092
7,0.0174524,1.08216e-18,0.0204,-0.0024,3.55271e-15,1,353.29,1.17703,-0.0106193,-0.0569834
8,0.0087262,0.0151142,0.0116,0.0138,60,1,49.9503,1.03306,-0.0084065,-0.0608966
9,-0.0087262,0.0151142,-0.0085,0.017,120,1,116.565,1.08912,-0.00520518,-0.0615765
10,-0.0174524,-1.52574e-09,-0.0156,0.0001,180,1,179.633,0.893943,-0.00218873,-0.0575744
11,-0.0087262,-0.0151142,-0.0064,-0.0143,240,1,245.889,0.897657,-0.0042361,-0.053948
12,0.0087262,-0.0151142,0.0091,-0.0153,300,1,300.743,1.0201,-0.00859937,-0.0537267
13,0.0348995,2.164e-18,0.0364,-0.0017,3.55271e-15,2,357.326,2.08835,-0.0146585,-0.0575278
14,0.0174497,0.0302239,0.0187,0.0304,60,2,58.403,2.04536,-0.0106972,-0.0645252
15,-0.0174497,0.0302239,-0.0174,0.0336,120,2,117.378,2.16844,-0.00269164,-0.0648951
16,-0.0348995,-3.05101e-09,-0.0312,0.0009,180,2,178.348,1.78871,0.00169589,-0.0574891
17,-0.0174497,-0.0302239,-0.014,-0.0226,240,2,238.223,1.52341,-0.0023076,-0.0503305
18,0.0174497,-0.0302239,0.0221,-0.0262,300,2,310.148,1.96423,-0.0108326,-0.0502919
19,0.052336,3.24517e-18,0.0489,0.0043,3.55271e-15,3,5.02535,2.81369,-0.0186193,-0.0579285
20,0.026168,0.0453243,0.026,0.0492,60,3,62.1455,3.19003,-0.0129915,-0.0688439
21,-0.026168,0.0453243,-0.0217,0.0482,120,3,114.238,3.03002,-0.000768591,-0.0688752
22,-0.052336,-4.57535e-09,-0.0485,0.0038,180,3,175.52,2.78846,0.00618966,-0.0572819
23,-0.026168,-0.0453243,-0.0229,-0.0454,240,3,243.233,2.91464,0.000552861,-0.0471828
24,0.026168,-0.0453243,0.0261,-0.0442,300,3,300.562,2.94231,-0.0128735,-0.0469495
25,0.0697565,4.32536e-18,0.0706,-0.0044,3.55271e-15,4,356.434,4.05632,-0.0231692,-0.0575328
26,0.0348782,0.0604109,0.0299,0.0663,60,4,65.7256,4.17082,-0.0147539,-0.0731327
27,-0.0348782,0.0604109,-0.03,0.0595,120,4,116.757,3.82075,0.00171156,-0.0726412
28,-0.0697565,-6.0983e-09,-0.0685,0.0031,180,4,177.409,3.93189,0.0108843,-0.0575358
29,-0.0348782,-0.0604109,-0.0352,-0.0628,240,4,240.729,4.12844,0.00273493,-0.0428984
30,0.0348782,-0.0604109,0.0363,-0.0626,300,4,300.108,4.14973,-0.0149199,-0.0424265
31,0.0871557,5.40423e-18,0.0878,0.0015,3.55271e-15,5,0.978762,5.03777,-0.0274784,-0.0575082
32,0.0435779,0.0754791,0.039,0.0753,60,5,62.6191,4.86454,-0.0171276,-0.0759647
33,-0.0435779,0.0754791,-0.0431,0.0763,120,5,119.461,5.02738,0.00390732,-0.0764981
34,-0.0871557,-7.6194e-09,-0.0843,-0.0004,180,5,180.272,4.83582,0.0152304,-0.0577481
35,-0.0435779,-0.0754791,-0.0394,-0.0773,240,5,242.992,4.97736,0.00452982,-0.0391928
36,0.0435779,-0.0754791,0.047,-0.0778,300,5,301.137,5.21508,-0.0173391,-0.0394401
37,0.104528,6.48145e-18,0.1054,-0.0003,3.55271e-15,6,359.837,6.05022,-0.0317841,-0.0571571
38,0.0522642,0.0905243,0.0454,0.0942,60,6,64.2681,6.00237,-0.0194932,-0.0799614
39,-0.0522642,0.0905243,-0.0506,0.0869,120,6,120.211,5.77132,0.00611727,-0.0795245
40,-0.104528,-9.13817e-09,-0.104,0.0016,180,6,179.119,5.97025,0.0194302,-0.0574778
41,-0.0522642,-0.0905243,-0.0478,-0.0943,240,6,243.12,6.06883,0.0063865,-0.035427
42,0.0522642,-0.0905243,0.0582,-0.0904,300,6,302.774,6.17206,-0.0197066,-0.035689
43,0.121869,7.5567e-18,0.1252,0.0032,3.55271e-15,7,1.46411,7.19467,-0.0357493,-0.05722
44,0.0609347,0.105542,0.0609,0.1104,60,7,61.1175,7.24332,-0.0214286,-0.0839361
45,-0.0609347,0.105542,-0.0589,0.1041,120,7,119.501,6.86947,0.00793196,-0.0835721
46,-0.121869,-1.06542e-08,-0.1201,-0.006,180,7,182.86,6.90652,0.0230418,-0.0572347
47,-0.0609347,-0.105542,-0.0607,-0.1058,240,7,240.156,7.00617,0.00896902,-0.0317086
48,0.0609347,-0.105542,0.0662,-0.1065,300,7,301.865,7.20375,-0.0214031,-0.0320292
49,0.139173,8.62964e-18,0.1384,0.0085,3.55271e-15,8,3.51447,7.97036,-0.0400704,-0.0578289
50,0.0695865,0.120527,0.0654,0.1253,60,8,62.4378,8.12545,-0.0242013,-0.0876138
51,-0.0695866,0.120527,-0.0671,0.1307,120,8,117.175,8.44836,0.0100193,-0.0880452
52,-0.139173,-1.21669e-08,-0.1333,0.0001,180,8,179.957,7.66032,0.0274342,-0.0573181
53,-0.0695865,-0.120527,-0.0686,-0.1224,240,8,240.731,8.06597,0.0109649,-0.0282684
54,0.0695865,-0.120527,0.0738,-0.1231,300,8,300.943,8.252,-0.0238662,-0.0288082
55,0.156434,9.69996e-18,0.1557,0.0017,3.55271e-15,9,0.625555,8.95794,-0.0437148,-0.057563
56,0.0782172,0.135476,0.0738,0.1432,60,9,62.7351,9.27065,-0.0259026,-0.0914839
57,-0.0782172,0.135476,-0.0792,0.1366,120,9,120.105,9.085,0.0125968,-0.0907425
58,-0.156434,-1.36759e-08,-0.1548,-0.0028,180,9,181.036,8.90667,0.0314373,-0.0571851
59,-0.0782172,-0.135476,-0.0781,-0.1365,240,9,240.223,9.04811,0.0126419,-0.024625
60,0.0782172,-0.135476,0.0834,-0.138,300,9,301.147,9.27909,-0.0258076,-0.0247655
61,0.173648,1.07673e-17,0.1773,-0.0013,3.55271e-15,10,359.58,10.2128,-0.0478107,-0.0571793
62,0.0868241,0.150384,0.0828,0.1595,60,10,62.5652,10.3529,-0.0278463,-0.0950024
63,-0.0868241,0.150384,-0.0873,0.1465,120,10,120.791,9.81917,0.0148412,-0.0943211
64,-0.173648,-1.51808e-08,-0.1729,-0.0009,180,10,180.298,9.95661,0.0358845,-0.0567018
65,-0.0868241,-0.150384,-0.0909,-0.1484,240,10,238.511,10.022,0.0147156,-0.0212182
66,0.0868241,-0.150384,0.088,-0.1499,300,10,300.415,10.0101,-0.0279305,-0.0210406
67,0.190809,1.18314e-17,0.1921,-0.0025,3.55271e-15,11,359.254,11.0763,-0.0521314,-0.0570075
68,0.0954045,0.165245,0.0923,0.1706,60,11,61.5852,11.1845,-0.0296299,-0.0987456
69,-0.0954045,0.165245,-0.0956,0.1736,120,11,118.841,11.4307,0.0166615,-0.0983926
70,-0.190809,-1.66811e-08,-0.1906,0.0008,180,11,179.76,10.9879,0.0395755,-0.0573055
71,-0.0954045,-0.165245,-0.0949,-0.1608,240,11,239.452,10.7612,0.0171383,-0.0180346
72,0.0954045,-0.165245,0.0958,-0.1664,300,11,299.93,11.0699,-0.0300177,-0.0180106
73,0.207912,1.28919e-17,0.2046,0.0014,3.55271e-15,12,0.392047,11.8064,-0.0558973,-0.057447
74,0.103956,0.180057,0.1051,0.1832,60,12,60.1575,12.1931,-0.0320291,-0.102595
75,-0.103956,0.180057,-0.1076,0.1783,120,12,121.11,12.0199,0.0189298,-0.101707
76,-0.207912,-1.81762e-08,-0.2082,-0.0065,180,12,181.788,12.0228,0.0439824,-0.056664
77,-0.103956,-0.180057,-0.1075,-0.1817,240,12,239.39,12.1879,0.0192549,-0.0141658
78,0.103956,-0.180057,0.1004,-0.1787,300,12,299.329,11.8279,-0.0320886,-0.0142719
79,0.224951,1.39484e-17,0.2184,-0.0016,3.55271e-15,13,359.58,12.6154,-0.0595403,-0.0573334
80,0.112476,0.194813,0.1143,0.1998,60,13,60.2273,13.3079,-0.0341807,-0.106083
81,-0.112476,0.194813,-0.1116,0.2004,120,13,119.113,13.2605,0.0211728,-0.105616
82,-0.224951,-1.96658e-08,-0.2267,0.0031,180,13,179.217,13.1041,0.0476502,-0.0569151
83,-0.112475,-0.194813,-0.1118,-0.1941,240,13,240.058,12.9438,0.0211683,-0.0105842
84,0.112476,-0.194813,0.1165,-0.1956,300,13,300.778,13.1597,-0.0343249,-0.0112132
85,0.241922,1.50007e-17,0.2407,0.0036,3.55271e-15,14,0.856873,13.9295,-0.0636281,-0.057549
86,0.120961,0.209511,0.1233,0.2091,60,14,59.4734,14.0487,-0.0360432,-0.109345
87,-0.120961,0.209511,-0.1237,0.2138,120,14,120.053,14.3004,0.0231804,-0.109168
88,-0.241922,-2.11495e-08,-0.2401,-0.0002,180,14,180.048,13.8925,0.051771,-0.057242
