Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,-0.0311584,-0.0311584,-0.0073959,0.000901181,2.52554,225.0,254.016,249.25,249.844,252.516,1005.626,25.259,24.786,24.845,25.11,24.786
2,0.0311593,0.0311593,-0.0214667,-0.0130606,2.52561,45.0,253.516,241.797,249.297,259.125,1003.735,25.257,24.09,24.837,25.816,24.09
3,-0.0311593,0.0311594,-0.00730177,-0.0131868,2.52561,135.0,249.828,245.359,252.781,255.641,1003.609,24.893,24.448,25.187,25.472,24.448
4,0.0311594,-0.0311593,-0.0217344,0.000404216,2.52561,315.0,257.234,245.484,246.109,256.203,1005.03,25.595,24.426,24.488,25.492,24.426
5,0.0934769,0.031159,-0.0369907,-0.0131116,5.65472,18.4349,256.25,237.109,244.312,262.156,999.827,25.629,23.715,24.435,26.22,23.715
6,0.031159,0.0934769,-0.0219264,-0.0282224,5.65472,71.565,248.141,236.609,251.281,261.625,997.656,24.872,23.716,25.187,26.224,23.716
7,-0.0311589,0.0934769,-0.00675771,-0.0280813,5.65472,108.435,244.094,240.188,254.719,257.547,996.548,24.494,24.102,25.56,25.844,24.102
8,-0.0934769,0.031159,0.00779645,-0.0134438,5.65472,161.565,244.219,247.109,254.797,249.922,996.047,24.519,24.809,25.581,25.091,24.519
9,-0.0934769,-0.0311589,0.0073526,0.00139527,5.65472,198.435,248.094,250.938,251.062,246.578,996.672,24.892,25.178,25.19,24.74,24.74
10,-0.0311589,-0.0934769,-0.00743826,0.0154872,5.65472,251.565,255.703,250.922,244.266,246.906,997.797,25.627,25.148,24.481,24.745,24.481
11,0.031159,-0.0934769,-0.0222041,0.0161556,5.65472,288.435,259.516,247.109,240.391,250.125,997.141,26.026,24.782,24.108,25.084,24.108
12,0.0934769,-0.0311589,-0.0373085,0.000689158,5.65472,341.565,259.547,239.594,240.594,257.859,997.594,26.017,24.017,24.117,25.848,24.017
13,0.0934768,0.0934768,-0.0369392,-0.0278184,7.59652,45.0,250.844,232.141,246.312,264.312,993.609,25.246,23.363,24.79,26.601,23.363
14,-0.0934768,0.0934769,0.00790427,-0.0277437,7.59652,135.0,239.703,242.703,257.391,252.547,992.344,24.155,24.458,25.938,25.45,24.155
15,-0.0934768,-0.0934768,0.00706747,0.0158625,7.59652,225.0,251.281,254.047,246.906,242.641,994.875,25.258,25.536,24.818,24.389,24.389
16,0.0934768,-0.0934768,-0.0377847,0.0156194,7.59652,315.0,262.969,242.484,236.391,253.516,995.36,26.419,24.361,23.749,25.47,23.749
17,0.155794,0.0311589,-0.0514897,-0.0133422,9.14188,11.3099,257.188,231.0,238.312,263.078,989.578,25.99,23.343,24.082,26.585,23.343
18,0.0311589,0.155794,-0.0214359,-0.0417771,9.14188,78.6901,241.312,230.5,251.328,261.625,984.765,24.505,23.407,25.522,26.567,23.407
19,-0.0311588,0.155794,-0.00715453,-0.0420864,9.14188,101.31,237.938,233.812,255.141,258.062,984.953,24.157,23.738,25.904,26.2,23.738
20,-0.155794,0.0311589,0.0216482,-0.0137559,9.14188,168.69,238.25,247.938,255.703,244.047,985.938,24.165,25.147,25.935,24.753,24.165
21,-0.155794,-0.0311588,0.0216658,0.00125026,9.14188,191.31,242.281,251.984,252.359,240.672,987.296,24.54,25.523,25.561,24.377,24.377
22,-0.0311589,-0.155794,-0.00742726,0.029851,9.14188,258.69,257.672,252.547,239.203,241.438,990.86,26.005,25.488,24.141,24.367,24.141
23,0.0311589,-0.155794,-0.022719,0.0302553,9.14188,281.31,261.609,248.906,235.359,245.172,991.046,26.397,25.115,23.749,24.739,23.749
24,0.155794,-0.0311588,-0.0515171,0.000710037,9.14188,348.69,261.094,234.391,235.234,259.547,990.266,26.366,23.669,23.755,26.21,23.669
25,0.155794,0.0934767,-0.0514535,-0.0279475,10.468,30.9638,249.375,224.25,237.922,262.938,974.485,25.59,23.012,24.415,26.982,23.012
26,0.0934767,0.155794,-0.0361948,-0.0421284,10.468,59.0362,242.062,224.578,244.953,262.734,974.327,24.844,23.05,25.141,26.966,23.05
27,-0.0934766,0.155794,0.00766555,-0.0421283,10.468,120.964,231.016,233.672,255.172,250.391,970.251,23.81,24.084,26.3,25.807,23.81
28,-0.155794,0.0934768,0.0218912,-0.0275978,10.468,149.036,230.828,240.438,254.812,243.203,969.281,23.814,24.806,26.289,25.091,23.814
29,-0.155794,-0.0934767,0.0214886,0.0156852,10.468,210.964,241.25,250.984,244.062,232.969,969.265,24.89,25.894,25.18,24.036,24.036
30,-0.0934767,-0.155794,0.00731079,0.0305314,10.468,239.036,248.688,251.281,237.422,232.922,970.313,25.63,25.897,24.469,24.005,24.005
31,0.0934767,-0.155794,-0.038205,0.0303293,10.468,300.964,260.578,240.234,227.266,244.062,972.14,26.805,24.712,23.378,25.106,23.378
32,0.155794,-0.0934767,-0.0517773,0.0154271,10.468,329.036,260.141,233.516,227.469,251.188,972.314,26.755,24.017,23.395,25.834,23.395
33,0.218112,0.0311589,-0.0657081,-0.0130962,12.7282,8.13011,253.688,221.422,228.359,259.359,962.828,26.348,22.997,23.718,26.937,22.997
34,0.155794,0.155795,-0.0517048,-0.042005,12.7282,45.0,242.141,217.734,237.484,262.719,960.078,25.221,22.679,24.736,27.364,22.679
35,0.0311589,0.218112,-0.0215332,-0.0563842,12.7282,81.8699,231.312,220.938,248.016,258.281,958.547,24.132,23.049,25.874,26.945,23.049
36,-0.0311588,0.218112,-0.00686932,-0.0563741,12.7282,98.1301,227.688,224.125,251.391,254.406,957.61,23.777,23.405,26.252,26.567,23.405
37,-0.155794,0.155795,0.0217494,-0.042306,12.7282,135.0,224.297,233.578,254.922,243.406,956.203,23.457,24.428,26.66,25.455,23.457
38,-0.218112,0.031159,0.0360764,-0.0133447,12.7282,171.87,227.5,243.844,251.109,232.984,955.437,23.811,25.522,26.282,24.385,23.811
39,-0.218112,-0.0311588,0.0359538,0.00100008,12.7282,188.13,230.141,246.859,246.797,229.25,953.047,24.148,25.902,25.896,24.054,24.054
40,-0.155795,-0.155794,0.0213338,0.0313944,12.7282,225.0,241.047,250.719,236.25,225.578,953.594,25.278,26.292,24.775,23.656,23.656
41,-0.0311589,-0.218112,-0.00791323,0.0445467,12.7282,261.87,251.594,246.5,226.578,229.031,953.703,26.381,25.847,23.758,24.015,23.758
42,0.0311589,-0.218112,-0.0228973,0.0448104,12.7282,278.13,254.969,242.688,222.719,232.25,952.626,26.765,25.476,23.379,24.38,23.379
43,0.155794,-0.155795,-0.0524656,0.0306186,12.7282,315.0,258.578,231.594,219.062,241.984,951.218,27.184,24.347,23.03,25.439,23.03
44,0.218112,-0.0311589,-0.066271,0.00115397,12.7282,351.87,253.406,221.047,221.453,251.906,947.812,26.736,23.322,23.365,26.578,23.322
45,-0.218112,-0.0934766,0.0365217,0.0160335,13.7272,203.199,229.688,246.078,239.281,221.469,936.516,24.526,26.276,25.55,23.648,23.648
46,-0.0934766,-0.218112,0.00755466,0.0449444,13.7272,246.801,243.375,246.141,225.859,221.547,936.922,25.976,26.271,24.106,23.646,23.646
47,0.218112,0.0934768,-0.0657337,-0.0277564,13.7272,23.1986,242.688,212.125,224.922,255.859,935.594,25.939,22.673,24.041,27.347,22.673
48,0.0934767,0.218112,-0.0362574,-0.056199,13.7272,66.8014,227.906,211.359,237.188,254.391,930.844,24.484,22.706,25.481,27.329,22.706
49,-0.0934767,0.218112,0.0082859,-0.0563172,13.7272,113.199,217.375,220.391,247.344,242.672,927.782,23.43,23.755,26.66,26.156,23.43
50,-0.218112,0.0934768,0.036184,-0.0277534,13.7272,156.801,217.359,233.125,246.984,229.219,926.687,23.455,25.157,26.652,24.735,23.455
51,0.0934768,-0.218112,-0.0381756,0.0445577,13.7272,293.199,254.234,234.219,215.547,231.234,935.234,27.184,25.044,23.047,24.725,23.047
52,0.218112,-0.0934767,-0.0666534,0.0166758,13.7272,336.801,255.375,222.359,216.219,245.844,939.797,27.173,23.66,23.007,26.159,23.007
53,-0.218112,-0.155794,0.0362851,0.0312096,15.5476,215.538,231.344,248.016,233.703,216.641,929.704,24.884,26.677,25.137,23.302,23.302
54,-0.155794,-0.218112,0.0214441,0.0456358,15.5476,234.462,239.047,248.562,227.766,217.281,932.656,25.631,26.651,24.421,23.297,23.297
55,0.218112,0.155794,-0.0668224,-0.0417014,15.5476,35.5377,239.75,209.078,227.984,259.906,936.718,25.595,22.32,24.339,27.746,22.32
56,0.155794,0.218112,-0.051319,-0.0555425,15.5476,54.4623,231.688,208.562,233.656,258.375,932.281,24.852,22.371,25.063,27.714,22.371
57,-0.155794,0.218112,0.0227788,-0.0557631,15.5476,125.538,216.438,225.938,253.234,241.391,937.001,23.099,24.113,27.026,25.762,23.099
58,-0.218112,0.155795,0.0362856,-0.0424897,15.5476,144.462,215.359,230.766,252.062,233.656,931.843,23.111,24.764,27.05,25.075,23.111
59,0.155795,-0.218112,-0.0530635,0.0449554,15.5476,305.538,262.578,234.812,215.922,238.672,951.984,27.582,24.666,22.681,25.071,22.681
