Idx,X,Y,x_light,y_light,elevation,azimuth,adc0,adc1,adc2,adc3,adcSum,adc0_percent,adc1_percent,adc2_percent,adc3_percent,min_adc
1,0.29569,-0.85296,-0.100689,0.230927,64.5231,289.12,134.406,110.0,68.5625,84.1406,397.109,33.846,27.7,17.265,21.188,17.265
2,0.20439,-0.86424,-0.0761306,0.230876,62.633,283.306,141.688,121.547,76.0312,88.4531,427.719,33.126,28.417,17.776,20.68,17.776
3,0.11782,-0.87267,-0.0523451,0.230269,61.7133,277.689,143.484,128.453,81.0156,89.125,442.078,32.457,29.057,18.326,20.16,18.326
4,0.0337004,-0.87768,-0.0252266,0.229358,61.4412,272.199,140.844,132.516,84.2344,87.125,444.719,31.67,29.798,18.941,19.591,18.941
5,-0.0529595,-0.87931,-0.000284657,0.230074,61.7515,266.553,135.734,134.344,85.1562,83.8906,439.125,30.91,30.594,19.392,19.104,19.104
6,-0.140539,-0.8796,0.0252971,0.23058,62.9685,260.922,126.547,131.5,83.5,77.8438,419.391,30.174,31.355,19.91,18.561,18.561
7,-0.23182,-0.87813,0.0516243,0.23003,65.2597,255.212,112.016,121.969,78.0781,68.3906,380.454,29.443,32.059,20.522,17.976,17.976
8,-0.316911,-0.87969,0.0776942,0.23208,69.2335,250.188,90.0781,101.953,66.0156,53.6719,311.719,28.897,32.707,21.178,17.218,17.218
9,0.49071,-0.76026,-0.154916,0.205499,64.8059,302.84,135.094,99.875,64.8438,90.0156,389.828,34.655,25.62,16.634,23.091,16.634
10,-0.32204,0.77272,0.0758655,-0.204106,56.8395,112.624,92.4688,109.234,163.422,141.734,506.859,18.243,21.551,32.242,27.963,18.243
11,0.391779,-0.84099,-0.127866,0.230928,68.0897,294.979,114.922,90.1719,55.1406,73.0,333.234,34.487,27.06,16.547,21.907,16.547
12,-0.30531,0.87998,0.0776015,-0.231791,68.6603,109.134,53.5938,64.8125,101.281,88.5781,308.265,17.386,21.025,32.855,28.734,17.386
13,-0.213791,0.86643,0.0516821,-0.231079,63.1785,103.861,72.9062,82.2656,129.969,118.469,403.61,18.064,20.382,32.202,29.352,18.064
14,-0.72715,-0.39284,0.178318,0.101959,55.7389,208.38,121.172,171.062,141.422,96.7344,530.39,22.846,32.252,26.664,18.238,18.238
15,-0.64531,-0.40436,0.153601,0.103025,49.5995,212.072,144.719,195.375,160.312,116.25,616.656,23.468,31.683,25.997,18.852,18.852
16,-0.55914,-0.41384,0.128629,0.103062,44.0774,216.507,166.297,213.906,175.109,134.047,689.359,24.123,31.03,25.402,19.445,19.445
17,0.12184,-0.79534,-0.0511773,0.204517,53.5734,278.71,181.016,162.281,108.141,118.578,570.016,31.756,28.47,18.972,20.803,18.972
18,0.21079,-0.78724,-0.0766511,0.20431,54.5846,284.99,180.859,154.484,102.625,118.938,556.906,32.476,27.74,18.428,21.357,18.428
19,0.30757,-0.78074,-0.102742,0.205062,57.0493,291.502,172.391,140.078,92.5781,113.547,518.594,33.242,27.011,17.852,21.895,17.852
20,0.39801,-0.76564,-0.129007,0.204632,59.6451,297.467,162.125,125.594,82.4375,107.531,477.688,33.94,26.292,17.258,22.511,17.258
21,-0.225831,0.7802,0.051341,-0.20611,54.314,106.143,102.031,113.969,172.078,156.078,544.156,18.75,20.944,31.623,28.683,18.75
22,-0.41187,0.77147,0.101407,-0.204093,60.9894,118.097,77.6094,97.3906,144.781,119.969,439.75,17.649,22.147,32.923,27.281,17.649
23,0.327029,0.8576,-0.102278,-0.230408,66.612,69.1266,74.0781,59.1875,96.2656,116.797,346.328,21.39,17.09,27.796,33.724,17.09
24,-0.0303503,0.86912,0.000277354,-0.230967,60.418,92.0,86.6094,86.6875,138.719,138.672,450.688,19.217,19.234,30.779,30.769,19.217
25,-0.11843,0.86717,0.0246774,-0.231386,61.071,97.7768,82.375,86.9844,138.797,132.531,440.687,18.692,19.738,31.496,30.074,18.692
26,-0.8142,-0.39381,0.205568,0.103281,64.7477,205.812,87.5469,129.188,107.641,68.5156,392.892,22.283,32.881,27.397,17.439,17.439
27,0.86721,-0.26711,-0.255726,0.0754032,65.1505,342.881,130.547,77.8125,66.3906,112.75,387.5,33.69,20.081,17.133,29.097,17.133
28,-0.46921,-0.425511,0.103465,0.102351,39.3027,222.204,187.703,229.562,188.125,151.656,757.046,24.794,30.323,24.85,20.033,20.033
29,0.0345599,-0.802639,-0.0258567,0.20395,53.4544,272.466,178.578,168.094,112.406,116.812,575.89,31.009,29.189,19.519,20.284,19.519
30,-0.0565404,-0.80351,8.18755e-05,0.204934,53.6583,265.975,173.172,171.75,114.531,113.062,572.515,30.248,29.999,20.005,19.748,19.748
31,-0.14899,-0.80036,0.0256983,0.20567,54.4994,259.455,165.25,172.328,114.859,107.547,559.984,29.51,30.774,20.511,19.205,19.205
32,-0.240561,-0.79406,0.0513194,0.203588,56.0678,253.146,154.156,168.688,113.312,100.312,536.468,28.735,31.444,21.122,18.699,18.699
33,-0.33434,-0.79062,0.0763949,0.205377,59.1382,247.077,136.812,156.688,105.406,88.0781,486.984,28.094,32.175,21.645,18.086,18.086
34,-0.424631,-0.783989,0.102237,0.203993,63.075,241.559,115.781,138.609,94.2812,73.9062,422.577,27.399,32.801,22.311,17.489,17.489
35,-0.12956,0.78316,0.0249471,-0.205705,52.5425,99.3935,111.422,117.422,177.875,169.5,576.219,19.337,20.378,30.869,29.416,19.337
36,0.14567,0.78151,-0.0521584,-0.203921,52.6524,79.4415,120.984,108.672,164.766,182.547,576.969,20.969,18.835,28.557,31.639,18.835
37,0.23714,0.7748,-0.0765286,-0.204621,54.1231,72.9824,118.953,101.578,154.469,179.531,554.531,21.451,18.318,27.856,32.375,18.318
38,0.23323,0.85885,-0.0756131,-0.229186,62.8676,74.8071,86.0156,73.1094,117.719,136.031,412.875,20.833,17.707,28.512,32.947,17.707
39,0.0589601,0.8672,-0.0265774,-0.229946,60.366,86.1105,89.5781,84.7188,135.609,142.781,452.687,19.788,18.715,29.956,31.541,18.715
40,-0.17146,-0.34802,0.025912,0.0768215,22.8279,243.772,242.359,254.375,218.875,206.984,922.593,26.269,27.572,23.724,22.435,22.435
41,-0.06468,-0.35124,0.000100023,0.0774514,20.925,259.566,253.109,251.828,216.859,215.484,937.28,27.005,26.868,23.137,22.99,22.99
42,0.79368,-0.287,-0.229687,0.0769278,57.5625,340.12,169.922,106.453,91.2344,145.656,513.265,33.106,20.74,17.775,28.378,17.775
43,-0.370801,-0.43281,0.0761731,0.10216,34.7452,229.412,205.203,238.141,194.75,166.406,804.5,25.507,29.601,24.208,20.684,20.684
44,0.53272,-0.41555,-0.15332,0.102278,42.5029,322.044,230.438,168.406,137.953,186.875,723.672,31.843,23.271,19.063,25.823,19.063
45,0.62117,-0.40429,-0.179203,0.101858,47.8294,326.942,212.406,147.531,120.594,172.797,653.328,32.511,22.581,18.458,26.449,18.458
46,-0.71522,-0.497659,0.179501,0.128939,60.6128,214.831,107.234,150.234,118.766,79.8906,456.125,23.51,32.937,26.038,17.515,17.515
47,-0.6346,-0.49747,0.153404,0.127634,53.7404,218.093,136.0,182.609,143.281,103.203,565.093,24.067,32.315,25.355,18.263,18.263
48,-0.54752,-0.51115,0.127148,0.128524,48.5068,223.032,157.562,201.141,157.125,119.875,635.703,24.785,31.641,24.717,18.857,18.857
49,0.49684,-0.68233,-0.15248,0.179596,57.5705,306.06,172.969,127.469,88.3906,120.562,509.391,33.956,25.024,17.352,23.668,17.352
50,0.58996,-0.66547,-0.179637,0.17912,62.7888,311.558,146.688,102.844,70.7656,102.953,423.251,34.657,24.299,16.72,24.324,16.72
51,-0.14699,0.60686,0.0259762,-0.153714,38.6387,103.616,153.281,161.312,220.078,208.797,743.468,20.617,21.697,29.602,28.084,20.617
52,-0.0374105,0.78092,0.000324254,-0.205199,51.4271,92.7427,114.844,114.953,174.266,174.188,578.251,19.861,19.879,30.137,30.123,19.861
53,0.0558006,0.783849,-0.0264415,-0.204846,51.7978,85.9281,116.922,110.734,168.0,176.953,572.609,20.419,19.339,29.339,30.903,19.339
