id,X,Y,x_light,y_light,elevation,azimuth
0,NaN,NaN,-0.2304,0.1792,NaN,NaN
1,NaN,NaN,-0.2048,0.1792,NaN,NaN
2,NaN,NaN,-0.1792,0.1792,NaN,NaN
3,NaN,NaN,-0.1536,0.1792,NaN,NaN
4,NaN,NaN,-0.128,0.1792,NaN,NaN
5,NaN,NaN,-0.1024,0.1792,NaN,NaN
6,0.23921,-0.8423,-0.0768,0.1792,61.1171,285.8543
7,0.13789,-0.84831,-0.0512,0.1792,59.2542,279.2325
8,0.03745,-0.8515,-0.0256,0.1792,58.4653,272.5183
9,-0.06158,-0.85175,0.0,0.1792,58.6465,265.8648
10,-0.15943,-0.84876,0.0256,0.1792,59.7237,259.3616
11,-0.25704,-0.84283,0.0512,0.1792,61.7819,253.0397
12,NaN,NaN,0.0768,0.1792,NaN,NaN
13,NaN,NaN,0.1024,0.1792,NaN,NaN
14,NaN,NaN,0.128,0.1792,NaN,NaN
15,NaN,NaN,0.1536,0.1792,NaN,NaN
16,NaN,NaN,0.1792,0.1792,NaN,NaN
17,NaN,NaN,0.2048,0.1792,NaN,NaN
18,NaN,NaN,-0.2304,0.1536,NaN,NaN
19,NaN,NaN,-0.2048,0.1536,NaN,NaN
20,NaN,NaN,-0.1792,0.1536,NaN,NaN
21,NaN,NaN,-0.1536,0.1536,NaN,NaN
22,0.45091,-0.73541,-0.128,0.1536,59.6143,301.5142
23,0.34884,-0.7477,-0.1024,0.1536,55.5958,295.0114
24,0.24539,-0.75811,-0.0768,0.1536,52.829,287.9361
25,0.14175,-0.76605,-0.0512,0.1536,51.1741,280.4834
26,0.03806,-0.76778,-0.0256,0.1536,50.2393,272.8379
27,-0.06333,-0.76799,0.0,0.1536,50.4075,265.2859
28,-0.16652,-0.76276,0.0256,0.1536,51.327,257.6848
29,-0.26589,-0.75808,0.0512,0.1536,53.4519,250.6721
30,-0.36517,-0.74959,0.0768,0.1536,56.4918,244.0265
31,-0.46322,-0.73991,0.1024,0.1536,60.8031,237.9514
32,NaN,NaN,0.128,0.1536,NaN,NaN
33,NaN,NaN,0.1536,0.1536,NaN,NaN
34,NaN,NaN,0.1792,0.1536,NaN,NaN
35,NaN,NaN,0.2048,0.1536,NaN,NaN
36,NaN,NaN,-0.2304,0.128,NaN,NaN
37,NaN,NaN,-0.2048,0.128,NaN,NaN
38,NaN,NaN,-0.1792,0.128,NaN,NaN
39,0.55686,-0.64149,-0.1536,0.128,58.1543,310.9604
40,0.45783,-0.6518,-0.128,0.128,52.7995,305.0845
41,0.35588,-0.66265,-0.1024,0.128,48.7785,298.2383
42,0.24887,-0.67216,-0.0768,0.128,45.7871,290.3173
43,0.14543,-0.67665,-0.0512,0.128,43.7967,282.1299
44,0.04072,-0.67993,-0.0256,0.128,42.9334,273.4273
45,-0.06671,-0.67956,0.0,0.128,43.0649,264.3934
46,-0.17042,-0.67593,0.0256,0.128,44.1934,255.8491
47,-0.27468,-0.67044,0.0512,0.128,46.4295,247.721
48,-0.37714,-0.65887,0.0768,0.128,49.3914,240.213
49,-0.47485,-0.64729,0.1024,0.128,53.3971,233.7363
50,-0.56568,-0.63871,0.128,0.128,58.5611,228.47
51,NaN,NaN,0.1536,0.128,NaN,NaN
52,NaN,NaN,0.1792,0.128,NaN,NaN
53,NaN,NaN,0.2048,0.128,NaN,NaN
54,NaN,NaN,-0.2304,0.1024,NaN,NaN
55,NaN,NaN,-0.2048,0.1024,NaN,NaN
56,0.67297,-0.5322,-0.1792,0.1024,59.0903,321.6622
57,0.56857,-0.55085,-0.1536,0.1024,52.3398,315.9069
58,0.46651,-0.56435,-0.128,0.1024,47.0715,309.5782
59,0.36309,-0.57276,-0.1024,0.1024,42.6993,302.3719
60,0.2563,-0.57932,-0.0768,0.1024,39.3076,293.8653
61,0.14961,-0.58291,-0.0512,0.1024,36.9992,284.3948
62,0.04043,-0.58596,-0.0256,0.1024,35.9694,273.947
63,-0.06914,-0.58427,0.0,0.1024,36.0398,263.2512
64,-0.17468,-0.58051,0.0256,0.1024,37.3168,253.253
65,-0.28117,-0.5709,0.0512,0.1024,39.5226,243.7796
66,-0.38714,-0.56404,0.0768,0.1024,43.1663,235.5355
67,-0.48595,-0.55362,0.1024,0.1024,47.4462,228.7244
68,-0.5811,-0.54347,0.128,0.1024,52.7154,223.0835
69,-0.67409,-0.53003,0.1536,0.1024,59.0385,218.1776
70,NaN,NaN,0.1792,0.1024,NaN,NaN
71,NaN,NaN,0.2048,0.1024,NaN,NaN
72,NaN,NaN,-0.2304,0.0768,NaN,NaN
73,NaN,NaN,-0.2048,0.0768,NaN,NaN
74,0.68081,-0.44134,-0.1792,0.0768,54.2277,327.0464
75,0.58027,-0.4527,-0.1536,0.0768,47.3892,322.0403
76,0.47693,-0.46162,-0.128,0.0768,41.586,315.9345
77,0.37404,-0.47044,-0.1024,0.0768,36.9427,308.4877
78,0.26907,-0.48076,-0.0768,0.0768,33.4311,299.2347
79,0.15609,-0.48698,-0.0512,0.0768,30.7561,287.772
80,0.04311,-0.48832,-0.0256,0.0768,29.355,275.0451
81,-0.06861,-0.48634,0.0,0.0768,29.4166,261.97
82,-0.17932,-0.4824,0.0256,0.0768,30.9741,249.6087
83,-0.28869,-0.47523,0.0512,0.0768,33.7827,238.7224
84,-0.39171,-0.46721,0.0768,0.0768,37.5671,230.0234
85,-0.4929,-0.45493,0.1024,0.0768,42.1253,222.706
86,-0.5892,-0.44154,0.128,0.0768,47.4158,216.8475
87,-0.68352,-0.43214,0.1536,0.0768,53.966,212.3022
88,NaN,NaN,0.1792,0.0768,NaN,NaN
89,NaN,NaN,0.2048,0.0768,NaN,NaN
90,NaN,NaN,-0.2304,0.0512,NaN,NaN
91,0.79296,-0.32621,-0.2048,0.0512,59.03,337.6386
92,0.68858,-0.34111,-0.1792,0.0512,50.2139,333.647
93,0.59265,-0.35118,-0.1536,0.0512,43.5418,329.3508
94,0.48975,-0.3625,-0.128,0.0512,37.5398,323.4921
95,0.38582,-0.37045,-0.1024,0.0512,32.3354,316.1643
96,0.27551,-0.37764,-0.0768,0.0512,27.8695,306.1129
97,0.16365,-0.38074,-0.0512,0.0512,24.4828,293.259
98,0.04997,-0.3851,-0.0256,0.0512,22.8505,277.3933
99,-0.06734,-0.38372,0.0,0.0512,22.9286,260.0464
100,-0.18283,-0.37868,0.0256,0.0512,24.8665,244.2283
