Idx,X,Y,X_interp,Y_interp,azimuth,elevation,azimuth_interp,elevation_interp,x_light,y_light
1,-4.26295e-17,-0,-0.0049,-0.0029,0,-2.44249e-15,210.619,0.326259,-0.0133668,-0.0325943
2,0,0,0.0036,-0.0033,60,0,317.49,0.279765,-0.0143092,-0.033869
3,-0,0,0.005,-0.001,120,0,348.69,0.292083,-0.0149603,-0.0337959
4,-0,-0,0.0054,0.0003,180,0,3.17983,0.309643,-0.0139616,-0.0342479
5,-0,-0,0.0017,-0.0024,240,0,305.311,0.16902,-0.0135798,-0.0343296
6,0,-0,-0.0029,-0.0066,300,0,246.28,0.413068,-0.0133135,-0.0337682
7,0.0174524,1.08216e-18,0.0154,0.0023,3.55271e-15,1,8.49438,0.89219,-0.0167998,-0.033286
8,0.0087262,0.0151142,0.0063,0.011,60,1,60.1991,0.726316,-0.0160695,-0.0368178
9,-0.0087262,0.0151142,-0.0031,0.0109,120,1,105.876,0.649214,-0.0129839,-0.0364474
10,-0.0174524,-1.52574e-09,-0.021,0.0019,180,1,174.83,1.2082,-0.00983509,-0.0342512
11,-0.0087262,-0.0151142,-0.0114,-0.015,240,1,232.765,1.07956,-0.0112878,-0.0311985
12,0.0087262,-0.0151142,0.0109,-0.0196,300,1,299.079,1.28512,-0.0156666,-0.0301671
13,0.0348995,2.164e-18,0.0287,-0.0021,3.55271e-15,2,355.815,1.64901,-0.0206055,-0.0332881
14,0.0174497,0.0302239,0.015,0.0294,60,2,62.9691,1.89145,-0.0172028,-0.0395425
15,-0.0174497,0.0302239,-0.0164,0.0333,120,2,116.22,2.12725,-0.0111932,-0.0403735
16,-0.0348995,-3.05101e-09,-0.03,0.0022,180,2,175.806,1.72374,-0.00682819,-0.0340211
17,-0.0174497,-0.0302239,-0.0161,-0.0285,240,2,240.537,1.87576,-0.0102278,-0.0271493
18,0.0174497,-0.0302239,0.0157,-0.0242,300,2,302.974,1.65304,-0.0169197,-0.0273618
19,0.052336,3.24517e-18,0.0523,0.0037,3.55271e-15,3,4.04669,3.00544,-0.0244692,-0.0338851
20,0.026168,0.0453243,0.0285,0.0433,60,3,56.6471,2.97144,-0.0195679,-0.043235
21,-0.026168,0.0453243,-0.0259,0.0409,120,3,122.344,2.77481,-0.00878866,-0.0429899
22,-0.052336,-4.57535e-09,-0.0528,-0.0039,180,3,184.224,3.03487,-0.0026951,-0.0341774
23,-0.026168,-0.0453243,-0.03,-0.0505,240,3,239.287,3.36744,-0.00769139,-0.0240917
24,0.026168,-0.0453243,0.0248,-0.0512,300,3,295.844,3.26135,-0.0193266,-0.0239196
25,0.0697565,4.32536e-18,0.0694,-0.006,3.55271e-15,4,355.059,3.99439,-0.0282833,-0.0334447
26,0.0348782,0.0604109,0.032,0.0552,60,4,59.8987,3.65822,-0.0209294,-0.046205
27,-0.0348782,0.0604109,-0.039,0.0538,120,4,125.939,3.81002,-0.00675374,-0.0464431
28,-0.0697565,-6.0983e-09,-0.0665,-0.0058,180,4,184.985,3.82746,0.000692792,-0.0338564
29,-0.0348782,-0.0604109,-0.0386,-0.0588,240,4,236.717,4.03337,-0.00665389,-0.0210782
30,0.0348782,-0.0604109,0.0342,-0.0595,300,4,299.89,3.93522,-0.021648,-0.0210492
31,0.0871557,5.40423e-18,0.0879,0.0039,3.55271e-15,5,2.54047,5.0478,-0.0325365,-0.0337055
32,0.0435779,0.0754791,0.0419,0.0768,60,5,61.3843,5.01899,-0.0232271,-0.0497982
33,-0.0435779,0.0754791,-0.0432,0.0692,120,5,121.976,4.67923,-0.00485188,-0.0499352
34,-0.0871557,-7.6194e-09,-0.0926,0.0031,180,5,178.083,5.31618,0.0046824,-0.0345835
35,-0.0435779,-0.0754791,-0.0435,-0.0725,240,5,239.036,4.8501,-0.00445752,-0.0174849
36,0.0435779,-0.0754791,0.0477,-0.0729,300,5,303.198,4.99787,-0.023499,-0.017489
37,0.104528,6.48145e-18,0.1038,0.0017,3.55271e-15,6,0.938286,5.95885,-0.0361647,-0.0331827
38,0.0522642,0.0905243,0.0517,0.0878,60,6,59.5088,5.84804,-0.0247809,-0.0525742
39,-0.0522642,0.0905243,-0.0478,0.0824,120,6,120.118,5.46633,-0.00291958,-0.0529437
40,-0.104528,-9.13817e-09,-0.1062,-0.0006,180,6,180.324,6.09641,0.00851198,-0.0337014
41,-0.0522642,-0.0905243,-0.0526,-0.0895,240,6,239.557,5.95875,-0.00303355,-0.0144433
42,0.0522642,-0.0905243,0.0529,-0.0946,300,6,299.214,6.2223,-0.0251897,-0.0142535
43,0.121869,7.5567e-18,0.1216,0.0013,3.55271e-15,7,0.612514,6.98486,-0.0397489,-0.0335007
44,0.0609347,0.105542,0.0571,0.1023,60,7,60.8314,6.72803,-0.026508,-0.056455
45,-0.0609347,0.105542,-0.0658,0.1013,120,7,123.006,6.93797,-0.00129898,-0.0562789
46,-0.121869,-1.06542e-08,-0.1244,-0.0004,180,7,180.184,7.14614,0.0120864,-0.0338722
47,-0.0609347,-0.105542,-0.0668,-0.1119,240,7,239.164,7.48821,-0.000694906,-0.0106653
48,0.0609347,-0.105542,0.0611,-0.1038,300,7,300.482,6.91795,-0.0266526,-0.0111429
49,0.139173,8.62964e-18,0.1431,0.0047,3.55271e-15,8,1.88116,8.23173,-0.0437809,-0.0339581
50,0.0695865,0.120527,0.0697,0.1213,60,8,60.118,8.04201,-0.0284088,-0.0594824
